ocr_id,document_id,survey_extracted,owner_extracted_confidence,survey_confidence,language_detected,verification_required
OCR-035524,DOC-035524,3672,0.99,0.953,Tamil,No
OCR-035525,DOC-035525,3574,0.936,0.785,Tamil,No
OCR-035526,DOC-035526,2040,0.95,0.908,Tamil,No
OCR-035527,DOC-035527,9188,0.863,0.83,Tamil,No
OCR-035528,DOC-035528,7702,0.863,0.876,Tamil,No
OCR-035529,DOC-035529,4933,0.872,0.99,Tamil-English,Yes
OCR-035530,DOC-035530,8018,0.854,0.99,Tamil-English,Yes
OCR-035531,DOC-035531,2905,0.99,0.914,Tamil,No
OCR-035532,DOC-035532,8408,0.795,0.837,English,No
OCR-035533,DOC-035533,1697,0.864,0.9,Tamil,Yes
OCR-035534,DOC-035534,3537,0.723,0.945,Tamil-English,No
OCR-035535,DOC-035535,6417,0.838,0.99,Tamil,No
OCR-035536,DOC-035536,5731,0.861,0.838,English,No
OCR-035537,DOC-035537,868,0.99,0.892,Tamil,No
OCR-035538,DOC-035538,6567,0.881,0.955,English,No
OCR-035539,DOC-035539,4564,0.932,0.99,Tamil,Yes
OCR-035540,DOC-035540,8165,0.832,0.99,Tamil,No
OCR-035541,DOC-035541,5356,0.789,0.937,Tamil,No
OCR-035542,DOC-035542,9356,0.97,0.828,Tamil,No
OCR-035543,DOC-035543,4174,0.91,0.87,English,No
OCR-035544,DOC-035544,7080,0.849,0.942,Tamil,Yes
OCR-035545,DOC-035545,9418,0.888,0.945,Tamil-English,No
OCR-035546,DOC-035546,6988,0.839,0.982,English,No
OCR-035547,DOC-035547,8575,0.847,0.916,Tamil,No
OCR-035548,DOC-035548,2632,0.836,0.877,Tamil,No
OCR-035549,DOC-035549,9468,0.863,0.934,Tamil-English,No
OCR-035550,DOC-035550,5533,0.903,0.832,Tamil,No
OCR-035551,DOC-035551,4672,0.816,0.92,Tamil,No
OCR-035552,DOC-035552,4704,0.875,0.909,Tamil,No
OCR-035553,DOC-035553,2737,0.99,0.865,English,No
OCR-035554,DOC-035554,7693,0.866,0.935,Tamil,No
OCR-035555,DOC-035555,2284,0.875,0.89,Tamil-English,No
OCR-035556,DOC-035556,9077,0.868,0.912,Tamil,No
OCR-035557,DOC-035557,9182,0.905,0.879,English,Yes
OCR-035558,DOC-035558,1197,0.937,0.935,Tamil,No
OCR-035559,DOC-035559,2812,0.866,0.711,English,No
OCR-035560,DOC-035560,4402,0.974,0.912,Tamil-English,No
OCR-035561,DOC-035561,8578,0.794,0.851,Tamil,Yes
OCR-035562,DOC-035562,2529,0.801,0.848,Tamil,No
OCR-035563,DOC-035563,2822,0.814,0.99,Tamil,No
OCR-035564,DOC-035564,6038,0.752,0.97,Tamil-English,No
OCR-035565,DOC-035565,6044,0.824,0.918,Tamil,No
OCR-035566,DOC-035566,316,0.99,0.79,Tamil,No
OCR-035567,DOC-035567,271,0.745,0.91,Tamil-English,Yes
OCR-035568,DOC-035568,1760,0.99,0.912,English,No
OCR-035569,DOC-035569,8779,0.99,0.877,Tamil,No
OCR-035570,DOC-035570,4630,0.873,0.901,Tamil,No
OCR-035571,DOC-035571,5529,0.921,0.939,Tamil,No
OCR-035572,DOC-035572,1095,0.99,0.99,Tamil-English,No
OCR-035573,DOC-035573,7239,0.938,0.99,Tamil,Yes
OCR-035574,DOC-035574,6111,0.973,0.738,Tamil,No
OCR-035575,DOC-035575,672,0.91,0.926,Tamil-English,No
OCR-035576,DOC-035576,251,0.987,0.921,Tamil,No
OCR-035577,DOC-035577,4239,0.99,0.895,Tamil-English,No
OCR-035578,DOC-035578,2934,0.99,0.929,English,No
OCR-035579,DOC-035579,6937,0.866,0.91,Tamil-English,Yes
OCR-035580,DOC-035580,8058,0.894,0.807,Tamil-English,Yes
OCR-035581,DOC-035581,5630,0.99,0.872,Tamil-English,No
OCR-035582,DOC-035582,867,0.886,0.99,Tamil,No
OCR-035583,DOC-035583,8078,0.981,0.903,Tamil,No
OCR-035584,DOC-035584,4710,0.899,0.829,Tamil,Yes
OCR-035585,DOC-035585,3227,0.99,0.902,Tamil-English,Yes
OCR-035586,DOC-035586,2214,0.99,0.882,Tamil,No
OCR-035587,DOC-035587,5619,0.867,0.954,Tamil-English,No
OCR-035588,DOC-035588,7776,0.734,0.892,Tamil,No
OCR-035589,DOC-035589,863,0.969,0.811,Tamil,No
OCR-035590,DOC-035590,3699,0.846,0.912,Tamil,No
OCR-035591,DOC-035591,5634,0.853,0.99,English,No
OCR-035592,DOC-035592,6961,0.903,0.876,English,No
OCR-035593,DOC-035593,7105,0.919,0.944,Tamil,No
OCR-035594,DOC-035594,4961,0.753,0.99,Tamil,Yes
OCR-035595,DOC-035595,4954,0.931,0.856,Tamil-English,No
OCR-035596,DOC-035596,420,0.788,0.837,Tamil,No
OCR-035597,DOC-035597,8925,0.929,0.99,Tamil,No
OCR-035598,DOC-035598,8384,0.885,0.813,Tamil,No
OCR-035599,DOC-035599,3981,0.733,0.808,Tamil,No
OCR-035600,DOC-035600,6502,0.976,0.944,English,No
OCR-035601,DOC-035601,5489,0.876,0.846,English,No
OCR-035602,DOC-035602,8078,0.91,0.854,English,No
OCR-035603,DOC-035603,4257,0.948,0.891,Tamil,No
OCR-035604,DOC-035604,6627,0.832,0.853,Tamil-English,No
OCR-035605,DOC-035605,1641,0.901,0.99,Tamil-English,Yes
OCR-035606,DOC-035606,1119,0.981,0.795,Tamil,No
OCR-035607,DOC-035607,682,0.88,0.767,Tamil-English,No
OCR-035608,DOC-035608,4852,0.868,0.904,Tamil,No
OCR-035609,DOC-035609,2464,0.844,0.872,Tamil-English,No
OCR-035610,DOC-035610,4175,0.838,0.828,Tamil,No
OCR-035611,DOC-035611,3393,0.936,0.907,Tamil,No
OCR-035612,DOC-035612,4318,0.893,0.947,Tamil,No
OCR-035613,DOC-035613,6462,0.931,0.99,English,Yes
OCR-035614,DOC-035614,9158,0.838,0.962,Tamil,No
OCR-035615,DOC-035615,8473,0.94,0.99,Tamil-English,No
OCR-035616,DOC-035616,1108,0.834,0.914,Tamil,No
OCR-035617,DOC-035617,2435,0.99,0.99,Tamil-English,No
OCR-035618,DOC-035618,7187,0.915,0.938,Tamil,No
OCR-035619,DOC-035619,4131,0.86,0.839,Tamil,No
OCR-035620,DOC-035620,1467,0.925,0.928,Tamil,Yes
OCR-035621,DOC-035621,7561,0.99,0.878,Tamil,Yes
OCR-035622,DOC-035622,4288,0.895,0.933,Tamil,No
OCR-035623,DOC-035623,4412,0.777,0.763,Tamil,No
OCR-035624,DOC-035624,1240,0.925,0.954,Tamil-English,No
OCR-035625,DOC-035625,2579,0.884,0.89,Tamil,No
OCR-035626,DOC-035626,4095,0.936,0.888,English,Yes
OCR-035627,DOC-035627,6105,0.832,0.982,English,No
OCR-035628,DOC-035628,8962,0.934,0.841,Tamil-English,No
OCR-035629,DOC-035629,12,0.817,0.809,Tamil,No
OCR-035630,DOC-035630,4992,0.929,0.99,Tamil,No
OCR-035631,DOC-035631,9081,0.892,0.879,Tamil,No
OCR-035632,DOC-035632,1618,0.99,0.887,Tamil,No
OCR-035633,DOC-035633,6548,0.906,0.929,English,No
OCR-035634,DOC-035634,1506,0.969,0.919,Tamil,Yes
OCR-035635,DOC-035635,9205,0.953,0.99,Tamil,No
OCR-035636,DOC-035636,5980,0.887,0.89,Tamil-English,No
OCR-035637,DOC-035637,1985,0.829,0.99,English,No
OCR-035638,DOC-035638,7990,0.885,0.919,English,Yes
OCR-035639,DOC-035639,7329,0.831,0.823,English,No
OCR-035640,DOC-035640,4921,0.844,0.766,Tamil-English,No
OCR-035641,DOC-035641,2690,0.671,0.982,Tamil,No
OCR-035642,DOC-035642,3739,0.796,0.83,English,No
OCR-035643,DOC-035643,334,0.977,0.731,Tamil-English,No
OCR-035644,DOC-035644,2228,0.826,0.683,Tamil,No
OCR-035645,DOC-035645,5473,0.911,0.868,Tamil,No
OCR-035646,DOC-035646,264,0.768,0.99,Tamil,Yes
OCR-035647,DOC-035647,8,0.99,0.836,Tamil,Yes
OCR-035648,DOC-035648,2054,0.916,0.894,Tamil,No
OCR-035649,DOC-035649,3677,0.703,0.812,Tamil,Yes
OCR-035650,DOC-035650,3777,0.956,0.99,Tamil-English,No
OCR-035651,DOC-035651,26,0.897,0.826,English,Yes
OCR-035652,DOC-035652,5813,0.866,0.777,Tamil,No
OCR-035653,DOC-035653,2718,0.953,0.932,Tamil,Yes
OCR-035654,DOC-035654,5131,0.899,0.99,Tamil-English,No
OCR-035655,DOC-035655,7144,0.789,0.839,Tamil,No
OCR-035656,DOC-035656,8335,0.887,0.935,Tamil,No
OCR-035657,DOC-035657,5915,0.908,0.837,Tamil,No
OCR-035658,DOC-035658,901,0.973,0.912,Tamil,No
OCR-035659,DOC-035659,6928,0.965,0.88,Tamil-English,No
OCR-035660,DOC-035660,3577,0.819,0.869,Tamil-English,No
OCR-035661,DOC-035661,4039,0.884,0.975,English,No
OCR-035662,DOC-035662,2654,0.911,0.893,Tamil,No
OCR-035663,DOC-035663,1596,0.99,0.99,Tamil,No
OCR-035664,DOC-035664,4469,0.987,0.99,English,No
OCR-035665,DOC-035665,2790,0.787,0.863,Tamil,Yes
OCR-035666,DOC-035666,3316,0.815,0.853,Tamil,No
OCR-035667,DOC-035667,2678,0.99,0.89,English,No
OCR-035668,DOC-035668,741,0.965,0.774,Tamil,No
OCR-035669,DOC-035669,4128,0.866,0.94,Tamil,No
OCR-035670,DOC-035670,8816,0.84,0.951,Tamil,No
OCR-035671,DOC-035671,509,0.923,0.937,English,No
OCR-035672,DOC-035672,3670,0.872,0.85,Tamil,No
OCR-035673,DOC-035673,708,0.919,0.918,Tamil-English,No
OCR-035674,DOC-035674,4312,0.959,0.899,Tamil,No
OCR-035675,DOC-035675,467,0.81,0.91,Tamil-English,No
OCR-035676,DOC-035676,70,0.771,0.985,English,No
OCR-035677,DOC-035677,9109,0.936,0.924,Tamil-English,No
OCR-035678,DOC-035678,3125,0.931,0.791,Tamil,No
OCR-035679,DOC-035679,3475,0.945,0.801,Tamil,No
OCR-035680,DOC-035680,4634,0.99,0.99,Tamil,No
OCR-035681,DOC-035681,1464,0.761,0.911,Tamil,No
OCR-035682,DOC-035682,161,0.844,0.958,Tamil,No
OCR-035683,DOC-035683,2407,0.768,0.93,Tamil,No
OCR-035684,DOC-035684,4592,0.906,0.99,Tamil-English,Yes
OCR-035685,DOC-035685,3189,0.874,0.783,English,No
OCR-035686,DOC-035686,741,0.946,0.898,Tamil-English,No
OCR-035687,DOC-035687,6418,0.925,0.906,Tamil,No
OCR-035688,DOC-035688,3461,0.986,0.974,Tamil,No
OCR-035689,DOC-035689,7311,0.965,0.877,Tamil,No
OCR-035690,DOC-035690,3446,0.976,0.933,Tamil,No
OCR-035691,DOC-035691,6329,0.937,0.99,Tamil,No
OCR-035692,DOC-035692,2272,0.748,0.862,Tamil,No
OCR-035693,DOC-035693,2717,0.789,0.902,English,No
OCR-035694,DOC-035694,2005,0.929,0.99,Tamil,No
OCR-035695,DOC-035695,6534,0.87,0.768,Tamil-English,No
OCR-035696,DOC-035696,6103,0.839,0.795,Tamil,No
OCR-035697,DOC-035697,8764,0.855,0.914,Tamil,Yes
OCR-035698,DOC-035698,5683,0.82,0.81,Tamil,No
OCR-035699,DOC-035699,7087,0.865,0.89,Tamil,No
OCR-035700,DOC-035700,3895,0.896,0.759,Tamil,No
OCR-035701,DOC-035701,8576,0.99,0.854,Tamil,No
OCR-035702,DOC-035702,9207,0.99,0.832,Tamil-English,No
OCR-035703,DOC-035703,2310,0.891,0.819,Tamil,No
OCR-035704,DOC-035704,5938,0.874,0.873,Tamil,No
OCR-035705,DOC-035705,4610,0.761,0.898,Tamil,No
OCR-035706,DOC-035706,1176,0.841,0.949,English,No
OCR-035707,DOC-035707,2512,0.762,0.882,Tamil,No
OCR-035708,DOC-035708,8518,0.959,0.787,Tamil,Yes
OCR-035709,DOC-035709,6424,0.94,0.956,Tamil,No
OCR-035710,DOC-035710,8505,0.851,0.969,English,No
OCR-035711,DOC-035711,2057,0.957,0.99,Tamil-English,No
OCR-035712,DOC-035712,6550,0.908,0.902,Tamil,No
OCR-035713,DOC-035713,2628,0.925,0.933,Tamil-English,No
OCR-035714,DOC-035714,1960,0.843,0.869,Tamil,No
OCR-035715,DOC-035715,986,0.856,0.99,Tamil,No
OCR-035716,DOC-035716,671,0.99,0.989,Tamil,No
OCR-035717,DOC-035717,5912,0.976,0.99,Tamil,No
OCR-035718,DOC-035718,6730,0.981,0.99,Tamil,No
OCR-035719,DOC-035719,1957,0.789,0.99,English,No
OCR-035720,DOC-035720,1753,0.99,0.935,Tamil-English,No
OCR-035721,DOC-035721,8073,0.757,0.94,Tamil-English,No
OCR-035722,DOC-035722,3805,0.875,0.99,English,No
OCR-035723,DOC-035723,6187,0.975,0.869,Tamil,No
OCR-035724,DOC-035724,8918,0.774,0.849,Tamil,No
OCR-035725,DOC-035725,9357,0.858,0.916,Tamil,No
OCR-035726,DOC-035726,2198,0.775,0.876,English,No
OCR-035727,DOC-035727,581,0.757,0.99,Tamil,No
OCR-035728,DOC-035728,1292,0.961,0.918,Tamil,No
OCR-035729,DOC-035729,1224,0.99,0.814,Tamil,No
OCR-035730,DOC-035730,8728,0.99,0.915,Tamil,No
OCR-035731,DOC-035731,9214,0.971,0.912,Tamil,Yes
OCR-035732,DOC-035732,6428,0.863,0.934,Tamil,No
OCR-035733,DOC-035733,8261,0.813,0.814,Tamil,No
OCR-035734,DOC-035734,4561,0.897,0.877,Tamil,Yes
OCR-035735,DOC-035735,1904,0.792,0.909,Tamil,No
OCR-035736,DOC-035736,6341,0.807,0.84,Tamil,No
OCR-035737,DOC-035737,7460,0.99,0.844,Tamil,Yes
OCR-035738,DOC-035738,8460,0.743,0.99,Tamil,Yes
OCR-035739,DOC-035739,3849,0.892,0.888,Tamil,No
OCR-035740,DOC-035740,6203,0.701,0.99,English,No
OCR-035741,DOC-035741,1423,0.918,0.935,Tamil,No
OCR-035742,DOC-035742,1914,0.99,0.904,Tamil,No
OCR-035743,DOC-035743,3578,0.99,0.805,Tamil,No
OCR-035744,DOC-035744,4384,0.804,0.971,English,No
OCR-035745,DOC-035745,868,0.812,0.845,Tamil,No
OCR-035746,DOC-035746,1698,0.857,0.853,Tamil-English,No
OCR-035747,DOC-035747,2831,0.977,0.865,Tamil,No
OCR-035748,DOC-035748,5398,0.99,0.744,Tamil,No
OCR-035749,DOC-035749,5307,0.913,0.88,Tamil,No
OCR-035750,DOC-035750,5379,0.988,0.88,Tamil,No
OCR-035751,DOC-035751,2155,0.933,0.941,Tamil-English,No
OCR-035752,DOC-035752,9117,0.881,0.869,Tamil,No
OCR-035753,DOC-035753,8388,0.923,0.86,English,No
OCR-035754,DOC-035754,7325,0.812,0.969,Tamil,Yes
OCR-035755,DOC-035755,2875,0.738,0.949,Tamil,No
OCR-035756,DOC-035756,7061,0.814,0.936,English,No
OCR-035757,DOC-035757,5844,0.817,0.99,Tamil,No
OCR-035758,DOC-035758,533,0.987,0.877,Tamil,No
OCR-035759,DOC-035759,8954,0.805,0.799,Tamil,No
OCR-035760,DOC-035760,4542,0.771,0.99,Tamil,No
OCR-035761,DOC-035761,2344,0.865,0.99,Tamil,No
OCR-035762,DOC-035762,7183,0.698,0.99,Tamil,No
OCR-035763,DOC-035763,2030,0.967,0.96,Tamil-English,No
OCR-035764,DOC-035764,5633,0.79,0.849,Tamil,No
OCR-035765,DOC-035765,6515,0.702,0.825,Tamil,No
OCR-035766,DOC-035766,6479,0.827,0.883,Tamil,No
OCR-035767,DOC-035767,1240,0.88,0.915,Tamil-English,No
OCR-035768,DOC-035768,5221,0.99,0.907,Tamil,No
OCR-035769,DOC-035769,3032,0.756,0.976,Tamil,No
OCR-035770,DOC-035770,5600,0.793,0.876,Tamil,No
OCR-035771,DOC-035771,4130,0.9,0.881,Tamil,No
OCR-035772,DOC-035772,7083,0.773,0.842,Tamil,No
OCR-035773,DOC-035773,6262,0.81,0.85,Tamil,No
OCR-035774,DOC-035774,2167,0.905,0.906,Tamil-English,No
OCR-035775,DOC-035775,5569,0.884,0.785,Tamil,No
OCR-035776,DOC-035776,1465,0.99,0.859,English,No
OCR-035777,DOC-035777,7785,0.883,0.89,Tamil-English,No
OCR-035778,DOC-035778,4820,0.842,0.878,Tamil-English,Yes
OCR-035779,DOC-035779,4495,0.97,0.947,Tamil,No
OCR-035780,DOC-035780,4988,0.706,0.99,Tamil,No
OCR-035781,DOC-035781,2873,0.867,0.938,Tamil,No
OCR-035782,DOC-035782,5332,0.796,0.99,Tamil,No
OCR-035783,DOC-035783,4765,0.837,0.921,English,No
OCR-035784,DOC-035784,4137,0.841,0.931,Tamil,Yes
OCR-035785,DOC-035785,851,0.909,0.765,Tamil-English,Yes
OCR-035786,DOC-035786,6154,0.938,0.95,Tamil,No
OCR-035787,DOC-035787,1483,0.932,0.82,Tamil-English,No
OCR-035788,DOC-035788,3984,0.954,0.948,Tamil-English,No
OCR-035789,DOC-035789,6158,0.82,0.785,English,No
OCR-035790,DOC-035790,7964,0.989,0.865,Tamil,No
OCR-035791,DOC-035791,3582,0.99,0.896,Tamil,No
OCR-035792,DOC-035792,8547,0.927,0.776,Tamil,No
OCR-035793,DOC-035793,9259,0.794,0.894,Tamil,No
OCR-035794,DOC-035794,2472,0.99,0.928,Tamil-English,No
OCR-035795,DOC-035795,4381,0.781,0.828,Tamil,No
OCR-035796,DOC-035796,9241,0.958,0.99,Tamil,No
OCR-035797,DOC-035797,5855,0.903,0.99,Tamil,No
OCR-035798,DOC-035798,8911,0.922,0.941,Tamil,No
OCR-035799,DOC-035799,9032,0.962,0.91,Tamil-English,No
OCR-035800,DOC-035800,6326,0.831,0.756,English,Yes
OCR-035801,DOC-035801,6036,0.891,0.908,Tamil,No
OCR-035802,DOC-035802,6078,0.99,0.884,Tamil,Yes
OCR-035803,DOC-035803,3230,0.87,0.99,Tamil,No
OCR-035804,DOC-035804,7872,0.803,0.812,Tamil,No
OCR-035805,DOC-035805,4040,0.894,0.833,Tamil,No
OCR-035806,DOC-035806,9204,0.865,0.788,Tamil,Yes
OCR-035807,DOC-035807,1842,0.867,0.876,Tamil,No
OCR-035808,DOC-035808,9047,0.944,0.901,English,No
OCR-035809,DOC-035809,1803,0.99,0.901,Tamil-English,No
OCR-035810,DOC-035810,3995,0.952,0.834,Tamil-English,No
OCR-035811,DOC-035811,7944,0.942,0.892,Tamil,No
OCR-035812,DOC-035812,5414,0.797,0.833,Tamil-English,No
OCR-035813,DOC-035813,7706,0.858,0.99,Tamil,No
OCR-035814,DOC-035814,9142,0.78,0.847,Tamil,No
OCR-035815,DOC-035815,8153,0.967,0.839,Tamil,No
OCR-035816,DOC-035816,540,0.962,0.883,Tamil-English,No
OCR-035817,DOC-035817,6308,0.855,0.874,Tamil,No
OCR-035818,DOC-035818,8935,0.877,0.99,Tamil-English,No
OCR-035819,DOC-035819,2345,0.865,0.946,English,No
OCR-035820,DOC-035820,634,0.91,0.789,Tamil,No
OCR-035821,DOC-035821,5336,0.857,0.863,Tamil,Yes
OCR-035822,DOC-035822,8022,0.99,0.825,Tamil-English,Yes
OCR-035823,DOC-035823,79,0.845,0.864,Tamil,No
OCR-035824,DOC-035824,8303,0.88,0.99,Tamil,No
OCR-035825,DOC-035825,4272,0.852,0.99,Tamil,No
OCR-035826,DOC-035826,7819,0.899,0.99,English,No
OCR-035827,DOC-035827,6771,0.834,0.885,Tamil,Yes
OCR-035828,DOC-035828,2032,0.828,0.914,Tamil,No
OCR-035829,DOC-035829,5938,0.716,0.898,Tamil,Yes
OCR-035830,DOC-035830,1350,0.939,0.95,Tamil,Yes
OCR-035831,DOC-035831,5740,0.982,0.828,Tamil,No
OCR-035832,DOC-035832,222,0.888,0.933,Tamil-English,No
OCR-035833,DOC-035833,1698,0.986,0.872,Tamil,No
OCR-035834,DOC-035834,5245,0.857,0.833,Tamil,No
OCR-035835,DOC-035835,4631,0.831,0.868,Tamil,No
OCR-035836,DOC-035836,5432,0.851,0.847,English,No
OCR-035837,DOC-035837,950,0.99,0.865,Tamil,No
OCR-035838,DOC-035838,7988,0.912,0.824,English,No
OCR-035839,DOC-035839,5942,0.857,0.96,Tamil,No
OCR-035840,DOC-035840,1230,0.884,0.823,Tamil,Yes
OCR-035841,DOC-035841,8773,0.759,0.763,Tamil,No
OCR-035842,DOC-035842,8000,0.926,0.945,Tamil,No
OCR-035843,DOC-035843,3783,0.938,0.834,English,No
OCR-035844,DOC-035844,1848,0.856,0.884,Tamil-English,No
OCR-035845,DOC-035845,6030,0.877,0.88,English,Yes
OCR-035846,DOC-035846,8920,0.779,0.99,Tamil-English,No
OCR-035847,DOC-035847,5916,0.966,0.895,Tamil,No
OCR-035848,DOC-035848,1441,0.883,0.99,English,No
OCR-035849,DOC-035849,1590,0.853,0.774,English,No
OCR-035850,DOC-035850,4985,0.959,0.772,Tamil,No
OCR-035851,DOC-035851,6352,0.916,0.859,Tamil,No
OCR-035852,DOC-035852,6980,0.988,0.965,English,No
OCR-035853,DOC-035853,4829,0.83,0.926,English,No
OCR-035854,DOC-035854,9077,0.968,0.931,Tamil,No
OCR-035855,DOC-035855,3699,0.836,0.99,Tamil,No
OCR-035856,DOC-035856,8063,0.867,0.818,Tamil,No
OCR-035857,DOC-035857,4562,0.818,0.99,Tamil-English,No
OCR-035858,DOC-035858,6037,0.894,0.99,Tamil,No
OCR-035859,DOC-035859,4572,0.825,0.812,Tamil,No
OCR-035860,DOC-035860,9487,0.963,0.81,Tamil-English,No
OCR-035861,DOC-035861,4823,0.892,0.81,Tamil,No
OCR-035862,DOC-035862,2159,0.851,0.958,Tamil,No
OCR-035863,DOC-035863,2035,0.875,0.908,Tamil-English,No
OCR-035864,DOC-035864,3603,0.797,0.943,Tamil,No
OCR-035865,DOC-035865,6739,0.822,0.99,Tamil,Yes
OCR-035866,DOC-035866,5350,0.931,0.99,Tamil,No
OCR-035867,DOC-035867,3488,0.828,0.86,Tamil,No
OCR-035868,DOC-035868,1185,0.966,0.811,Tamil,No
OCR-035869,DOC-035869,4606,0.835,0.99,English,Yes
OCR-035870,DOC-035870,2986,0.828,0.99,Tamil,No
OCR-035871,DOC-035871,7418,0.924,0.627,Tamil,No
OCR-035872,DOC-035872,4386,0.937,0.856,Tamil,No
OCR-035873,DOC-035873,4684,0.947,0.749,Tamil,No
OCR-035874,DOC-035874,7298,0.863,0.824,Tamil,No
OCR-035875,DOC-035875,4896,0.853,0.935,Tamil,No
OCR-035876,DOC-035876,3102,0.99,0.862,Tamil,No
OCR-035877,DOC-035877,4042,0.899,0.868,English,No
OCR-035878,DOC-035878,5344,0.969,0.884,Tamil,No
OCR-035879,DOC-035879,2593,0.937,0.99,Tamil,No
OCR-035880,DOC-035880,5655,0.981,0.757,Tamil,No
OCR-035881,DOC-035881,53,0.895,0.908,Tamil,No
OCR-035882,DOC-035882,6411,0.981,0.922,English,No
OCR-035883,DOC-035883,4272,0.949,0.806,English,No
OCR-035884,DOC-035884,2117,0.895,0.954,Tamil-English,No
OCR-035885,DOC-035885,8361,0.892,0.99,English,No
OCR-035886,DOC-035886,4909,0.973,0.867,Tamil,No
OCR-035887,DOC-035887,2628,0.764,0.929,Tamil,No
OCR-035888,DOC-035888,402,0.982,0.917,English,No
OCR-035889,DOC-035889,6301,0.946,0.99,Tamil,No
OCR-035890,DOC-035890,9102,0.723,0.949,English,No
OCR-035891,DOC-035891,8228,0.868,0.788,Tamil,No
OCR-035892,DOC-035892,4854,0.964,0.819,Tamil,No
OCR-035893,DOC-035893,5794,0.934,0.909,Tamil,No
OCR-035894,DOC-035894,6802,0.868,0.983,Tamil,No
OCR-035895,DOC-035895,1335,0.99,0.862,Tamil,No
OCR-035896,DOC-035896,6542,0.987,0.99,Tamil,No
OCR-035897,DOC-035897,3568,0.791,0.916,Tamil-English,Yes
OCR-035898,DOC-035898,9060,0.85,0.99,Tamil,No
OCR-035899,DOC-035899,8629,0.968,0.912,English,No
OCR-035900,DOC-035900,3755,0.99,0.84,Tamil,No
OCR-035901,DOC-035901,4697,0.752,0.98,English,No
OCR-035902,DOC-035902,9262,0.765,0.933,Tamil,No
OCR-035903,DOC-035903,3394,0.783,0.838,Tamil,No
OCR-035904,DOC-035904,9485,0.956,0.865,Tamil-English,No
OCR-035905,DOC-035905,3541,0.88,0.99,English,No
OCR-035906,DOC-035906,386,0.904,0.94,English,No
OCR-035907,DOC-035907,328,0.88,0.872,Tamil,No
OCR-035908,DOC-035908,5534,0.87,0.981,Tamil,Yes
OCR-035909,DOC-035909,8733,0.973,0.86,Tamil,No
OCR-035910,DOC-035910,6629,0.922,0.964,Tamil,No
OCR-035911,DOC-035911,9071,0.881,0.875,English,No
OCR-035912,DOC-035912,4602,0.872,0.989,Tamil-English,No
OCR-035913,DOC-035913,49,0.99,0.917,Tamil,No
OCR-035914,DOC-035914,5131,0.829,0.852,Tamil-English,No
OCR-035915,DOC-035915,641,0.975,0.848,Tamil,Yes
OCR-035916,DOC-035916,3515,0.887,0.825,Tamil-English,Yes
OCR-035917,DOC-035917,4757,0.989,0.82,Tamil,No
OCR-035918,DOC-035918,7432,0.951,0.849,Tamil,No
OCR-035919,DOC-035919,3993,0.888,0.902,Tamil-English,Yes
OCR-035920,DOC-035920,3914,0.932,0.954,Tamil-English,No
OCR-035921,DOC-035921,1310,0.918,0.957,Tamil-English,No
OCR-035922,DOC-035922,8826,0.99,0.728,Tamil,No
OCR-035923,DOC-035923,2663,0.911,0.798,Tamil,No
OCR-035924,DOC-035924,6485,0.952,0.843,Tamil,No
OCR-035925,DOC-035925,1876,0.974,0.848,Tamil-English,No
OCR-035926,DOC-035926,7037,0.881,0.787,Tamil,No
OCR-035927,DOC-035927,9396,0.839,0.931,Tamil,No
OCR-035928,DOC-035928,5656,0.853,0.846,Tamil,No
OCR-035929,DOC-035929,3302,0.96,0.977,Tamil,Yes
OCR-035930,DOC-035930,7263,0.826,0.869,Tamil,No
OCR-035931,DOC-035931,4226,0.776,0.826,English,No
OCR-035932,DOC-035932,5885,0.885,0.99,Tamil,No
OCR-035933,DOC-035933,1027,0.702,0.954,Tamil,Yes
OCR-035934,DOC-035934,2067,0.916,0.809,Tamil,No
OCR-035935,DOC-035935,4181,0.887,0.78,Tamil,No
OCR-035936,DOC-035936,2879,0.99,0.843,Tamil-English,No
OCR-035937,DOC-035937,4231,0.972,0.922,Tamil,No
OCR-035938,DOC-035938,8294,0.838,0.871,Tamil,No
OCR-035939,DOC-035939,6312,0.919,0.929,Tamil,No
OCR-035940,DOC-035940,7808,0.86,0.966,Tamil-English,No
OCR-035941,DOC-035941,8137,0.829,0.894,Tamil,No
OCR-035942,DOC-035942,4050,0.791,0.99,Tamil,No
OCR-035943,DOC-035943,5505,0.99,0.794,Tamil,No
OCR-035944,DOC-035944,4620,0.942,0.787,Tamil,No
OCR-035945,DOC-035945,7772,0.91,0.803,Tamil,No
OCR-035946,DOC-035946,6891,0.897,0.734,Tamil,No
OCR-035947,DOC-035947,2272,0.912,0.93,Tamil-English,No
OCR-035948,DOC-035948,2293,0.848,0.817,Tamil-English,No
OCR-035949,DOC-035949,6588,0.774,0.965,Tamil,No
OCR-035950,DOC-035950,1556,0.803,0.798,Tamil,Yes
OCR-035951,DOC-035951,9127,0.943,0.912,English,No
OCR-035952,DOC-035952,7976,0.935,0.931,Tamil,No
OCR-035953,DOC-035953,6312,0.724,0.893,Tamil,Yes
OCR-035954,DOC-035954,7949,0.742,0.949,Tamil,No
OCR-035955,DOC-035955,8023,0.875,0.95,Tamil,No
OCR-035956,DOC-035956,2800,0.835,0.913,Tamil,No
OCR-035957,DOC-035957,6900,0.887,0.95,Tamil,No
