risk_id,parcel_id,waterbody_distance_m,flood_risk,environmental_clearance
ENV-049190,PAR-049190,198.8,High,Pending
ENV-049191,PAR-049191,577.4,Medium,Not Required
ENV-049192,PAR-049192,448.6,Medium,Not Required
ENV-049193,PAR-049193,12.3,Low,Not Required
ENV-049194,PAR-049194,17.1,Medium,Not Required
ENV-049195,PAR-049195,247.6,Medium,Not Required
ENV-049196,PAR-049196,98.4,Low,Not Required
ENV-049197,PAR-049197,496.2,Low,Approved
ENV-049198,PAR-049198,170.6,Low,Approved
ENV-049199,PAR-049199,135.8,Low,Not Required
ENV-049200,PAR-049200,21.6,High,Not Required
ENV-049201,PAR-049201,171.3,Low,Approved
ENV-049202,PAR-049202,175.4,Low,Not Required
ENV-049203,PAR-049203,152.4,Medium,Not Required
ENV-049204,PAR-049204,69.7,Medium,Not Required
ENV-049205,PAR-049205,27.3,Low,Approved
ENV-049206,PAR-049206,58.5,Low,Not Required
ENV-049207,PAR-049207,61.0,Low,Not Required
ENV-049208,PAR-049208,94.0,High,Not Required
ENV-049209,PAR-049209,38.5,Low,Not Required
ENV-049210,PAR-049210,208.5,Low,Not Required
ENV-049211,PAR-049211,64.0,High,Not Required
ENV-049212,PAR-049212,93.4,Medium,Not Required
ENV-049213,PAR-049213,156.7,Low,Not Required
ENV-049214,PAR-049214,215.9,Medium,Not Required
ENV-049215,PAR-049215,10.8,Medium,Pending
ENV-049216,PAR-049216,295.6,Low,Not Required
ENV-049217,PAR-049217,196.7,Low,Approved
ENV-049218,PAR-049218,815.0,Low,Not Required
ENV-049219,PAR-049219,121.3,Low,Not Required
ENV-049220,PAR-049220,104.9,Low,Not Required
ENV-049221,PAR-049221,29.0,High,Approved
ENV-049222,PAR-049222,67.4,High,Pending
ENV-049223,PAR-049223,279.2,Low,Not Required
ENV-049224,PAR-049224,129.3,Low,Not Required
ENV-049225,PAR-049225,110.7,Medium,Approved
ENV-049226,PAR-049226,58.2,Low,Not Required
ENV-049227,PAR-049227,226.7,Low,Not Required
ENV-049228,PAR-049228,323.7,Low,Not Required
ENV-049229,PAR-049229,56.0,High,Pending
ENV-049230,PAR-049230,231.3,Medium,Approved
ENV-049231,PAR-049231,137.4,Medium,Not Required
ENV-049232,PAR-049232,136.3,Medium,Pending
ENV-049233,PAR-049233,43.9,Low,Not Required
ENV-049234,PAR-049234,1195.1,Medium,Not Required
ENV-049235,PAR-049235,1056.0,Low,Approved
ENV-049236,PAR-049236,51.8,Low,Not Required
ENV-049237,PAR-049237,84.6,Low,Approved
ENV-049238,PAR-049238,339.2,Low,Pending
ENV-049239,PAR-049239,13.3,Low,Not Required
ENV-049240,PAR-049240,568.1,Medium,Not Required
ENV-049241,PAR-049241,221.6,Low,Approved
ENV-049242,PAR-049242,33.8,Low,Not Required
ENV-049243,PAR-049243,149.9,Low,Not Required
ENV-049244,PAR-049244,49.7,Medium,Approved
ENV-049245,PAR-049245,43.0,Low,Not Required
ENV-049246,PAR-049246,17.1,Low,Not Required
ENV-049247,PAR-049247,305.1,Medium,Approved
ENV-049248,PAR-049248,200.6,Low,Pending
ENV-049249,PAR-049249,262.5,Medium,Approved
ENV-049250,PAR-049250,193.9,Low,Not Required
ENV-049251,PAR-049251,1012.3,Low,Not Required
ENV-049252,PAR-049252,408.5,Low,Approved
ENV-049253,PAR-049253,414.1,Low,Not Required
ENV-049254,PAR-049254,80.8,Low,Not Required
ENV-049255,PAR-049255,190.8,Low,Not Required
ENV-049256,PAR-049256,251.0,Medium,Approved
ENV-049257,PAR-049257,860.6,Medium,Pending
ENV-049258,PAR-049258,234.0,Low,Not Required
ENV-049259,PAR-049259,305.5,High,Not Required
ENV-049260,PAR-049260,48.0,Low,Pending
ENV-049261,PAR-049261,124.8,Low,Pending
ENV-049262,PAR-049262,263.3,Low,Pending
ENV-049263,PAR-049263,58.2,High,Approved
ENV-049264,PAR-049264,226.1,Medium,Not Required
ENV-049265,PAR-049265,12.1,Medium,Not Required
ENV-049266,PAR-049266,607.4,Low,Approved
ENV-049267,PAR-049267,138.3,High,Not Required
ENV-049268,PAR-049268,113.1,Low,Not Required
ENV-049269,PAR-049269,40.8,Medium,Approved
ENV-049270,PAR-049270,862.4,Medium,Pending
ENV-049271,PAR-049271,113.3,Low,Not Required
ENV-049272,PAR-049272,106.2,Medium,Approved
ENV-049273,PAR-049273,98.8,High,Pending
ENV-049274,PAR-049274,61.5,Low,Approved
ENV-049275,PAR-049275,55.6,Medium,Not Required
ENV-049276,PAR-049276,93.0,Low,Not Required
ENV-049277,PAR-049277,166.2,Low,Not Required
ENV-049278,PAR-049278,13.0,Medium,Not Required
ENV-049279,PAR-049279,36.9,Medium,Pending
ENV-049280,PAR-049280,95.3,Low,Pending
ENV-049281,PAR-049281,129.3,Low,Pending
ENV-049282,PAR-049282,142.1,Low,Approved
ENV-049283,PAR-049283,42.1,Low,Not Required
ENV-049284,PAR-049284,206.7,Low,Approved
ENV-049285,PAR-049285,473.3,Low,Pending
ENV-049286,PAR-049286,225.8,Low,Pending
ENV-049287,PAR-049287,763.4,Low,Not Required
ENV-049288,PAR-049288,33.3,Low,Not Required
ENV-049289,PAR-049289,180.5,Low,Not Required
ENV-049290,PAR-049290,432.0,Low,Approved
ENV-049291,PAR-049291,240.4,Low,Pending
ENV-049292,PAR-049292,88.7,Low,Approved
ENV-049293,PAR-049293,429.1,Low,Not Required
ENV-049294,PAR-049294,118.3,Medium,Pending
ENV-049295,PAR-049295,307.8,Low,Approved
ENV-049296,PAR-049296,31.0,Low,Approved
ENV-049297,PAR-049297,119.1,Low,Pending
ENV-049298,PAR-049298,69.5,Low,Pending
ENV-049299,PAR-049299,33.7,Low,Not Required
ENV-049300,PAR-049300,173.7,High,Not Required
ENV-049301,PAR-049301,1492.6,Low,Not Required
ENV-049302,PAR-049302,17.5,Low,Approved
ENV-049303,PAR-049303,247.7,Low,Not Required
ENV-049304,PAR-049304,769.4,Low,Not Required
ENV-049305,PAR-049305,35.6,Low,Approved
ENV-049306,PAR-049306,100.2,Low,Pending
ENV-049307,PAR-049307,286.7,Low,Pending
ENV-049308,PAR-049308,329.3,Medium,Not Required
ENV-049309,PAR-049309,142.4,Low,Approved
ENV-049310,PAR-049310,158.8,Low,Not Required
ENV-049311,PAR-049311,54.3,Low,Not Required
ENV-049312,PAR-049312,37.2,Low,Not Required
ENV-049313,PAR-049313,216.2,Low,Approved
ENV-049314,PAR-049314,419.4,Medium,Not Required
ENV-049315,PAR-049315,11.4,Low,Approved
ENV-049316,PAR-049316,777.2,Low,Pending
ENV-049317,PAR-049317,824.1,Low,Not Required
ENV-049318,PAR-049318,228.7,Low,Not Required
ENV-049319,PAR-049319,94.0,Low,Approved
ENV-049320,PAR-049320,270.2,Low,Not Required
ENV-049321,PAR-049321,277.0,Low,Approved
ENV-049322,PAR-049322,39.3,Low,Pending
ENV-049323,PAR-049323,18.9,Low,Not Required
ENV-049324,PAR-049324,528.2,Low,Not Required
ENV-049325,PAR-049325,85.6,Low,Approved
ENV-049326,PAR-049326,68.8,Low,Pending
ENV-049327,PAR-049327,242.6,Low,Approved
ENV-049328,PAR-049328,797.4,Low,Not Required
ENV-049329,PAR-049329,180.3,Low,Not Required
ENV-049330,PAR-049330,167.5,Medium,Approved
ENV-049331,PAR-049331,144.5,Low,Pending
ENV-049332,PAR-049332,1431.0,Medium,Not Required
ENV-049333,PAR-049333,1575.5,High,Approved
ENV-049334,PAR-049334,301.4,Low,Approved
ENV-049335,PAR-049335,501.6,Low,Approved
ENV-049336,PAR-049336,803.6,Low,Pending
ENV-049337,PAR-049337,674.0,Medium,Approved
ENV-049338,PAR-049338,320.8,Low,Not Required
ENV-049339,PAR-049339,75.5,Medium,Approved
ENV-049340,PAR-049340,359.0,Medium,Not Required
ENV-049341,PAR-049341,17.3,Medium,Not Required
ENV-049342,PAR-049342,163.0,Medium,Not Required
ENV-049343,PAR-049343,197.4,Low,Approved
ENV-049344,PAR-049344,54.6,Low,Not Required
ENV-049345,PAR-049345,382.3,Medium,Pending
ENV-049346,PAR-049346,126.4,Medium,Not Required
ENV-049347,PAR-049347,141.3,Low,Approved
ENV-049348,PAR-049348,371.8,Low,Not Required
ENV-049349,PAR-049349,111.5,Low,Not Required
ENV-049350,PAR-049350,303.3,Low,Not Required
ENV-049351,PAR-049351,442.5,Low,Approved
ENV-049352,PAR-049352,486.7,Low,Approved
ENV-049353,PAR-049353,715.0,Medium,Not Required
ENV-049354,PAR-049354,240.3,Low,Not Required
ENV-049355,PAR-049355,345.7,Medium,Approved
ENV-049356,PAR-049356,491.6,Low,Not Required
ENV-049357,PAR-049357,234.7,Low,Not Required
ENV-049358,PAR-049358,109.7,Low,Approved
ENV-049359,PAR-049359,560.9,Low,Not Required
ENV-049360,PAR-049360,583.3,Low,Pending
ENV-049361,PAR-049361,102.9,Low,Approved
ENV-049362,PAR-049362,63.9,Low,Approved
ENV-049363,PAR-049363,136.4,Medium,Approved
ENV-049364,PAR-049364,177.4,Low,Not Required
ENV-049365,PAR-049365,189.6,Low,Not Required
ENV-049366,PAR-049366,470.4,Low,Not Required
ENV-049367,PAR-049367,83.0,High,Not Required
ENV-049368,PAR-049368,459.7,Low,Not Required
ENV-049369,PAR-049369,85.2,Low,Not Required
ENV-049370,PAR-049370,89.9,High,Not Required
ENV-049371,PAR-049371,447.6,Low,Pending
ENV-049372,PAR-049372,19.1,Low,Pending
ENV-049373,PAR-049373,112.7,Medium,Pending
ENV-049374,PAR-049374,150.4,Low,Approved
ENV-049375,PAR-049375,175.3,Low,Not Required
ENV-049376,PAR-049376,199.0,Low,Not Required
ENV-049377,PAR-049377,41.7,Low,Not Required
ENV-049378,PAR-049378,1269.6,Low,Not Required
ENV-049379,PAR-049379,124.6,High,Not Required
ENV-049380,PAR-049380,38.7,Low,Pending
ENV-049381,PAR-049381,135.6,Low,Approved
ENV-049382,PAR-049382,170.8,Low,Not Required
ENV-049383,PAR-049383,48.1,Medium,Approved
ENV-049384,PAR-049384,90.6,Low,Approved
ENV-049385,PAR-049385,131.4,Low,Not Required
ENV-049386,PAR-049386,278.3,Medium,Not Required
ENV-049387,PAR-049387,304.3,Medium,Pending
ENV-049388,PAR-049388,221.2,Low,Not Required
ENV-049389,PAR-049389,268.4,Low,Not Required
ENV-049390,PAR-049390,22.7,Low,Not Required
ENV-049391,PAR-049391,376.0,High,Approved
ENV-049392,PAR-049392,154.9,Low,Not Required
ENV-049393,PAR-049393,482.2,High,Approved
ENV-049394,PAR-049394,565.5,Medium,Not Required
ENV-049395,PAR-049395,74.3,Low,Not Required
ENV-049396,PAR-049396,108.2,Low,Not Required
ENV-049397,PAR-049397,157.0,High,Not Required
ENV-049398,PAR-049398,65.4,Low,Not Required
ENV-049399,PAR-049399,2438.2,Low,Approved
ENV-049400,PAR-049400,229.1,Low,Not Required
ENV-049401,PAR-049401,1073.8,Medium,Not Required
ENV-049402,PAR-049402,82.3,Low,Not Required
ENV-049403,PAR-049403,114.3,Low,Not Required
ENV-049404,PAR-049404,9.1,Low,Not Required
ENV-049405,PAR-049405,61.3,Low,Approved
ENV-049406,PAR-049406,165.0,Low,Not Required
ENV-049407,PAR-049407,128.1,Low,Not Required
ENV-049408,PAR-049408,48.1,Low,Pending
ENV-049409,PAR-049409,1475.4,Low,Not Required
ENV-049410,PAR-049410,237.9,Medium,Not Required
ENV-049411,PAR-049411,156.2,Low,Not Required
ENV-049412,PAR-049412,219.6,Low,Approved
ENV-049413,PAR-049413,135.6,Low,Not Required
ENV-049414,PAR-049414,479.4,Low,Pending
ENV-049415,PAR-049415,65.4,High,Not Required
ENV-049416,PAR-049416,806.6,Medium,Approved
ENV-049417,PAR-049417,150.7,Low,Not Required
ENV-049418,PAR-049418,70.0,Medium,Not Required
ENV-049419,PAR-049419,166.6,Low,Pending
ENV-049420,PAR-049420,39.3,Low,Not Required
ENV-049421,PAR-049421,178.4,Medium,Not Required
ENV-049422,PAR-049422,110.9,Medium,Approved
ENV-049423,PAR-049423,100.6,Low,Not Required
ENV-049424,PAR-049424,80.3,Medium,Pending
ENV-049425,PAR-049425,111.6,Medium,Not Required
ENV-049426,PAR-049426,37.2,Low,Not Required
ENV-049427,PAR-049427,460.5,Medium,Pending
ENV-049428,PAR-049428,63.5,Low,Not Required
ENV-049429,PAR-049429,157.5,Medium,Pending
ENV-049430,PAR-049430,110.7,Medium,Pending
ENV-049431,PAR-049431,106.1,Medium,Not Required
ENV-049432,PAR-049432,81.2,Medium,Approved
ENV-049433,PAR-049433,50.6,Low,Not Required
ENV-049434,PAR-049434,72.8,Low,Approved
ENV-049435,PAR-049435,208.9,Medium,Not Required
ENV-049436,PAR-049436,59.9,High,Not Required
ENV-049437,PAR-049437,18.1,Medium,Approved
ENV-049438,PAR-049438,84.4,Low,Not Required
ENV-049439,PAR-049439,387.5,Medium,Not Required
ENV-049440,PAR-049440,278.0,Low,Not Required
ENV-049441,PAR-049441,128.0,Low,Not Required
ENV-049442,PAR-049442,64.0,Low,Pending
ENV-049443,PAR-049443,285.0,Low,Not Required
ENV-049444,PAR-049444,154.0,Medium,Not Required
ENV-049445,PAR-049445,142.0,Medium,Not Required
ENV-049446,PAR-049446,50.2,Medium,Approved
ENV-049447,PAR-049447,269.2,Low,Approved
ENV-049448,PAR-049448,84.6,Low,Approved
ENV-049449,PAR-049449,52.9,Medium,Approved
ENV-049450,PAR-049450,147.2,Low,Approved
ENV-049451,PAR-049451,219.1,Low,Approved
ENV-049452,PAR-049452,254.7,Low,Approved
ENV-049453,PAR-049453,41.5,High,Not Required
ENV-049454,PAR-049454,127.8,Low,Not Required
ENV-049455,PAR-049455,203.5,Low,Pending
ENV-049456,PAR-049456,197.7,Low,Pending
ENV-049457,PAR-049457,11.7,Low,Not Required
ENV-049458,PAR-049458,30.1,Low,Not Required
ENV-049459,PAR-049459,69.2,Low,Not Required
ENV-049460,PAR-049460,184.2,High,Pending
ENV-049461,PAR-049461,27.5,Low,Not Required
ENV-049462,PAR-049462,236.4,Low,Not Required
ENV-049463,PAR-049463,165.0,Low,Approved
ENV-049464,PAR-049464,123.6,Medium,Not Required
ENV-049465,PAR-049465,136.6,Low,Not Required
ENV-049466,PAR-049466,94.0,Low,Not Required
ENV-049467,PAR-049467,241.7,Medium,Not Required
ENV-049468,PAR-049468,1237.6,Low,Not Required
ENV-049469,PAR-049469,59.8,Low,Approved
ENV-049470,PAR-049470,301.5,High,Approved
ENV-049471,PAR-049471,90.0,Low,Not Required
ENV-049472,PAR-049472,169.4,High,Not Required
ENV-049473,PAR-049473,104.8,Low,Pending
ENV-049474,PAR-049474,453.2,Medium,Not Required
ENV-049475,PAR-049475,129.1,Medium,Not Required
ENV-049476,PAR-049476,137.8,Low,Pending
ENV-049477,PAR-049477,132.1,Low,Not Required
ENV-049478,PAR-049478,19.0,Low,Pending
ENV-049479,PAR-049479,252.7,Low,Pending
ENV-049480,PAR-049480,145.5,Low,Not Required
ENV-049481,PAR-049481,153.6,Medium,Not Required
ENV-049482,PAR-049482,6982.5,Low,Not Required
ENV-049483,PAR-049483,97.4,Low,Not Required
ENV-049484,PAR-049484,91.6,Low,Approved
ENV-049485,PAR-049485,223.8,Medium,Not Required
ENV-049486,PAR-049486,281.9,Low,Not Required
ENV-049487,PAR-049487,175.3,High,Approved
ENV-049488,PAR-049488,333.9,Low,Not Required
ENV-049489,PAR-049489,194.2,Medium,Not Required
ENV-049490,PAR-049490,220.5,Low,Approved
ENV-049491,PAR-049491,133.8,Low,Not Required
ENV-049492,PAR-049492,105.3,Low,Not Required
ENV-049493,PAR-049493,649.9,Low,Pending
ENV-049494,PAR-049494,320.7,Low,Not Required
ENV-049495,PAR-049495,99.9,Low,Approved
ENV-049496,PAR-049496,110.3,Low,Not Required
ENV-049497,PAR-049497,13.1,High,Approved
ENV-049498,PAR-049498,56.4,Low,Not Required
ENV-049499,PAR-049499,119.0,Low,Pending
ENV-049500,PAR-049500,82.6,Low,Pending
ENV-049501,PAR-049501,36.1,Low,Not Required
ENV-049502,PAR-049502,65.4,Low,Not Required
ENV-049503,PAR-049503,331.7,High,Approved
ENV-049504,PAR-049504,273.2,Low,Approved
ENV-049505,PAR-049505,184.5,Low,Approved
ENV-049506,PAR-049506,93.9,Medium,Approved
ENV-049507,PAR-049507,41.4,Low,Approved
ENV-049508,PAR-049508,143.9,Low,Not Required
ENV-049509,PAR-049509,288.7,Medium,Not Required
ENV-049510,PAR-049510,554.6,Low,Approved
ENV-049511,PAR-049511,249.7,Low,Approved
ENV-049512,PAR-049512,271.7,High,Not Required
ENV-049513,PAR-049513,156.0,Low,Pending
ENV-049514,PAR-049514,22.4,Low,Pending
ENV-049515,PAR-049515,244.7,Low,Approved
ENV-049516,PAR-049516,16.1,Medium,Not Required
ENV-049517,PAR-049517,269.2,Medium,Approved
ENV-049518,PAR-049518,355.0,Low,Approved
ENV-049519,PAR-049519,389.8,Low,Approved
ENV-049520,PAR-049520,143.7,Medium,Not Required
ENV-049521,PAR-049521,167.4,Low,Not Required
ENV-049522,PAR-049522,132.6,Low,Pending
ENV-049523,PAR-049523,193.8,Low,Approved
ENV-049524,PAR-049524,112.7,Low,Not Required
ENV-049525,PAR-049525,47.2,Low,Pending
ENV-049526,PAR-049526,258.1,Low,Not Required
ENV-049527,PAR-049527,70.4,Low,Not Required
ENV-049528,PAR-049528,216.2,Medium,Approved
ENV-049529,PAR-049529,386.7,Low,Not Required
ENV-049530,PAR-049530,1205.4,Medium,Approved
ENV-049531,PAR-049531,387.2,Low,Pending
ENV-049532,PAR-049532,95.9,Medium,Not Required
ENV-049533,PAR-049533,126.1,Low,Not Required
ENV-049534,PAR-049534,100.7,Low,Not Required
ENV-049535,PAR-049535,122.1,Low,Approved
ENV-049536,PAR-049536,193.2,Low,Not Required
ENV-049537,PAR-049537,154.4,Low,Not Required
ENV-049538,PAR-049538,690.2,Low,Not Required
ENV-049539,PAR-049539,74.4,Low,Approved
ENV-049540,PAR-049540,295.2,High,Pending
ENV-049541,PAR-049541,254.2,Medium,Approved
ENV-049542,PAR-049542,210.8,Low,Pending
ENV-049543,PAR-049543,232.8,High,Not Required
ENV-049544,PAR-049544,199.9,Low,Approved
ENV-049545,PAR-049545,82.9,Low,Approved
ENV-049546,PAR-049546,283.7,Low,Pending
ENV-049547,PAR-049547,247.8,Low,Approved
ENV-049548,PAR-049548,99.9,Low,Not Required
ENV-049549,PAR-049549,16.0,Low,Approved
ENV-049550,PAR-049550,40.9,Low,Not Required
ENV-049551,PAR-049551,550.0,Low,Not Required
ENV-049552,PAR-049552,23.5,Low,Not Required
ENV-049553,PAR-049553,311.1,Low,Not Required
ENV-049554,PAR-049554,100.2,Low,Not Required
ENV-049555,PAR-049555,336.8,High,Not Required
ENV-049556,PAR-049556,155.0,Medium,Pending
ENV-049557,PAR-049557,111.7,Low,Approved
ENV-049558,PAR-049558,71.0,Low,Not Required
ENV-049559,PAR-049559,47.3,Low,Pending
ENV-049560,PAR-049560,68.0,Low,Not Required
ENV-049561,PAR-049561,196.0,Low,Not Required
ENV-049562,PAR-049562,80.5,High,Approved
ENV-049563,PAR-049563,151.3,Low,Approved
ENV-049564,PAR-049564,94.4,Medium,Not Required
ENV-049565,PAR-049565,52.4,Low,Not Required
ENV-049566,PAR-049566,144.3,Low,Not Required
ENV-049567,PAR-049567,172.4,Low,Not Required
ENV-049568,PAR-049568,269.3,Low,Not Required
ENV-049569,PAR-049569,105.8,Low,Not Required
ENV-049570,PAR-049570,196.4,Medium,Not Required
ENV-049571,PAR-049571,255.9,High,Pending
ENV-049572,PAR-049572,245.3,High,Not Required
ENV-049573,PAR-049573,112.4,Low,Pending
ENV-049574,PAR-049574,97.0,Medium,Pending
ENV-049575,PAR-049575,86.7,Low,Not Required
ENV-049576,PAR-049576,473.6,Low,Pending
ENV-049577,PAR-049577,224.7,Low,Not Required
ENV-049578,PAR-049578,372.4,Low,Not Required
ENV-049579,PAR-049579,66.2,Low,Not Required
ENV-049580,PAR-049580,156.4,Medium,Approved
ENV-049581,PAR-049581,77.7,High,Pending
ENV-049582,PAR-049582,183.0,Medium,Approved
ENV-049583,PAR-049583,28.0,Low,Approved
ENV-049584,PAR-049584,108.5,Medium,Approved
ENV-049585,PAR-049585,254.5,High,Approved
ENV-049586,PAR-049586,143.5,Low,Pending
ENV-049587,PAR-049587,106.4,Low,Approved
ENV-049588,PAR-049588,1740.8,High,Not Required
ENV-049589,PAR-049589,93.2,High,Pending
ENV-049590,PAR-049590,76.6,High,Approved
ENV-049591,PAR-049591,124.3,High,Approved
ENV-049592,PAR-049592,102.0,Low,Not Required
ENV-049593,PAR-049593,415.9,Low,Approved
ENV-049594,PAR-049594,120.9,Medium,Not Required
ENV-049595,PAR-049595,140.5,Low,Not Required
ENV-049596,PAR-049596,291.2,Low,Not Required
ENV-049597,PAR-049597,153.9,Medium,Approved
ENV-049598,PAR-049598,230.0,Low,Pending
ENV-049599,PAR-049599,161.0,Medium,Not Required
ENV-049600,PAR-049600,170.6,Low,Approved
ENV-049601,PAR-049601,120.9,Medium,Pending
ENV-049602,PAR-049602,417.3,Low,Approved
ENV-049603,PAR-049603,353.3,Low,Not Required
ENV-049604,PAR-049604,132.5,Low,Approved
ENV-049605,PAR-049605,75.9,Low,Not Required
ENV-049606,PAR-049606,252.0,Low,Approved
ENV-049607,PAR-049607,68.5,Low,Approved
ENV-049608,PAR-049608,546.8,Medium,Not Required
ENV-049609,PAR-049609,306.3,High,Approved
ENV-049610,PAR-049610,296.1,Low,Not Required
ENV-049611,PAR-049611,38.8,Low,Not Required
ENV-049612,PAR-049612,840.3,Medium,Approved
ENV-049613,PAR-049613,89.3,Low,Approved
ENV-049614,PAR-049614,219.0,Low,Not Required
ENV-049615,PAR-049615,740.4,Low,Not Required
ENV-049616,PAR-049616,47.2,Medium,Approved
ENV-049617,PAR-049617,51.0,Low,Approved
ENV-049618,PAR-049618,236.9,Low,Pending
ENV-049619,PAR-049619,106.3,Low,Not Required
ENV-049620,PAR-049620,362.6,Low,Pending
ENV-049621,PAR-049621,71.0,Low,Not Required
ENV-049622,PAR-049622,363.1,Low,Pending
ENV-049623,PAR-049623,105.2,Low,Approved
ENV-049624,PAR-049624,22.2,Medium,Not Required
ENV-049625,PAR-049625,207.9,Medium,Not Required
ENV-049626,PAR-049626,85.2,Low,Approved
ENV-049627,PAR-049627,179.5,Low,Pending
ENV-049628,PAR-049628,87.9,Low,Approved
ENV-049629,PAR-049629,42.6,Low,Not Required
ENV-049630,PAR-049630,469.6,Medium,Not Required
ENV-049631,PAR-049631,27.4,Low,Pending
ENV-049632,PAR-049632,26.3,Low,Approved
ENV-049633,PAR-049633,108.7,Low,Not Required
ENV-049634,PAR-049634,185.0,Low,Not Required
ENV-049635,PAR-049635,366.4,High,Not Required
ENV-049636,PAR-049636,238.7,Low,Approved
ENV-049637,PAR-049637,81.0,Medium,Not Required
ENV-049638,PAR-049638,209.0,Medium,Not Required
ENV-049639,PAR-049639,847.4,Low,Not Required
ENV-049640,PAR-049640,1307.7,Low,Not Required
ENV-049641,PAR-049641,106.2,High,Approved
ENV-049642,PAR-049642,39.0,Low,Not Required
ENV-049643,PAR-049643,37.4,Low,Approved
ENV-049644,PAR-049644,91.6,Low,Pending
ENV-049645,PAR-049645,298.5,Low,Pending
ENV-049646,PAR-049646,125.3,Low,Pending
ENV-049647,PAR-049647,55.5,Medium,Pending
ENV-049648,PAR-049648,1020.6,Low,Not Required
ENV-049649,PAR-049649,276.0,Low,Approved
ENV-049650,PAR-049650,383.6,Medium,Not Required
ENV-049651,PAR-049651,261.3,Low,Not Required
ENV-049652,PAR-049652,427.2,Low,Approved
ENV-049653,PAR-049653,74.8,High,Approved
ENV-049654,PAR-049654,251.3,Medium,Pending
ENV-049655,PAR-049655,304.3,Medium,Not Required
ENV-049656,PAR-049656,31.4,Medium,Approved
ENV-049657,PAR-049657,60.5,Low,Not Required
ENV-049658,PAR-049658,41.2,Low,Not Required
ENV-049659,PAR-049659,229.4,Low,Pending
ENV-049660,PAR-049660,804.4,High,Not Required
ENV-049661,PAR-049661,439.7,Medium,Approved
ENV-049662,PAR-049662,136.4,Low,Not Required
ENV-049663,PAR-049663,201.3,Low,Not Required
ENV-049664,PAR-049664,339.9,Medium,Approved
ENV-049665,PAR-049665,450.3,Low,Pending
ENV-049666,PAR-049666,29.1,Low,Not Required
ENV-049667,PAR-049667,589.4,High,Not Required
ENV-049668,PAR-049668,134.4,Medium,Approved
ENV-049669,PAR-049669,632.2,Medium,Not Required
ENV-049670,PAR-049670,717.9,Medium,Not Required
ENV-049671,PAR-049671,224.2,Low,Pending
ENV-049672,PAR-049672,34.0,Medium,Not Required
ENV-049673,PAR-049673,379.5,Medium,Not Required
ENV-049674,PAR-049674,138.7,Low,Not Required
ENV-049675,PAR-049675,81.2,Low,Pending
ENV-049676,PAR-049676,38.3,Low,Not Required
ENV-049677,PAR-049677,144.2,Low,Not Required
ENV-049678,PAR-049678,1098.6,Medium,Approved
ENV-049679,PAR-049679,187.7,Medium,Approved
ENV-049680,PAR-049680,120.0,Low,Not Required
