project_id,project_name,project_type,district,taluk,total_land_required,affected_parcels,affected_families,project_start_date,expected_completion_date
PRJ-01912,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,1.0,8,3,2026-02-04,2027-08-08
PRJ-01640,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,1.38,7,6,2025-09-27,2026-04-04
PRJ-00218,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,1.1,4,4,2023-12-04,2025-01-20
PRJ-00140,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,0.9,5,6,2023-12-13,2026-04-25
PRJ-02100,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,3.75,4,3,2024-04-06,2026-06-07
PRJ-03578,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,1.9,3,2,2024-07-27,2025-04-24
PRJ-02406,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore North,2.44,6,5,2023-11-03,2024-06-05
PRJ-04761,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,1.37,7,2,2022-06-19,2024-06-02
PRJ-04857,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,1.57,5,6,2022-10-31,2024-12-07
PRJ-00141,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,2.91,11,6,2022-04-20,2023-05-15
PRJ-01336,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore South,1.14,9,6,2022-02-01,2023-08-19
PRJ-02399,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,2.45,7,4,2022-04-28,2024-02-04
PRJ-01099,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,0.47,6,6,2025-12-14,2026-10-17
PRJ-00292,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,1.11,3,6,2023-01-12,2023-09-29
PRJ-04612,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,3.57,5,6,2024-11-08,2025-08-03
PRJ-03724,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,1.75,3,7,2022-08-25,2024-08-01
PRJ-01294,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Kinathukadavu,4.46,7,8,2023-03-08,2024-03-03
PRJ-04913,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,3.64,4,6,2022-06-06,2024-06-03
PRJ-00661,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Madukkarai,1.28,7,5,2023-12-01,2024-07-15
PRJ-03218,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,1.81,9,5,2022-08-04,2024-10-22
PRJ-03385,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,0.41,6,3,2023-10-12,2024-10-11
PRJ-04845,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,1.13,7,5,2025-02-28,2026-12-15
PRJ-04322,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,1.36,8,5,2025-12-20,2027-03-25
PRJ-04797,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,0.82,2,5,2025-08-03,2027-04-30
PRJ-01303,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,0.97,5,5,2023-04-11,2025-07-09
PRJ-02547,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Pollachi,6.26,10,4,2024-01-09,2024-12-28
PRJ-04577,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,3.82,7,7,2022-09-29,2024-03-04
PRJ-01134,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,0.54,6,6,2024-09-13,2025-06-24
PRJ-01209,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,1.76,5,4,2022-10-05,2025-03-08
PRJ-03645,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,1.63,9,5,2022-07-26,2024-06-08
PRJ-00895,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,1.1,5,4,2023-12-12,2025-02-21
PRJ-03322,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,1.12,8,3,2023-04-21,2024-07-04
PRJ-03332,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,1.53,7,6,2025-03-04,2026-09-06
PRJ-00631,Coimbatore Rail Corridor Project,Rail,Coimbatore,Sulur,1.41,3,8,2023-08-10,2024-05-24
PRJ-03870,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Annur,2.72,6,5,2022-06-06,2024-03-25
PRJ-02280,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,0.64,5,6,2025-05-08,2026-08-01
PRJ-04593,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,0.96,6,5,2026-03-24,2027-11-14
PRJ-04599,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,3.06,7,5,2023-02-06,2025-01-16
PRJ-03250,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,0.38,5,5,2024-08-15,2026-11-26
PRJ-02287,Coimbatore Rail Corridor Project,Rail,Coimbatore,Pollachi,3.89,6,6,2024-11-22,2026-08-22
PRJ-03043,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,4.89,7,7,2025-03-04,2026-05-22
PRJ-04141,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,0.73,6,4,2023-12-28,2024-10-25
PRJ-03367,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,1.95,5,7,2024-05-24,2026-04-24
PRJ-02980,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,2.44,5,5,2024-10-09,2026-06-19
PRJ-03777,Coimbatore Rail Corridor Project,Rail,Coimbatore,Pollachi,3.88,1,6,2023-06-15,2025-03-21
PRJ-03899,Coimbatore Rail Corridor Project,Rail,Coimbatore,Madukkarai,0.83,8,3,2023-03-20,2024-07-30
PRJ-03023,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,2.11,8,7,2024-11-05,2026-12-06
PRJ-04129,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore North,0.62,7,5,2024-07-05,2025-08-18
PRJ-01819,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,0.31,6,4,2022-09-03,2023-10-27
PRJ-00195,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,1.66,7,9,2025-04-21,2025-12-13
PRJ-00495,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore North,0.73,11,8,2023-08-16,2025-05-18
PRJ-04811,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Annur,0.71,6,4,2025-01-17,2026-10-07
PRJ-03982,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,1.19,3,2,2022-01-28,2024-02-07
PRJ-01755,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,1.43,6,4,2022-09-08,2024-02-29
PRJ-01568,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore South,6.25,3,8,2026-04-10,2027-03-31
PRJ-04872,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,1.11,3,8,2025-09-20,2027-12-31
PRJ-04621,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Pollachi,3.49,7,6,2023-08-17,2025-07-19
PRJ-01942,Coimbatore Rail Corridor Project,Rail,Coimbatore,Kinathukadavu,0.95,5,4,2024-03-02,2025-09-26
PRJ-00088,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,1.7,5,3,2026-03-17,2027-09-10
PRJ-03052,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,5.1,10,6,2022-02-04,2024-02-08
PRJ-00821,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,0.61,6,7,2025-11-16,2027-04-03
PRJ-03450,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,2.49,3,4,2024-02-15,2025-04-07
PRJ-02422,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,0.24,7,4,2025-06-11,2026-10-30
PRJ-00068,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,2.31,4,6,2024-09-11,2025-05-14
PRJ-04854,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,0.47,7,7,2025-10-16,2027-07-03
PRJ-04271,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,1.31,4,4,2024-08-15,2025-11-26
PRJ-02274,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,0.88,5,3,2022-11-11,2023-05-21
PRJ-04805,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,3.02,7,6,2026-05-13,2027-09-20
PRJ-03983,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,0.83,9,3,2023-02-19,2025-05-14
PRJ-04154,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,0.52,8,4,2023-10-16,2024-06-20
PRJ-04863,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,1.71,4,7,2025-06-18,2026-12-09
PRJ-02224,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,3.18,6,4,2023-12-21,2026-02-25
PRJ-02941,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Madukkarai,0.6,6,5,2023-12-16,2025-06-12
PRJ-00878,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore South,1.8,8,7,2022-07-11,2024-01-08
PRJ-01892,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,0.71,4,8,2026-01-31,2027-10-26
PRJ-04159,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,1.32,4,9,2026-04-05,2028-04-08
PRJ-02757,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,0.52,5,8,2024-08-01,2026-01-22
PRJ-04476,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.65,4,1,2022-10-02,2023-05-11
PRJ-04467,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,1.1,5,5,2022-01-27,2024-02-16
PRJ-04449,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,0.61,3,10,2022-04-18,2022-12-02
PRJ-03745,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,1.02,4,4,2024-02-12,2025-11-27
PRJ-02146,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Pollachi,0.66,6,7,2022-09-12,2024-05-13
PRJ-03062,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Kinathukadavu,6.56,8,5,2026-05-07,2028-10-17
PRJ-00037,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,0.28,6,4,2023-08-12,2025-09-06
PRJ-00522,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,4.08,3,4,2022-09-24,2024-12-03
PRJ-02166,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,1.87,11,6,2022-03-24,2023-02-18
PRJ-01983,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,1.14,6,4,2023-10-23,2025-07-06
PRJ-04763,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,1.3,10,6,2025-08-05,2026-02-28
PRJ-00309,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,0.79,8,5,2024-09-28,2026-05-14
PRJ-01334,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,0.56,2,4,2022-11-22,2024-10-20
PRJ-02052,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,2.67,7,6,2023-07-03,2024-03-15
PRJ-01038,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,2.5,8,8,2022-01-26,2023-11-04
PRJ-04667,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,1.5,7,3,2025-12-18,2028-06-03
PRJ-03296,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,5.47,7,5,2026-01-04,2027-08-19
PRJ-04945,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,0.51,4,7,2024-10-25,2026-10-02
PRJ-04722,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,0.55,5,2,2025-03-16,2026-04-12
PRJ-00843,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,1.34,6,5,2025-04-22,2027-09-30
PRJ-02074,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,3.18,5,3,2022-08-18,2023-10-02
PRJ-04965,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,0.98,4,4,2022-04-12,2024-06-23
PRJ-01398,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,2.74,6,5,2022-05-14,2024-10-03
PRJ-03532,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,2.61,4,4,2025-11-07,2027-04-06
PRJ-04259,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,1.77,6,6,2023-05-03,2024-01-18
PRJ-03613,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,2.39,7,9,2022-04-23,2023-10-16
PRJ-04080,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,0.24,7,3,2023-12-14,2025-02-03
PRJ-04302,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,1.93,7,6,2025-03-03,2027-07-30
PRJ-04809,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,1.67,3,5,2022-10-15,2023-12-18
PRJ-04221,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,1.19,6,8,2022-09-12,2025-02-07
PRJ-02958,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,3.82,5,5,2023-05-07,2024-12-18
PRJ-02134,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,1.15,10,9,2024-01-27,2025-10-10
PRJ-03251,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,1.95,4,4,2026-03-01,2027-09-11
PRJ-00764,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,1.01,7,5,2024-05-05,2025-07-10
PRJ-01744,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,1.03,7,2,2025-02-08,2026-07-28
PRJ-04257,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,1.61,3,5,2023-06-27,2024-09-19
PRJ-00381,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,1.02,5,5,2025-10-05,2027-10-17
PRJ-00265,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,0.48,5,8,2023-05-09,2024-11-11
PRJ-02682,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,0.87,4,5,2025-05-07,2027-04-18
PRJ-03702,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Pollachi,1.27,6,7,2022-05-10,2023-06-07
PRJ-04682,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Annur,0.79,5,5,2024-03-10,2025-10-09
PRJ-02742,Coimbatore Rail Corridor Project,Rail,Coimbatore,Annur,1.44,6,3,2023-01-20,2025-07-07
PRJ-04879,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,3.2,5,5,2023-05-09,2023-12-14
PRJ-03696,Coimbatore Rail Corridor Project,Rail,Coimbatore,Kinathukadavu,1.12,8,5,2023-11-20,2025-01-06
PRJ-00941,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,0.21,6,6,2024-09-26,2026-07-09
PRJ-02021,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,0.89,8,3,2024-04-01,2025-06-30
PRJ-01988,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,5.91,8,7,2022-04-23,2023-03-05
PRJ-04308,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,1.6,10,4,2025-03-14,2026-03-25
PRJ-04336,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,0.41,7,5,2023-01-27,2024-06-04
PRJ-00513,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,3.04,3,3,2025-10-30,2026-11-21
PRJ-02137,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,0.53,5,4,2023-03-07,2025-07-28
PRJ-01663,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,0.23,7,2,2023-03-30,2024-04-23
PRJ-02623,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,0.82,14,3,2024-04-30,2026-08-15
PRJ-02321,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,0.83,3,3,2022-08-04,2023-12-01
PRJ-00683,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,1.5,7,5,2024-08-08,2026-08-11
PRJ-00535,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Madukkarai,1.45,6,10,2024-04-26,2025-11-22
PRJ-01824,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,5.61,5,8,2022-04-22,2023-02-13
PRJ-04704,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,2.81,8,6,2023-04-24,2024-02-24
PRJ-04311,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Sulur,0.88,6,3,2022-09-20,2023-08-28
PRJ-04066,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,1.67,6,6,2023-07-05,2024-11-03
PRJ-04893,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Kinathukadavu,1.1,8,2,2024-07-31,2025-12-07
PRJ-02025,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,1.68,6,2,2024-04-04,2026-03-27
PRJ-00552,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,1.52,10,6,2023-11-01,2026-04-03
PRJ-03570,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,1.1,5,7,2025-11-10,2027-12-13
PRJ-01548,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,1.9,4,5,2022-07-25,2024-06-13
PRJ-03696,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,0.54,7,6,2023-12-24,2024-11-18
PRJ-02643,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,0.48,5,2,2023-01-14,2024-08-05
PRJ-02118,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Sulur,1.09,5,9,2022-05-11,2023-09-25
PRJ-03881,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Kinathukadavu,5.65,5,4,2025-02-20,2027-01-27
PRJ-04299,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,1.0,7,9,2022-05-28,2024-03-13
PRJ-00631,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,0.98,4,5,2022-09-20,2024-04-06
PRJ-04634,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,1.29,6,3,2023-10-31,2025-12-01
PRJ-00357,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,0.52,12,3,2022-03-10,2022-09-26
PRJ-02598,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,1.46,3,3,2022-06-28,2024-03-28
PRJ-03316,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,2.66,6,3,2022-11-07,2023-09-17
PRJ-00623,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,1.5,6,3,2025-03-26,2027-02-15
PRJ-02151,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,2.23,6,7,2025-12-26,2027-01-29
PRJ-03180,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Pollachi,1.99,4,4,2023-10-11,2025-05-04
PRJ-02590,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,0.96,7,7,2025-04-14,2026-07-17
PRJ-01478,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,1.68,8,4,2026-03-01,2027-12-26
PRJ-04762,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.82,8,2,2025-11-25,2028-04-18
PRJ-02196,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,1.49,9,12,2022-03-06,2024-05-18
PRJ-03100,Coimbatore Rail Corridor Project,Rail,Coimbatore,Kinathukadavu,1.32,9,4,2025-10-19,2026-08-26
PRJ-01613,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore South,5.34,5,8,2022-06-27,2024-01-18
PRJ-02551,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,4.36,10,5,2023-03-08,2023-10-27
PRJ-02561,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,0.45,6,6,2025-10-30,2027-06-26
PRJ-00674,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.11,4,3,2025-12-23,2028-04-08
PRJ-00266,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,2.0,3,2,2025-10-27,2028-03-31
PRJ-01536,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,1.5,9,5,2022-12-11,2024-10-20
PRJ-04296,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,2.27,8,5,2022-11-20,2024-12-21
PRJ-00544,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,2.34,5,6,2024-04-02,2024-12-13
PRJ-03354,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,0.65,12,8,2025-05-21,2027-08-27
PRJ-04432,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,0.65,7,4,2025-07-28,2026-08-20
PRJ-02945,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,0.39,13,3,2023-04-10,2025-08-29
PRJ-02739,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,2.18,8,4,2026-02-06,2027-06-17
PRJ-02199,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,3.55,5,8,2023-07-21,2025-01-29
PRJ-00587,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,0.6,4,8,2025-04-22,2027-10-05
PRJ-03533,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,2.56,2,4,2024-06-12,2025-10-06
PRJ-02214,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,0.72,4,2,2022-10-19,2023-05-31
PRJ-03946,Coimbatore Rail Corridor Project,Rail,Coimbatore,Pollachi,2.82,10,4,2024-06-02,2025-05-05
PRJ-01731,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,0.24,6,5,2024-11-24,2027-04-10
PRJ-01438,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,2.19,4,5,2022-07-30,2023-11-13
