approval_id,project_id,department,approval_status,approval_delay_days
APR-052830,PRJ-01159,District Administration,Approved,34
APR-052831,PRJ-01344,PWD,Approved,32
APR-052832,PRJ-03677,District Administration,Approved,30
APR-052833,PRJ-00468,Revenue,Approved,7
APR-052834,PRJ-03824,RDO,Approved,0
APR-052835,PRJ-00056,RDO,Pending,158
APR-052836,PRJ-04283,Revenue,Approved,32
APR-052837,PRJ-04526,PWD,Approved,3
APR-052838,PRJ-03492,Revenue,Approved,32
APR-052839,PRJ-04981,Rural Development,Pending,463
APR-052840,PRJ-02342,RDO,Approved,27
APR-052841,PRJ-01322,Rural Development,Approved,2
APR-052842,PRJ-03999,District Administration,Approved,30
APR-052843,PRJ-00902,Revenue,Approved,15
APR-052844,PRJ-02030,RDO,Approved,15
APR-052845,PRJ-00421,PWD,Approved,16
APR-052846,PRJ-03882,Rural Development,Approved,16
APR-052847,PRJ-02408,Revenue,Approved,8
APR-052848,PRJ-04857,Rural Development,Approved,6
APR-052849,PRJ-03856,Revenue,Approved,19
APR-052850,PRJ-02663,Revenue,Approved,7
APR-052851,PRJ-02882,PWD,Pending,401
APR-052852,PRJ-01421,Revenue,Approved,11
APR-052853,PRJ-04286,Revenue,Approved,25
APR-052854,PRJ-04374,Rural Development,Approved,12
APR-052855,PRJ-00359,District Administration,Approved,38
APR-052856,PRJ-02852,District Administration,Approved,25
APR-052857,PRJ-04557,Rural Development,Approved,9
APR-052858,PRJ-01209,Revenue,Approved,23
APR-052859,PRJ-01572,District Administration,Approved,15
APR-052860,PRJ-00422,RDO,Approved,11
APR-052861,PRJ-01069,PWD,Approved,3
APR-052862,PRJ-03256,RDO,Pending,20
APR-052863,PRJ-04729,PWD,Approved,34
APR-052864,PRJ-00478,RDO,Approved,11
APR-052865,PRJ-03329,Revenue,Approved,44
APR-052866,PRJ-02960,District Administration,Approved,33
APR-052867,PRJ-00643,Rural Development,Approved,13
APR-052868,PRJ-00597,District Administration,Approved,19
APR-052869,PRJ-03522,Revenue,Approved,31
APR-052870,PRJ-02328,Revenue,Approved,36
APR-052871,PRJ-00496,District Administration,Approved,43
APR-052872,PRJ-01938,Revenue,Approved,19
APR-052873,PRJ-01097,Revenue,Approved,10
APR-052874,PRJ-01882,Revenue,Approved,34
APR-052875,PRJ-04933,Revenue,Pending,464
APR-052876,PRJ-00175,RDO,Pending,294
APR-052877,PRJ-03745,PWD,Approved,19
APR-052878,PRJ-00437,PWD,Approved,25
APR-052879,PRJ-02516,RDO,Approved,37
APR-052880,PRJ-04322,District Administration,Approved,43
APR-052881,PRJ-02257,RDO,Approved,0
APR-052882,PRJ-03602,Rural Development,Approved,26
APR-052883,PRJ-00385,District Administration,Approved,31
APR-052884,PRJ-04323,PWD,Approved,9
APR-052885,PRJ-03218,PWD,Approved,4
APR-052886,PRJ-00161,RDO,Approved,21
APR-052887,PRJ-00614,PWD,Approved,41
APR-052888,PRJ-01141,Rural Development,Approved,20
APR-052889,PRJ-02945,RDO,Approved,23
APR-052890,PRJ-04821,RDO,Approved,13
APR-052891,PRJ-00125,Rural Development,Approved,6
APR-052892,PRJ-02854,Revenue,Approved,0
APR-052893,PRJ-03184,District Administration,Approved,18
APR-052894,PRJ-00678,RDO,Approved,17
APR-052895,PRJ-02627,Rural Development,Approved,23
APR-052896,PRJ-04678,RDO,Approved,17
APR-052897,PRJ-04511,PWD,Approved,30
APR-052898,PRJ-00084,Rural Development,Approved,13
APR-052899,PRJ-02100,Revenue,Approved,12
APR-052900,PRJ-02033,Revenue,Approved,14
APR-052901,PRJ-04457,RDO,Approved,14
APR-052902,PRJ-04898,Revenue,Approved,16
APR-052903,PRJ-01657,District Administration,Approved,21
APR-052904,PRJ-04210,PWD,Approved,38
APR-052905,PRJ-03559,District Administration,Approved,31
APR-052906,PRJ-02334,District Administration,Approved,14
APR-052907,PRJ-00816,PWD,Approved,19
APR-052908,PRJ-04176,PWD,Approved,38
APR-052909,PRJ-03852,PWD,Approved,0
APR-052910,PRJ-02483,PWD,Approved,15
APR-052911,PRJ-03704,Rural Development,Approved,29
APR-052912,PRJ-02173,RDO,Approved,3
APR-052913,PRJ-01125,Revenue,Approved,5
APR-052914,PRJ-00580,PWD,Approved,7
APR-052915,PRJ-03964,Revenue,Approved,1
APR-052916,PRJ-02883,RDO,Approved,11
APR-052917,PRJ-03003,Rural Development,Pending,406
APR-052918,PRJ-04742,PWD,Approved,43
APR-052919,PRJ-04522,PWD,Approved,32
APR-052920,PRJ-02171,PWD,Approved,24
APR-052921,PRJ-04155,Revenue,Approved,7
APR-052922,PRJ-02561,PWD,Pending,325
APR-052923,PRJ-04929,Rural Development,Approved,10
APR-052924,PRJ-02742,RDO,Approved,26
APR-052925,PRJ-03300,District Administration,Approved,23
APR-052926,PRJ-03216,Rural Development,Approved,39
APR-052927,PRJ-04270,RDO,Approved,37
APR-052928,PRJ-04739,Revenue,Approved,17
APR-052929,PRJ-00677,District Administration,Approved,14
APR-052930,PRJ-02182,District Administration,Pending,131
APR-052931,PRJ-01079,Rural Development,Approved,31
APR-052932,PRJ-01804,Revenue,Approved,8
APR-052933,PRJ-04821,RDO,Approved,30
APR-052934,PRJ-00252,RDO,Pending,432
APR-052935,PRJ-02344,Revenue,Approved,43
APR-052936,PRJ-03746,PWD,Approved,4
APR-052937,PRJ-04955,Rural Development,Approved,23
APR-052938,PRJ-01753,District Administration,Approved,7
APR-052939,PRJ-02572,Revenue,Approved,25
APR-052940,PRJ-03046,Rural Development,Pending,261
APR-052941,PRJ-00376,District Administration,Approved,11
APR-052942,PRJ-04912,Revenue,Approved,33
APR-052943,PRJ-03067,PWD,Approved,30
APR-052944,PRJ-02947,District Administration,Approved,16
APR-052945,PRJ-03979,RDO,Approved,34
APR-052946,PRJ-02737,RDO,Approved,37
APR-052947,PRJ-03038,District Administration,Approved,24
APR-052948,PRJ-02369,Rural Development,Approved,43
APR-052949,PRJ-02996,PWD,Approved,41
APR-052950,PRJ-02843,PWD,Approved,27
APR-052951,PRJ-00227,PWD,Approved,27
APR-052952,PRJ-03652,Revenue,Pending,335
APR-052953,PRJ-02343,PWD,Approved,26
APR-052954,PRJ-02088,RDO,Approved,13
APR-052955,PRJ-03171,PWD,Approved,27
APR-052956,PRJ-00855,District Administration,Approved,22
APR-052957,PRJ-01664,District Administration,Approved,44
APR-052958,PRJ-03049,PWD,Approved,23
APR-052959,PRJ-02802,PWD,Approved,19
APR-052960,PRJ-02784,District Administration,Approved,20
APR-052961,PRJ-03505,RDO,Approved,15
APR-052962,PRJ-02994,District Administration,Approved,14
APR-052963,PRJ-04774,RDO,Approved,26
APR-052964,PRJ-01859,District Administration,Approved,36
APR-052965,PRJ-04544,PWD,Approved,44
APR-052966,PRJ-03605,Revenue,Approved,11
APR-052967,PRJ-02581,Rural Development,Approved,9
APR-052968,PRJ-01601,RDO,Approved,28
APR-052969,PRJ-03411,District Administration,Approved,19
APR-052970,PRJ-00090,PWD,Approved,26
APR-052971,PRJ-02072,RDO,Pending,407
APR-052972,PRJ-00837,PWD,Approved,36
APR-052973,PRJ-01623,Rural Development,Pending,281
APR-052974,PRJ-02367,District Administration,Pending,40
APR-052975,PRJ-01115,PWD,Approved,41
APR-052976,PRJ-03771,PWD,Approved,13
APR-052977,PRJ-04915,District Administration,Approved,4
APR-052978,PRJ-04639,Rural Development,Approved,16
APR-052979,PRJ-04270,PWD,Approved,40
APR-052980,PRJ-04800,PWD,Approved,6
APR-052981,PRJ-03910,PWD,Approved,31
APR-052982,PRJ-01546,PWD,Approved,22
APR-052983,PRJ-00859,Revenue,Approved,4
APR-052984,PRJ-04684,RDO,Approved,15
APR-052985,PRJ-04495,Rural Development,Approved,27
APR-052986,PRJ-02165,Revenue,Approved,3
APR-052987,PRJ-04532,Revenue,Approved,34
APR-052988,PRJ-03564,District Administration,Pending,148
APR-052989,PRJ-00850,District Administration,Approved,16
APR-052990,PRJ-04575,Revenue,Approved,24
APR-052991,PRJ-01129,PWD,Approved,38
APR-052992,PRJ-04319,RDO,Approved,33
APR-052993,PRJ-00364,Rural Development,Approved,8
APR-052994,PRJ-04537,District Administration,Approved,16
APR-052995,PRJ-04576,District Administration,Approved,12
APR-052996,PRJ-00510,District Administration,Pending,442
APR-052997,PRJ-01955,District Administration,Approved,6
APR-052998,PRJ-00745,RDO,Approved,6
APR-052999,PRJ-01925,PWD,Approved,0
APR-053000,PRJ-04339,RDO,Pending,340
APR-053001,PRJ-00828,PWD,Approved,17
APR-053002,PRJ-00433,PWD,Approved,31
APR-053003,PRJ-04409,Rural Development,Approved,35
APR-053004,PRJ-02044,PWD,Approved,18
APR-053005,PRJ-02505,Rural Development,Approved,8
APR-053006,PRJ-02572,RDO,Approved,32
APR-053007,PRJ-01052,District Administration,Pending,82
APR-053008,PRJ-00998,Rural Development,Approved,20
APR-053009,PRJ-02811,PWD,Approved,0
APR-053010,PRJ-04445,Revenue,Approved,39
APR-053011,PRJ-03383,RDO,Approved,4
APR-053012,PRJ-04933,District Administration,Approved,33
APR-053013,PRJ-04057,Rural Development,Approved,22
APR-053014,PRJ-03170,Revenue,Approved,25
APR-053015,PRJ-04926,RDO,Approved,44
APR-053016,PRJ-02678,Rural Development,Approved,16
APR-053017,PRJ-01349,PWD,Approved,29
APR-053018,PRJ-02557,Revenue,Approved,31
APR-053019,PRJ-04956,PWD,Approved,3
APR-053020,PRJ-01341,Revenue,Approved,23
APR-053021,PRJ-00762,District Administration,Approved,30
APR-053022,PRJ-00032,Revenue,Approved,26
APR-053023,PRJ-00050,Revenue,Approved,36
APR-053024,PRJ-03539,PWD,Approved,15
APR-053025,PRJ-03819,District Administration,Approved,8
APR-053026,PRJ-04186,Revenue,Pending,310
APR-053027,PRJ-01642,PWD,Approved,10
APR-053028,PRJ-04666,Rural Development,Approved,36
APR-053029,PRJ-02984,RDO,Approved,6
APR-053030,PRJ-02197,PWD,Approved,0
APR-053031,PRJ-03225,PWD,Approved,32
APR-053032,PRJ-03590,Revenue,Approved,38
APR-053033,PRJ-03530,District Administration,Approved,39
APR-053034,PRJ-02552,District Administration,Approved,13
APR-053035,PRJ-04018,District Administration,Approved,19
APR-053036,PRJ-01099,Rural Development,Approved,26
APR-053037,PRJ-02326,District Administration,Pending,321
APR-053038,PRJ-03310,Revenue,Approved,31
APR-053039,PRJ-03157,RDO,Approved,41
APR-053040,PRJ-04726,Rural Development,Approved,31
APR-053041,PRJ-02118,Rural Development,Approved,1
APR-053042,PRJ-01144,RDO,Approved,19
APR-053043,PRJ-01605,District Administration,Approved,26
APR-053044,PRJ-02909,PWD,Approved,9
APR-053045,PRJ-01050,Revenue,Pending,48
APR-053046,PRJ-00053,Revenue,Approved,29
APR-053047,PRJ-01046,RDO,Approved,10
APR-053048,PRJ-02878,RDO,Approved,0
APR-053049,PRJ-02771,District Administration,Approved,23
APR-053050,PRJ-04393,Rural Development,Approved,19
APR-053051,PRJ-04947,Revenue,Approved,33
APR-053052,PRJ-00895,PWD,Approved,36
APR-053053,PRJ-02882,District Administration,Approved,35
APR-053054,PRJ-00825,Rural Development,Approved,31
APR-053055,PRJ-01041,Revenue,Approved,24
APR-053056,PRJ-02983,District Administration,Approved,32
APR-053057,PRJ-01020,District Administration,Approved,32
APR-053058,PRJ-04206,District Administration,Pending,346
APR-053059,PRJ-00665,RDO,Approved,28
APR-053060,PRJ-03837,RDO,Approved,29
APR-053061,PRJ-02172,PWD,Approved,0
APR-053062,PRJ-04279,PWD,Approved,38
APR-053063,PRJ-02974,District Administration,Approved,18
APR-053064,PRJ-00633,PWD,Pending,368
APR-053065,PRJ-04832,RDO,Approved,12
APR-053066,PRJ-03590,RDO,Approved,34
APR-053067,PRJ-02120,PWD,Approved,44
APR-053068,PRJ-00082,RDO,Approved,29
APR-053069,PRJ-02099,PWD,Approved,13
APR-053070,PRJ-01900,Rural Development,Approved,24
APR-053071,PRJ-02008,Rural Development,Approved,37
APR-053072,PRJ-04750,RDO,Approved,2
APR-053073,PRJ-02487,District Administration,Approved,24
APR-053074,PRJ-02988,Rural Development,Approved,23
APR-053075,PRJ-03427,District Administration,Approved,21
APR-053076,PRJ-03419,District Administration,Pending,321
APR-053077,PRJ-01415,PWD,Approved,41
APR-053078,PRJ-02631,PWD,Approved,41
APR-053079,PRJ-04497,PWD,Approved,6
APR-053080,PRJ-03664,Revenue,Approved,14
APR-053081,PRJ-03640,RDO,Approved,40
APR-053082,PRJ-02593,Rural Development,Approved,42
APR-053083,PRJ-02232,RDO,Pending,489
APR-053084,PRJ-01482,Revenue,Approved,13
APR-053085,PRJ-00501,Rural Development,Approved,20
APR-053086,PRJ-04984,RDO,Approved,7
APR-053087,PRJ-01134,Revenue,Approved,27
APR-053088,PRJ-00444,PWD,Approved,29
APR-053089,PRJ-02228,PWD,Approved,11
APR-053090,PRJ-03711,Revenue,Approved,5
APR-053091,PRJ-00631,Revenue,Approved,20
APR-053092,PRJ-03146,District Administration,Approved,27
APR-053093,PRJ-01831,PWD,Approved,40
APR-053094,PRJ-02348,RDO,Approved,18
APR-053095,PRJ-03139,Revenue,Approved,24
APR-053096,PRJ-00806,PWD,Approved,15
APR-053097,PRJ-04208,RDO,Approved,31
APR-053098,PRJ-02868,Revenue,Approved,40
APR-053099,PRJ-04825,PWD,Approved,12
APR-053100,PRJ-01650,Rural Development,Approved,15
APR-053101,PRJ-00061,Rural Development,Approved,26
APR-053102,PRJ-02268,Rural Development,Approved,7
APR-053103,PRJ-04923,Rural Development,Approved,26
APR-053104,PRJ-04939,District Administration,Approved,30
APR-053105,PRJ-01227,PWD,Approved,42
APR-053106,PRJ-03020,RDO,Approved,17
APR-053107,PRJ-04142,Revenue,Approved,17
APR-053108,PRJ-00234,District Administration,Approved,36
APR-053109,PRJ-01753,RDO,Approved,2
APR-053110,PRJ-02890,Revenue,Approved,28
APR-053111,PRJ-02356,Rural Development,Approved,12
APR-053112,PRJ-03302,RDO,Approved,42
APR-053113,PRJ-03771,Rural Development,Approved,30
APR-053114,PRJ-00196,RDO,Approved,12
APR-053115,PRJ-00781,PWD,Approved,13
APR-053116,PRJ-00604,Revenue,Approved,26
APR-053117,PRJ-01171,Rural Development,Approved,9
APR-053118,PRJ-00762,Rural Development,Approved,32
APR-053119,PRJ-01163,Rural Development,Approved,19
APR-053120,PRJ-03625,PWD,Approved,43
APR-053121,PRJ-02998,PWD,Approved,1
APR-053122,PRJ-01253,Rural Development,Approved,25
APR-053123,PRJ-03396,PWD,Approved,39
APR-053124,PRJ-03024,Revenue,Approved,5
APR-053125,PRJ-03449,Revenue,Approved,37
APR-053126,PRJ-02470,Revenue,Approved,3
APR-053127,PRJ-04646,PWD,Approved,31
APR-053128,PRJ-03672,PWD,Approved,3
APR-053129,PRJ-00561,District Administration,Approved,0
APR-053130,PRJ-02727,PWD,Approved,41
APR-053131,PRJ-02841,District Administration,Approved,4
APR-053132,PRJ-02762,PWD,Approved,15
APR-053133,PRJ-00808,RDO,Pending,406
APR-053134,PRJ-03668,District Administration,Approved,16
APR-053135,PRJ-00504,Rural Development,Approved,27
APR-053136,PRJ-04345,Rural Development,Approved,3
APR-053137,PRJ-04616,Revenue,Approved,41
APR-053138,PRJ-00879,RDO,Approved,33
APR-053139,PRJ-03817,District Administration,Approved,36
APR-053140,PRJ-03533,RDO,Pending,363
APR-053141,PRJ-04266,Rural Development,Approved,3
APR-053142,PRJ-01633,RDO,Approved,0
APR-053143,PRJ-03482,PWD,Approved,21
APR-053144,PRJ-04772,Revenue,Approved,28
APR-053145,PRJ-04953,District Administration,Approved,35
APR-053146,PRJ-00634,RDO,Pending,350
APR-053147,PRJ-00897,Revenue,Approved,39
APR-053148,PRJ-02667,PWD,Approved,22
APR-053149,PRJ-04076,RDO,Approved,33
APR-053150,PRJ-01592,Revenue,Approved,13
APR-053151,PRJ-04709,District Administration,Approved,23
APR-053152,PRJ-01925,Rural Development,Approved,10
APR-053153,PRJ-02559,RDO,Approved,15
APR-053154,PRJ-03394,RDO,Approved,23
APR-053155,PRJ-02401,Rural Development,Pending,249
APR-053156,PRJ-00582,RDO,Approved,19
APR-053157,PRJ-00914,Revenue,Approved,22
APR-053158,PRJ-01971,District Administration,Approved,10
APR-053159,PRJ-03095,PWD,Pending,176
APR-053160,PRJ-01010,Revenue,Approved,1
APR-053161,PRJ-00574,RDO,Approved,2
APR-053162,PRJ-00634,Revenue,Approved,14
APR-053163,PRJ-04081,RDO,Approved,25
APR-053164,PRJ-01350,RDO,Approved,15
APR-053165,PRJ-03944,RDO,Approved,43
APR-053166,PRJ-00537,Revenue,Pending,58
APR-053167,PRJ-00354,PWD,Approved,34
APR-053168,PRJ-04393,RDO,Approved,15
APR-053169,PRJ-02815,RDO,Approved,5
APR-053170,PRJ-03226,RDO,Approved,10
APR-053171,PRJ-02331,Revenue,Approved,43
APR-053172,PRJ-00242,PWD,Approved,14
APR-053173,PRJ-02239,Revenue,Approved,2
APR-053174,PRJ-04563,PWD,Approved,0
APR-053175,PRJ-04367,District Administration,Approved,18
APR-053176,PRJ-02236,District Administration,Approved,27
APR-053177,PRJ-01992,RDO,Approved,28
APR-053178,PRJ-02678,District Administration,Approved,3
APR-053179,PRJ-03376,Revenue,Pending,350
APR-053180,PRJ-03230,District Administration,Approved,9
APR-053181,PRJ-00198,PWD,Pending,384
APR-053182,PRJ-03314,District Administration,Approved,27
APR-053183,PRJ-03247,Revenue,Approved,13
APR-053184,PRJ-02481,Revenue,Pending,375
APR-053185,PRJ-03395,PWD,Approved,0
APR-053186,PRJ-04358,District Administration,Approved,19
APR-053187,PRJ-01305,Revenue,Approved,14
APR-053188,PRJ-04582,RDO,Pending,376
APR-053189,PRJ-02446,RDO,Approved,22
APR-053190,PRJ-00293,PWD,Approved,44
APR-053191,PRJ-00539,Rural Development,Approved,39
APR-053192,PRJ-04849,District Administration,Approved,4
APR-053193,PRJ-02912,PWD,Approved,28
APR-053194,PRJ-00792,Rural Development,Approved,12
APR-053195,PRJ-02993,RDO,Approved,21
APR-053196,PRJ-04752,Rural Development,Approved,24
APR-053197,PRJ-01766,Revenue,Approved,36
APR-053198,PRJ-00592,PWD,Pending,142
APR-053199,PRJ-03519,PWD,Approved,2
APR-053200,PRJ-03290,Rural Development,Approved,41
APR-053201,PRJ-00182,District Administration,Approved,5
APR-053202,PRJ-01343,PWD,Approved,38
APR-053203,PRJ-02195,Revenue,Approved,16
APR-053204,PRJ-00549,PWD,Approved,1
APR-053205,PRJ-01597,PWD,Approved,43
APR-053206,PRJ-02814,Rural Development,Pending,471
APR-053207,PRJ-02671,Revenue,Approved,34
APR-053208,PRJ-04164,PWD,Approved,40
APR-053209,PRJ-04830,Rural Development,Pending,313
APR-053210,PRJ-03498,Revenue,Approved,13
APR-053211,PRJ-01357,Revenue,Approved,33
APR-053212,PRJ-04349,RDO,Approved,34
APR-053213,PRJ-01536,Rural Development,Pending,373
APR-053214,PRJ-01356,District Administration,Approved,24
APR-053215,PRJ-02167,Revenue,Approved,3
APR-053216,PRJ-00573,District Administration,Approved,38
APR-053217,PRJ-04476,PWD,Approved,37
APR-053218,PRJ-02101,PWD,Approved,18
APR-053219,PRJ-03894,RDO,Approved,2
APR-053220,PRJ-03184,Revenue,Approved,23
APR-053221,PRJ-04558,Revenue,Approved,6
APR-053222,PRJ-04557,Revenue,Approved,1
APR-053223,PRJ-02947,Revenue,Approved,37
APR-053224,PRJ-03118,Rural Development,Approved,35
APR-053225,PRJ-03101,District Administration,Approved,37
APR-053226,PRJ-00136,PWD,Approved,29
APR-053227,PRJ-02924,RDO,Approved,40
APR-053228,PRJ-04114,Rural Development,Approved,10
APR-053229,PRJ-04211,District Administration,Approved,36
APR-053230,PRJ-00788,PWD,Approved,35
APR-053231,PRJ-01084,Rural Development,Approved,33
APR-053232,PRJ-00169,Revenue,Pending,471
APR-053233,PRJ-02302,RDO,Approved,1
APR-053234,PRJ-00634,PWD,Approved,23
APR-053235,PRJ-00404,District Administration,Approved,0
APR-053236,PRJ-02694,Rural Development,Pending,492
APR-053237,PRJ-01906,RDO,Approved,30
APR-053238,PRJ-03647,RDO,Approved,44
APR-053239,PRJ-00056,District Administration,Approved,30
APR-053240,PRJ-03377,PWD,Approved,10
APR-053241,PRJ-04601,Rural Development,Approved,11
APR-053242,PRJ-03293,District Administration,Approved,30
APR-053243,PRJ-03327,PWD,Approved,2
APR-053244,PRJ-02302,RDO,Approved,23
APR-053245,PRJ-04571,PWD,Pending,420
APR-053246,PRJ-02291,District Administration,Approved,5
APR-053247,PRJ-01691,Rural Development,Approved,43
APR-053248,PRJ-01045,RDO,Approved,11
APR-053249,PRJ-01667,Revenue,Approved,38
APR-053250,PRJ-00952,District Administration,Approved,26
APR-053251,PRJ-04323,RDO,Approved,14
APR-053252,PRJ-03330,PWD,Approved,4
APR-053253,PRJ-01677,Revenue,Approved,44
APR-053254,PRJ-01637,PWD,Approved,4
APR-053255,PRJ-03919,Rural Development,Approved,23
APR-053256,PRJ-02031,Revenue,Approved,10
APR-053257,PRJ-02752,Rural Development,Approved,18
APR-053258,PRJ-02421,District Administration,Pending,178
APR-053259,PRJ-04160,Rural Development,Approved,34
APR-053260,PRJ-00532,District Administration,Approved,31
APR-053261,PRJ-04162,PWD,Pending,340
APR-053262,PRJ-00649,PWD,Approved,5
APR-053263,PRJ-03969,RDO,Pending,376
APR-053264,PRJ-00286,PWD,Approved,9
APR-053265,PRJ-00191,RDO,Pending,359
APR-053266,PRJ-00060,Revenue,Pending,396
APR-053267,PRJ-01550,PWD,Approved,24
APR-053268,PRJ-01678,PWD,Approved,27
APR-053269,PRJ-00692,Revenue,Approved,40
APR-053270,PRJ-03516,PWD,Approved,41
APR-053271,PRJ-02358,Rural Development,Pending,225
APR-053272,PRJ-02791,District Administration,Approved,11
APR-053273,PRJ-01513,Revenue,Approved,15
APR-053274,PRJ-02919,District Administration,Approved,38
APR-053275,PRJ-01370,PWD,Approved,5
APR-053276,PRJ-02707,RDO,Pending,29
APR-053277,PRJ-04484,Revenue,Pending,366
APR-053278,PRJ-03363,Revenue,Pending,213
APR-053279,PRJ-03209,RDO,Approved,29
APR-053280,PRJ-00857,Revenue,Approved,27
APR-053281,PRJ-04281,PWD,Approved,6
