document_id,record_id,document_type,language,image_quality,document_year
DOC-047815,47815,Patta,Tamil-English,Poor,1997
DOC-047816,47816,FMB,Tamil,Good,1981
DOC-047817,47817,FMB,Tamil,Good,1991
DOC-047818,47818,Sale Deed,Tamil,Moderate,2022
DOC-047819,47819,FMB,Tamil,Moderate,2017
DOC-047820,47820,Chitta,Tamil-English,Good,1984
DOC-047821,47821,FMB,English,Moderate,1980
DOC-047822,47822,FMB,Tamil,Good,2012
DOC-047823,47823,FMB,Tamil-English,Good,1991
DOC-047824,47824,Patta,Tamil,Moderate,1985
DOC-047825,47825,FMB,Tamil-English,Faded,1990
DOC-047826,47826,FMB,Tamil,Faded,2024
DOC-047827,47827,Mutation Order,Tamil,Moderate,2004
DOC-047828,47828,Mutation Order,Tamil,Moderate,1990
DOC-047829,47829,Patta,English,Moderate,2017
DOC-047830,47830,Patta,Tamil-English,Poor,1984
DOC-047831,47831,Patta,Tamil-English,Moderate,2004
DOC-047832,47832,Chitta,Tamil,Good,1983
DOC-047833,47833,Patta,Tamil,Good,1988
DOC-047834,47834,FMB,Tamil,Good,1996
DOC-047835,47835,A-Register,Tamil-English,Moderate,2013
DOC-047836,47836,A-Register,Tamil,Good,1999
DOC-047837,47837,Patta,Tamil,Moderate,1986
DOC-047838,47838,A-Register,Tamil,Good,2003
DOC-047839,47839,Chitta,Tamil,Good,2000
DOC-047840,47840,Patta,Tamil,Good,2025
DOC-047841,47841,Chitta,Tamil-English,Good,2015
DOC-047842,47842,Mutation Order,Tamil,Good,2011
DOC-047843,47843,Patta,Tamil-English,Moderate,1995
DOC-047844,47844,A-Register,Tamil,Moderate,2023
DOC-047845,47845,Chitta,English,Good,2009
DOC-047846,47846,A-Register,Tamil-English,Poor,2011
DOC-047847,47847,FMB,Tamil,Good,2003
DOC-047848,47848,FMB,Tamil,Good,2003
DOC-047849,47849,FMB,Tamil,Good,1987
DOC-047850,47850,Sale Deed,Tamil,Poor,1990
DOC-047851,47851,Sale Deed,English,Good,2010
DOC-047852,47852,Chitta,Tamil,Good,2017
DOC-047853,47853,Sale Deed,Tamil,Moderate,2008
DOC-047854,47854,FMB,Tamil,Good,2017
DOC-047855,47855,A-Register,Tamil,Moderate,2007
DOC-047856,47856,Patta,Tamil-English,Poor,2018
DOC-047857,47857,Sale Deed,Tamil,Moderate,2024
DOC-047858,47858,Chitta,Tamil,Moderate,2017
DOC-047859,47859,Sale Deed,Tamil,Poor,2012
DOC-047860,47860,Patta,Tamil-English,Good,1992
DOC-047861,47861,Mutation Order,Tamil,Moderate,2014
DOC-047862,47862,Chitta,Tamil,Good,1993
DOC-047863,47863,Sale Deed,Tamil,Faded,2017
DOC-047864,47864,FMB,Tamil,Good,2005
DOC-047865,47865,FMB,Tamil,Good,2018
DOC-047866,47866,A-Register,Tamil-English,Moderate,1996
DOC-047867,47867,FMB,Tamil,Poor,1988
DOC-047868,47868,Mutation Order,Tamil,Good,1984
DOC-047869,47869,Patta,English,Moderate,1999
DOC-047870,47870,Mutation Order,Tamil,Moderate,1998
DOC-047871,47871,Mutation Order,Tamil,Moderate,1998
DOC-047872,47872,Mutation Order,Tamil,Moderate,1990
DOC-047873,47873,Mutation Order,Tamil,Good,1999
DOC-047874,47874,Chitta,Tamil,Moderate,2024
DOC-047875,47875,Sale Deed,Tamil,Good,2023
DOC-047876,47876,A-Register,Tamil-English,Good,2011
DOC-047877,47877,Chitta,Tamil,Good,2020
DOC-047878,47878,Mutation Order,Tamil,Good,1989
DOC-047879,47879,Patta,English,Moderate,2007
DOC-047880,47880,Mutation Order,Tamil,Good,1987
DOC-047881,47881,Sale Deed,Tamil-English,Poor,1984
DOC-047882,47882,Chitta,Tamil,Good,1996
DOC-047883,47883,Patta,Tamil-English,Good,1997
DOC-047884,47884,Patta,Tamil,Moderate,1983
DOC-047885,47885,Mutation Order,Tamil,Good,2001
DOC-047886,47886,Sale Deed,Tamil,Good,2020
DOC-047887,47887,FMB,Tamil,Poor,2017
DOC-047888,47888,A-Register,Tamil-English,Moderate,2007
DOC-047889,47889,Mutation Order,Tamil,Good,2001
DOC-047890,47890,Patta,Tamil,Good,1994
DOC-047891,47891,Sale Deed,Tamil,Moderate,2013
DOC-047892,47892,A-Register,Tamil-English,Poor,2007
DOC-047893,47893,Sale Deed,English,Poor,1983
DOC-047894,47894,A-Register,Tamil,Good,2015
DOC-047895,47895,FMB,Tamil,Moderate,2010
DOC-047896,47896,Patta,Tamil,Good,1980
DOC-047897,47897,Patta,Tamil,Good,2022
DOC-047898,47898,Chitta,Tamil,Good,2018
DOC-047899,47899,A-Register,Tamil-English,Good,2023
DOC-047900,47900,Chitta,English,Good,2017
DOC-047901,47901,Chitta,Tamil-English,Good,1998
DOC-047902,47902,Mutation Order,English,Good,2019
DOC-047903,47903,Sale Deed,Tamil,Moderate,1997
DOC-047904,47904,Patta,Tamil,Moderate,2018
DOC-047905,47905,FMB,English,Moderate,2004
DOC-047906,47906,Sale Deed,Tamil,Good,1995
DOC-047907,47907,Mutation Order,Tamil,Poor,2016
DOC-047908,47908,Chitta,Tamil,Poor,2021
DOC-047909,47909,A-Register,Tamil,Poor,2021
DOC-047910,47910,Mutation Order,Tamil,Moderate,1994
DOC-047911,47911,Chitta,English,Moderate,2004
DOC-047912,47912,Patta,Tamil,Faded,2001
DOC-047913,47913,A-Register,English,Good,2022
DOC-047914,47914,Chitta,Tamil,Good,2003
DOC-047915,47915,Chitta,Tamil,Good,2001
DOC-047916,47916,FMB,Tamil,Moderate,2004
DOC-047917,47917,FMB,Tamil,Poor,2005
DOC-047918,47918,Mutation Order,English,Poor,1994
DOC-047919,47919,Patta,Tamil,Good,1988
DOC-047920,47920,FMB,Tamil-English,Good,2006
DOC-047921,47921,Mutation Order,Tamil,Good,2008
DOC-047922,47922,FMB,Tamil-English,Faded,2024
DOC-047923,47923,A-Register,English,Moderate,1995
DOC-047924,47924,Sale Deed,Tamil,Moderate,2010
DOC-047925,47925,Patta,Tamil,Faded,1983
DOC-047926,47926,FMB,Tamil,Moderate,1998
DOC-047927,47927,Mutation Order,Tamil,Good,2003
DOC-047928,47928,Sale Deed,Tamil,Moderate,2000
DOC-047929,47929,Sale Deed,Tamil,Good,1988
DOC-047930,47930,Sale Deed,Tamil-English,Good,2021
DOC-047931,47931,Chitta,English,Moderate,1986
DOC-047932,47932,Mutation Order,Tamil-English,Good,2013
DOC-047933,47933,Patta,Tamil,Faded,1984
DOC-047934,47934,A-Register,Tamil,Moderate,2003
DOC-047935,47935,Sale Deed,Tamil,Good,2025
DOC-047936,47936,Sale Deed,Tamil,Good,1983
DOC-047937,47937,A-Register,English,Poor,2012
DOC-047938,47938,Mutation Order,Tamil,Good,1997
DOC-047939,47939,Sale Deed,Tamil,Faded,2023
DOC-047940,47940,Chitta,Tamil,Moderate,1996
DOC-047941,47941,Sale Deed,Tamil,Poor,1985
DOC-047942,47942,FMB,Tamil,Moderate,2011
DOC-047943,47943,Patta,Tamil-English,Poor,1993
DOC-047944,47944,Patta,Tamil,Moderate,1996
DOC-047945,47945,FMB,Tamil,Good,2012
DOC-047946,47946,Chitta,Tamil-English,Faded,2019
DOC-047947,47947,FMB,English,Poor,2025
DOC-047948,47948,Chitta,Tamil,Moderate,2000
DOC-047949,47949,FMB,Tamil,Poor,1988
DOC-047950,47950,Mutation Order,Tamil,Moderate,1980
DOC-047951,47951,A-Register,Tamil,Moderate,2000
DOC-047952,47952,Mutation Order,Tamil-English,Moderate,1998
DOC-047953,47953,Chitta,Tamil,Good,1997
DOC-047954,47954,A-Register,Tamil,Poor,2019
DOC-047955,47955,Patta,English,Moderate,1993
DOC-047956,47956,Mutation Order,Tamil,Good,1994
DOC-047957,47957,Sale Deed,Tamil,Moderate,2000
DOC-047958,47958,Mutation Order,Tamil,Moderate,1984
DOC-047959,47959,Patta,Tamil,Good,2018
DOC-047960,47960,FMB,Tamil,Moderate,2014
DOC-047961,47961,Patta,Tamil,Good,2018
DOC-047962,47962,Mutation Order,English,Good,2014
DOC-047963,47963,Mutation Order,Tamil,Moderate,1980
DOC-047964,47964,Patta,Tamil,Faded,2003
DOC-047965,47965,Mutation Order,Tamil,Moderate,2009
DOC-047966,47966,Patta,Tamil,Good,1995
DOC-047967,47967,A-Register,English,Good,1998
DOC-047968,47968,A-Register,Tamil-English,Moderate,2020
DOC-047969,47969,Mutation Order,Tamil,Poor,1987
DOC-047970,47970,Sale Deed,Tamil,Good,2025
DOC-047971,47971,Sale Deed,Tamil,Poor,2016
DOC-047972,47972,FMB,Tamil,Good,2010
DOC-047973,47973,Patta,Tamil,Moderate,1988
DOC-047974,47974,Chitta,Tamil,Moderate,1995
DOC-047975,47975,Sale Deed,English,Moderate,1994
DOC-047976,47976,FMB,Tamil,Moderate,1994
DOC-047977,47977,Chitta,Tamil,Good,2003
DOC-047978,47978,Chitta,Tamil,Poor,1980
DOC-047979,47979,Mutation Order,Tamil,Moderate,2022
DOC-047980,47980,Sale Deed,Tamil,Good,1989
DOC-047981,47981,Sale Deed,Tamil,Good,1991
DOC-047982,47982,Chitta,Tamil-English,Moderate,1980
DOC-047983,47983,A-Register,Tamil,Good,2025
DOC-047984,47984,Patta,Tamil-English,Moderate,1990
DOC-047985,47985,A-Register,Tamil,Good,1981
DOC-047986,47986,Patta,Tamil-English,Moderate,2012
DOC-047987,47987,Sale Deed,Tamil-English,Good,2025
DOC-047988,47988,Sale Deed,Tamil,Good,2023
DOC-047989,47989,Mutation Order,Tamil,Good,1983
DOC-047990,47990,FMB,Tamil,Moderate,2015
DOC-047991,47991,Sale Deed,English,Poor,2023
DOC-047992,47992,FMB,English,Moderate,2019
DOC-047993,47993,Mutation Order,Tamil,Good,2018
DOC-047994,47994,FMB,Tamil-English,Good,2019
DOC-047995,47995,FMB,Tamil,Poor,2017
DOC-047996,47996,Sale Deed,Tamil-English,Poor,1986
DOC-047997,47997,Mutation Order,Tamil,Moderate,1992
DOC-047998,47998,A-Register,Tamil,Moderate,1984
DOC-047999,47999,Sale Deed,English,Moderate,2014
DOC-048000,48000,Sale Deed,Tamil,Good,2016
DOC-048001,48001,FMB,Tamil,Moderate,1982
DOC-048002,48002,A-Register,Tamil,Poor,1998
DOC-048003,48003,Chitta,Tamil,Poor,1981
DOC-048004,48004,Chitta,English,Good,1993
DOC-048005,48005,Mutation Order,Tamil,Good,1986
DOC-048006,48006,A-Register,English,Good,1999
DOC-048007,48007,Chitta,Tamil,Good,1997
DOC-048008,48008,Chitta,Tamil,Good,1998
DOC-048009,48009,Sale Deed,Tamil,Poor,2023
DOC-048010,48010,Mutation Order,Tamil,Poor,1997
DOC-048011,48011,FMB,Tamil,Good,2025
DOC-048012,48012,FMB,English,Good,1998
DOC-048013,48013,Chitta,Tamil,Poor,1989
DOC-048014,48014,FMB,Tamil-English,Good,1999
DOC-048015,48015,Patta,Tamil-English,Good,2003
DOC-048016,48016,Mutation Order,Tamil,Moderate,2001
DOC-048017,48017,Sale Deed,Tamil,Poor,1988
DOC-048018,48018,Sale Deed,Tamil-English,Poor,2021
DOC-048019,48019,FMB,Tamil,Moderate,2019
DOC-048020,48020,A-Register,English,Good,2023
DOC-048021,48021,Sale Deed,Tamil,Good,2018
DOC-048022,48022,A-Register,Tamil,Moderate,1986
DOC-048023,48023,Mutation Order,Tamil,Good,2024
DOC-048024,48024,Chitta,Tamil,Good,1994
DOC-048025,48025,FMB,English,Good,2010
DOC-048026,48026,Mutation Order,Tamil-English,Good,2003
DOC-048027,48027,Chitta,Tamil,Good,2019
DOC-048028,48028,FMB,Tamil,Moderate,2021
DOC-048029,48029,Chitta,English,Faded,2018
DOC-048030,48030,Sale Deed,Tamil,Good,2014
DOC-048031,48031,Chitta,Tamil,Good,1985
DOC-048032,48032,Sale Deed,English,Moderate,1981
DOC-048033,48033,A-Register,Tamil,Good,2025
DOC-048034,48034,Sale Deed,Tamil,Moderate,2012
DOC-048035,48035,A-Register,Tamil,Faded,2007
DOC-048036,48036,Sale Deed,Tamil,Moderate,1997
DOC-048037,48037,Patta,Tamil,Good,2001
DOC-048038,48038,Mutation Order,Tamil,Good,1984
DOC-048039,48039,Mutation Order,Tamil,Good,1992
DOC-048040,48040,Mutation Order,Tamil,Good,2004
DOC-048041,48041,FMB,Tamil,Poor,1983
DOC-048042,48042,FMB,Tamil,Poor,1986
DOC-048043,48043,Sale Deed,Tamil,Poor,1982
DOC-048044,48044,Patta,Tamil-English,Moderate,1988
DOC-048045,48045,A-Register,Tamil,Poor,1982
DOC-048046,48046,Patta,Tamil,Good,1993
DOC-048047,48047,FMB,Tamil-English,Moderate,2017
DOC-048048,48048,FMB,English,Poor,2013
DOC-048049,48049,Sale Deed,English,Moderate,1990
DOC-048050,48050,A-Register,Tamil,Poor,2001
DOC-048051,48051,FMB,Tamil,Faded,1983
DOC-048052,48052,Sale Deed,Tamil,Poor,2005
DOC-048053,48053,Sale Deed,Tamil,Good,1980
DOC-048054,48054,Patta,English,Moderate,2022
DOC-048055,48055,A-Register,Tamil,Good,2008
DOC-048056,48056,Patta,Tamil-English,Moderate,1987
DOC-048057,48057,Sale Deed,Tamil,Good,1994
DOC-048058,48058,Mutation Order,Tamil-English,Poor,1991
DOC-048059,48059,Sale Deed,Tamil,Good,2006
DOC-048060,48060,FMB,Tamil,Faded,1983
DOC-048061,48061,Chitta,Tamil,Good,2023
DOC-048062,48062,Patta,Tamil,Moderate,2017
DOC-048063,48063,Sale Deed,Tamil,Moderate,1983
DOC-048064,48064,FMB,Tamil,Good,2004
DOC-048065,48065,FMB,Tamil,Good,2014
DOC-048066,48066,Patta,English,Good,1986
DOC-048067,48067,Patta,Tamil,Faded,2014
DOC-048068,48068,Mutation Order,Tamil,Moderate,1980
DOC-048069,48069,Patta,English,Moderate,1980
DOC-048070,48070,Patta,Tamil,Good,2019
DOC-048071,48071,Patta,Tamil-English,Moderate,2024
DOC-048072,48072,Sale Deed,Tamil,Poor,2000
DOC-048073,48073,A-Register,English,Good,1995
DOC-048074,48074,Patta,Tamil-English,Good,2015
DOC-048075,48075,Mutation Order,Tamil,Moderate,1983
DOC-048076,48076,Mutation Order,Tamil,Moderate,2009
DOC-048077,48077,FMB,English,Good,2017
DOC-048078,48078,Chitta,English,Good,2010
DOC-048079,48079,Sale Deed,English,Good,1987
DOC-048080,48080,FMB,English,Faded,2008
DOC-048081,48081,Chitta,Tamil,Moderate,1985
DOC-048082,48082,Sale Deed,Tamil,Good,1996
DOC-048083,48083,Sale Deed,Tamil,Moderate,2013
DOC-048084,48084,Chitta,Tamil,Poor,2004
DOC-048085,48085,Sale Deed,English,Moderate,1989
DOC-048086,48086,FMB,Tamil,Good,2017
DOC-048087,48087,Mutation Order,Tamil,Good,2007
DOC-048088,48088,Patta,English,Moderate,2024
DOC-048089,48089,A-Register,Tamil,Moderate,2003
DOC-048090,48090,Chitta,Tamil,Good,2001
DOC-048091,48091,A-Register,Tamil-English,Good,1995
DOC-048092,48092,Chitta,Tamil,Poor,1983
DOC-048093,48093,Sale Deed,Tamil,Good,2007
DOC-048094,48094,A-Register,Tamil,Moderate,2020
DOC-048095,48095,Chitta,English,Moderate,1997
DOC-048096,48096,FMB,Tamil,Moderate,1993
DOC-048097,48097,Mutation Order,Tamil,Poor,2011
DOC-048098,48098,A-Register,English,Moderate,2023
DOC-048099,48099,FMB,Tamil,Poor,2015
DOC-048100,48100,A-Register,Tamil,Good,1981
DOC-048101,48101,FMB,Tamil,Poor,1991
DOC-048102,48102,Patta,Tamil,Moderate,1986
DOC-048103,48103,Patta,Tamil,Moderate,2018
DOC-048104,48104,Mutation Order,Tamil,Moderate,2025
DOC-048105,48105,FMB,Tamil-English,Moderate,1986
DOC-048106,48106,A-Register,Tamil,Good,2017
DOC-048107,48107,Chitta,Tamil,Good,2012
DOC-048108,48108,Patta,Tamil,Moderate,1988
DOC-048109,48109,Sale Deed,Tamil,Poor,2017
DOC-048110,48110,A-Register,Tamil,Good,2025
DOC-048111,48111,Mutation Order,Tamil,Moderate,1992
DOC-048112,48112,Chitta,Tamil,Poor,2005
DOC-048113,48113,Mutation Order,Tamil,Moderate,2000
DOC-048114,48114,Mutation Order,Tamil,Moderate,1999
DOC-048115,48115,Mutation Order,Tamil,Faded,2023
DOC-048116,48116,Patta,Tamil,Poor,1981
DOC-048117,48117,Sale Deed,English,Moderate,1992
DOC-048118,48118,Mutation Order,Tamil,Poor,2020
DOC-048119,48119,Sale Deed,Tamil,Good,2019
DOC-048120,48120,Mutation Order,Tamil,Moderate,2003
DOC-048121,48121,FMB,Tamil,Poor,1997
DOC-048122,48122,A-Register,English,Good,1999
DOC-048123,48123,Sale Deed,Tamil,Poor,2007
DOC-048124,48124,Mutation Order,English,Good,2023
DOC-048125,48125,Sale Deed,Tamil,Moderate,2023
DOC-048126,48126,Patta,Tamil,Poor,2018
DOC-048127,48127,Chitta,Tamil,Moderate,2017
DOC-048128,48128,FMB,Tamil,Moderate,1996
DOC-048129,48129,Chitta,Tamil,Poor,1981
DOC-048130,48130,Sale Deed,Tamil,Poor,2005
DOC-048131,48131,Sale Deed,Tamil,Moderate,2014
DOC-048132,48132,Sale Deed,Tamil,Moderate,1997
DOC-048133,48133,Chitta,Tamil,Faded,2004
DOC-048134,48134,A-Register,Tamil,Good,2018
DOC-048135,48135,Patta,Tamil-English,Moderate,2003
DOC-048136,48136,Mutation Order,Tamil,Good,2007
DOC-048137,48137,Sale Deed,Tamil,Good,1985
DOC-048138,48138,Patta,Tamil,Good,2002
DOC-048139,48139,Mutation Order,Tamil,Moderate,2018
DOC-048140,48140,A-Register,Tamil,Moderate,1993
DOC-048141,48141,Mutation Order,Tamil-English,Moderate,2023
DOC-048142,48142,Mutation Order,Tamil,Moderate,2004
DOC-048143,48143,FMB,Tamil-English,Good,1981
DOC-048144,48144,Patta,Tamil,Moderate,2012
DOC-048145,48145,FMB,Tamil,Poor,1996
DOC-048146,48146,Sale Deed,Tamil,Good,1998
DOC-048147,48147,Mutation Order,Tamil,Moderate,1997
DOC-048148,48148,Patta,Tamil,Moderate,1980
DOC-048149,48149,FMB,Tamil-English,Good,2022
DOC-048150,48150,Patta,Tamil-English,Moderate,1995
DOC-048151,48151,Patta,English,Good,1987
DOC-048152,48152,Sale Deed,Tamil-English,Poor,1980
DOC-048153,48153,FMB,Tamil,Good,2025
DOC-048154,48154,Sale Deed,Tamil,Good,1982
DOC-048155,48155,FMB,Tamil,Moderate,1990
DOC-048156,48156,Patta,Tamil,Good,2014
DOC-048157,48157,FMB,Tamil-English,Moderate,2006
DOC-048158,48158,A-Register,Tamil,Good,1988
DOC-048159,48159,Mutation Order,Tamil-English,Moderate,1985
DOC-048160,48160,Chitta,Tamil-English,Moderate,1985
DOC-048161,48161,A-Register,Tamil,Good,2003
DOC-048162,48162,Patta,Tamil-English,Good,1985
DOC-048163,48163,Chitta,Tamil,Good,2005
DOC-048164,48164,FMB,Tamil,Poor,2016
DOC-048165,48165,FMB,Tamil,Poor,2001
DOC-048166,48166,Mutation Order,Tamil,Moderate,1982
DOC-048167,48167,Chitta,English,Moderate,2023
DOC-048168,48168,Mutation Order,Tamil,Moderate,2001
DOC-048169,48169,Sale Deed,English,Moderate,1994
DOC-048170,48170,FMB,Tamil-English,Moderate,1980
DOC-048171,48171,Sale Deed,Tamil,Good,2017
DOC-048172,48172,FMB,Tamil,Moderate,2008
DOC-048173,48173,Sale Deed,English,Good,1980
DOC-048174,48174,Patta,English,Good,2014
DOC-048175,48175,FMB,Tamil-English,Moderate,2023
DOC-048176,48176,Chitta,Tamil,Moderate,2025
DOC-048177,48177,Sale Deed,Tamil-English,Moderate,1988
DOC-048178,48178,FMB,English,Poor,1999
DOC-048179,48179,A-Register,Tamil,Faded,2013
DOC-048180,48180,Mutation Order,Tamil,Faded,2023
DOC-048181,48181,A-Register,Tamil,Moderate,2017
DOC-048182,48182,FMB,Tamil,Moderate,2003
DOC-048183,48183,FMB,Tamil,Moderate,1987
DOC-048184,48184,FMB,Tamil,Moderate,2019
DOC-048185,48185,A-Register,Tamil-English,Good,1983
DOC-048186,48186,Sale Deed,Tamil-English,Good,1985
DOC-048187,48187,FMB,Tamil-English,Poor,1993
DOC-048188,48188,Sale Deed,Tamil,Moderate,1992
DOC-048189,48189,A-Register,English,Moderate,2015
DOC-048190,48190,Patta,Tamil,Moderate,2006
DOC-048191,48191,A-Register,English,Good,2010
DOC-048192,48192,Chitta,Tamil,Poor,2018
DOC-048193,48193,Patta,Tamil,Poor,1999
DOC-048194,48194,Sale Deed,Tamil,Good,2025
DOC-048195,48195,Mutation Order,Tamil,Moderate,1996
DOC-048196,48196,FMB,Tamil,Moderate,1983
DOC-048197,48197,Patta,Tamil-English,Good,1984
DOC-048198,48198,Patta,Tamil,Moderate,1983
DOC-048199,48199,Sale Deed,English,Good,2017
DOC-048200,48200,Mutation Order,Tamil-English,Moderate,1996
DOC-048201,48201,Chitta,Tamil,Poor,2009
DOC-048202,48202,Chitta,Tamil-English,Good,2025
DOC-048203,48203,Mutation Order,Tamil,Poor,2021
DOC-048204,48204,Patta,Tamil,Good,1998
DOC-048205,48205,FMB,Tamil,Moderate,2018
DOC-048206,48206,Sale Deed,Tamil,Poor,1992
DOC-048207,48207,Mutation Order,Tamil,Moderate,2008
DOC-048208,48208,Mutation Order,Tamil,Moderate,2022
DOC-048209,48209,A-Register,Tamil-English,Good,2011
DOC-048210,48210,FMB,Tamil,Good,1992
DOC-048211,48211,A-Register,Tamil-English,Good,2006
DOC-048212,48212,Sale Deed,Tamil-English,Good,2010
DOC-048213,48213,Chitta,Tamil,Faded,2025
DOC-048214,48214,Mutation Order,Tamil-English,Moderate,1993
DOC-048215,48215,Patta,Tamil,Faded,2011
DOC-048216,48216,A-Register,Tamil-English,Good,2008
DOC-048217,48217,Mutation Order,Tamil,Good,1990
DOC-048218,48218,Mutation Order,Tamil,Moderate,1994
DOC-048219,48219,Sale Deed,Tamil,Good,2020
DOC-048220,48220,A-Register,Tamil,Good,2020
DOC-048221,48221,Mutation Order,Tamil,Moderate,1990
DOC-048222,48222,Chitta,Tamil,Good,1998
DOC-048223,48223,Patta,Tamil,Poor,2024
DOC-048224,48224,Sale Deed,Tamil,Good,2013
DOC-048225,48225,Sale Deed,Tamil,Poor,2013
DOC-048226,48226,Patta,Tamil-English,Moderate,1988
DOC-048227,48227,Chitta,Tamil-English,Good,1991
DOC-048228,48228,FMB,Tamil,Poor,2006
DOC-048229,48229,Sale Deed,English,Good,2023
DOC-048230,48230,Mutation Order,Tamil,Good,1982
DOC-048231,48231,Mutation Order,Tamil,Poor,1984
DOC-048232,48232,Mutation Order,Tamil,Good,2012
DOC-048233,48233,Patta,Tamil,Moderate,1980
DOC-048234,48234,Chitta,Tamil-English,Poor,2022
DOC-048235,48235,Mutation Order,Tamil,Poor,1986
DOC-048236,48236,FMB,Tamil,Moderate,1987
DOC-048237,48237,Chitta,English,Good,2000
DOC-048238,48238,Mutation Order,English,Moderate,2008
DOC-048239,48239,Mutation Order,Tamil-English,Moderate,1988
DOC-048240,48240,Patta,Tamil,Poor,1997
DOC-048241,48241,Chitta,Tamil,Moderate,2018
DOC-048242,48242,FMB,Tamil-English,Moderate,2022
DOC-048243,48243,A-Register,Tamil,Poor,2008
DOC-048244,48244,Chitta,Tamil,Good,2021
DOC-048245,48245,FMB,Tamil,Poor,1997
DOC-048246,48246,Mutation Order,Tamil,Good,1982
DOC-048247,48247,Mutation Order,Tamil,Moderate,1980
DOC-048248,48248,FMB,Tamil,Moderate,1991
DOC-048249,48249,A-Register,Tamil,Good,2022
DOC-048250,48250,Chitta,English,Good,2004
DOC-048251,48251,Sale Deed,Tamil,Good,2001
DOC-048252,48252,Mutation Order,Tamil-English,Good,1989
DOC-048253,48253,Patta,Tamil,Good,2022
DOC-048254,48254,Chitta,Tamil,Moderate,1989
DOC-048255,48255,A-Register,Tamil-English,Good,2009
DOC-048256,48256,FMB,Tamil-English,Moderate,2022
DOC-048257,48257,A-Register,Tamil,Poor,1985
DOC-048258,48258,FMB,Tamil,Moderate,1997
DOC-048259,48259,A-Register,Tamil,Good,1984
DOC-048260,48260,FMB,English,Good,2015
DOC-048261,48261,FMB,Tamil-English,Good,1992
DOC-048262,48262,A-Register,Tamil,Moderate,2025
DOC-048263,48263,FMB,Tamil,Moderate,1988
DOC-048264,48264,Sale Deed,Tamil,Moderate,2004
DOC-048265,48265,Patta,Tamil-English,Moderate,2013
DOC-048266,48266,Mutation Order,English,Moderate,1990
DOC-048267,48267,Chitta,English,Good,1996
DOC-048268,48268,FMB,Tamil,Good,1985
DOC-048269,48269,FMB,Tamil,Good,1980
DOC-048270,48270,Patta,English,Good,2024
DOC-048271,48271,Sale Deed,Tamil,Good,2009
DOC-048272,48272,Patta,Tamil,Moderate,1996
DOC-048273,48273,FMB,Tamil,Good,2007
DOC-048274,48274,A-Register,English,Good,2003
DOC-048275,48275,Mutation Order,Tamil,Good,2008
DOC-048276,48276,Mutation Order,English,Moderate,2010
DOC-048277,48277,A-Register,Tamil-English,Moderate,1999
DOC-048278,48278,Chitta,Tamil,Poor,2024
DOC-048279,48279,Chitta,Tamil,Moderate,2011
DOC-048280,48280,A-Register,English,Poor,2005
DOC-048281,48281,Sale Deed,Tamil,Poor,2002
DOC-048282,48282,Patta,Tamil,Good,2021
DOC-048283,48283,A-Register,Tamil-English,Good,1986
DOC-048284,48284,Patta,Tamil,Moderate,2021
DOC-048285,48285,A-Register,Tamil,Good,1987
DOC-048286,48286,Chitta,Tamil,Faded,1999
DOC-048287,48287,Sale Deed,Tamil-English,Good,1982
DOC-048288,48288,Sale Deed,Tamil-English,Moderate,1999
DOC-048289,48289,A-Register,Tamil,Moderate,2007
DOC-048290,48290,FMB,Tamil-English,Good,2006
DOC-048291,48291,Mutation Order,Tamil,Good,2014
DOC-048292,48292,FMB,Tamil,Poor,1988
DOC-048293,48293,Sale Deed,Tamil,Poor,1985
DOC-048294,48294,Mutation Order,Tamil,Poor,1996
DOC-048295,48295,FMB,Tamil-English,Good,1992
DOC-048296,48296,Chitta,Tamil,Poor,1997
DOC-048297,48297,Patta,Tamil,Good,2001
DOC-048298,48298,Patta,Tamil,Good,1986
DOC-048299,48299,FMB,Tamil-English,Good,2009
DOC-048300,48300,Sale Deed,Tamil,Faded,2015
DOC-048301,48301,Sale Deed,Tamil,Good,2010
