weather_id,project_id,monsoon_exposure,extreme_rain_events,weather_risk_score
WX-057069,PRJ-00039,Low,2,81.3
WX-057070,PRJ-02092,Medium,1,12.8
WX-057071,PRJ-01906,Low,2,34.2
WX-057072,PRJ-04375,Medium,1,70.8
WX-057073,PRJ-03590,Low,0,41.7
WX-057074,PRJ-04521,Low,0,89.8
WX-057075,PRJ-01035,Medium,2,48.4
WX-057076,PRJ-00258,Low,1,13.7
WX-057077,PRJ-01476,High,1,0.8
WX-057078,PRJ-04289,Medium,4,91.5
WX-057079,PRJ-03736,High,2,28.1
WX-057080,PRJ-02343,Medium,4,5.0
WX-057081,PRJ-00958,Medium,0,6.6
WX-057082,PRJ-03798,Medium,2,47.7
WX-057083,PRJ-00055,Medium,4,61.2
WX-057084,PRJ-01500,Medium,0,59.8
WX-057085,PRJ-04060,Medium,2,91.4
WX-057086,PRJ-00981,Low,3,34.3
WX-057087,PRJ-01063,Medium,3,12.2
WX-057088,PRJ-02304,Low,1,69.7
WX-057089,PRJ-02021,Low,2,93.8
WX-057090,PRJ-04530,Low,2,9.1
WX-057091,PRJ-00104,Medium,1,80.4
WX-057092,PRJ-04865,Medium,0,55.3
WX-057093,PRJ-04805,Low,1,56.6
WX-057094,PRJ-02881,Low,0,64.2
WX-057095,PRJ-00052,High,2,25.5
WX-057096,PRJ-02946,Low,1,86.5
WX-057097,PRJ-04956,Low,3,93.3
WX-057098,PRJ-02599,Low,2,81.9
WX-057099,PRJ-03185,Low,2,97.7
WX-057100,PRJ-04242,Medium,1,28.1
WX-057101,PRJ-01946,Medium,0,56.2
WX-057102,PRJ-04737,Low,2,82.4
WX-057103,PRJ-02031,Low,1,28.4
WX-057104,PRJ-03424,Low,2,57.3
WX-057105,PRJ-04978,Low,1,26.5
WX-057106,PRJ-04356,Low,5,34.5
WX-057107,PRJ-04894,Medium,0,37.2
WX-057108,PRJ-01381,High,2,91.5
WX-057109,PRJ-02343,Low,1,54.7
WX-057110,PRJ-04227,High,2,76.0
WX-057111,PRJ-03864,Low,2,24.7
WX-057112,PRJ-04416,High,0,22.7
WX-057113,PRJ-03791,Medium,3,27.6
WX-057114,PRJ-00475,Low,2,79.5
WX-057115,PRJ-04417,Medium,2,84.1
WX-057116,PRJ-04050,Low,1,9.1
WX-057117,PRJ-02689,Low,1,56.6
WX-057118,PRJ-02373,Low,0,99.7
WX-057119,PRJ-00908,Medium,1,5.8
WX-057120,PRJ-04596,Medium,1,92.0
WX-057121,PRJ-02696,Low,0,50.0
WX-057122,PRJ-04660,High,3,64.3
WX-057123,PRJ-01259,Medium,2,81.1
WX-057124,PRJ-03652,Low,2,75.7
WX-057125,PRJ-01095,Medium,0,69.1
WX-057126,PRJ-03834,Medium,1,15.0
WX-057127,PRJ-04854,Medium,3,30.5
WX-057128,PRJ-03430,Low,2,14.6
WX-057129,PRJ-00484,Low,0,55.4
WX-057130,PRJ-02391,Low,0,58.9
WX-057131,PRJ-00689,Medium,1,25.2
WX-057132,PRJ-00012,Low,0,30.0
WX-057133,PRJ-01514,Medium,0,48.9
WX-057134,PRJ-04625,Low,1,2.8
WX-057135,PRJ-01235,Medium,2,31.9
WX-057136,PRJ-01554,Low,0,5.4
WX-057137,PRJ-01635,Low,1,26.0
WX-057138,PRJ-02777,Medium,2,51.8
WX-057139,PRJ-01238,High,1,77.2
WX-057140,PRJ-03717,Low,2,25.8
WX-057141,PRJ-04882,High,0,53.4
WX-057142,PRJ-01763,Low,0,64.6
WX-057143,PRJ-04239,High,0,89.5
WX-057144,PRJ-03332,High,1,12.1
WX-057145,PRJ-01161,Low,1,2.7
WX-057146,PRJ-00566,Low,1,80.3
WX-057147,PRJ-03868,Low,2,30.8
WX-057148,PRJ-03392,High,1,65.9
WX-057149,PRJ-03551,Low,0,45.6
WX-057150,PRJ-02392,High,0,17.7
WX-057151,PRJ-00628,Low,1,83.1
WX-057152,PRJ-04247,Medium,0,7.9
WX-057153,PRJ-00240,Low,1,59.3
WX-057154,PRJ-02612,Low,0,63.4
WX-057155,PRJ-02659,Medium,0,7.6
WX-057156,PRJ-04049,Medium,4,89.6
WX-057157,PRJ-00371,Medium,0,38.6
WX-057158,PRJ-00896,Low,0,67.9
WX-057159,PRJ-01715,Low,1,56.6
WX-057160,PRJ-02404,Low,2,28.2
WX-057161,PRJ-00786,High,3,3.8
WX-057162,PRJ-02202,Medium,4,73.9
WX-057163,PRJ-00753,Medium,1,36.5
WX-057164,PRJ-04808,High,0,9.6
WX-057165,PRJ-03404,Low,1,50.0
WX-057166,PRJ-00292,Low,0,13.7
WX-057167,PRJ-01934,Low,1,12.3
WX-057168,PRJ-04147,Medium,2,19.3
WX-057169,PRJ-01964,High,2,60.2
WX-057170,PRJ-00333,Low,3,44.2
WX-057171,PRJ-03110,Medium,2,57.3
WX-057172,PRJ-02814,Low,2,95.7
WX-057173,PRJ-04067,Medium,1,52.1
WX-057174,PRJ-03664,Medium,0,76.9
WX-057175,PRJ-02889,Low,3,85.4
WX-057176,PRJ-04226,Medium,1,45.4
WX-057177,PRJ-02839,Medium,1,92.5
WX-057178,PRJ-00749,Low,1,68.0
WX-057179,PRJ-01735,High,4,77.0
WX-057180,PRJ-01293,Medium,2,30.1
WX-057181,PRJ-02772,High,2,65.6
WX-057182,PRJ-00727,Low,1,66.6
WX-057183,PRJ-01222,Medium,2,67.5
WX-057184,PRJ-04141,Low,2,85.0
WX-057185,PRJ-00340,Low,1,39.0
WX-057186,PRJ-01825,Low,4,44.3
WX-057187,PRJ-00916,Low,1,63.7
WX-057188,PRJ-02832,Low,1,3.1
WX-057189,PRJ-02558,Low,0,38.5
WX-057190,PRJ-02937,Low,2,33.6
WX-057191,PRJ-02532,Medium,0,62.5
WX-057192,PRJ-02324,Medium,0,64.1
WX-057193,PRJ-00920,Medium,1,32.2
WX-057194,PRJ-04833,High,2,65.1
WX-057195,PRJ-03328,Low,0,81.7
WX-057196,PRJ-02889,Low,4,80.4
WX-057197,PRJ-02662,High,0,35.2
WX-057198,PRJ-03401,Low,2,18.2
WX-057199,PRJ-04121,Medium,1,39.2
WX-057200,PRJ-04344,High,0,22.3
WX-057201,PRJ-02926,High,0,50.9
WX-057202,PRJ-03458,Medium,1,20.2
WX-057203,PRJ-03979,Low,4,87.1
WX-057204,PRJ-04265,Low,2,59.4
WX-057205,PRJ-00353,High,1,90.8
WX-057206,PRJ-02619,Medium,3,1.6
WX-057207,PRJ-04652,Medium,2,65.8
WX-057208,PRJ-02331,High,4,5.8
WX-057209,PRJ-01182,Low,1,78.0
WX-057210,PRJ-00798,Medium,1,34.2
WX-057211,PRJ-01440,Low,5,14.4
WX-057212,PRJ-01704,Low,1,78.7
WX-057213,PRJ-00872,Low,0,74.7
WX-057214,PRJ-01470,Medium,2,2.9
WX-057215,PRJ-01916,Medium,1,32.7
WX-057216,PRJ-00649,Low,2,99.6
WX-057217,PRJ-00056,Medium,1,4.2
WX-057218,PRJ-04769,Medium,1,58.2
WX-057219,PRJ-02081,Low,0,22.2
WX-057220,PRJ-04195,High,2,6.4
WX-057221,PRJ-04876,High,3,69.4
WX-057222,PRJ-03010,Low,1,10.2
WX-057223,PRJ-00697,Low,0,25.7
WX-057224,PRJ-04457,Low,2,29.6
WX-057225,PRJ-04271,Medium,3,61.6
WX-057226,PRJ-01015,Low,2,46.7
WX-057227,PRJ-01218,Medium,1,80.2
WX-057228,PRJ-01490,Medium,1,15.7
WX-057229,PRJ-02948,Low,3,3.3
WX-057230,PRJ-03286,Low,1,6.7
WX-057231,PRJ-04904,Low,3,70.3
WX-057232,PRJ-02689,High,1,31.7
WX-057233,PRJ-04568,Medium,1,89.9
WX-057234,PRJ-04679,Low,2,80.9
WX-057235,PRJ-04453,Low,1,4.2
WX-057236,PRJ-03748,Low,0,10.2
WX-057237,PRJ-03484,High,3,16.1
WX-057238,PRJ-01413,Medium,0,23.7
WX-057239,PRJ-00213,Low,2,11.5
WX-057240,PRJ-00071,Low,1,32.7
WX-057241,PRJ-02215,Medium,1,11.3
WX-057242,PRJ-01400,Medium,1,33.0
WX-057243,PRJ-03494,Low,0,59.6
WX-057244,PRJ-00406,Low,2,40.8
WX-057245,PRJ-02283,High,1,77.7
WX-057246,PRJ-00688,Low,0,53.7
WX-057247,PRJ-04124,Low,1,67.5
WX-057248,PRJ-03550,Low,2,95.9
WX-057249,PRJ-01035,Low,5,39.5
WX-057250,PRJ-00823,High,1,72.6
WX-057251,PRJ-02079,Medium,2,89.6
WX-057252,PRJ-04023,Medium,1,61.6
WX-057253,PRJ-00584,Medium,2,5.0
WX-057254,PRJ-04250,Low,2,64.0
WX-057255,PRJ-04251,Low,0,12.0
WX-057256,PRJ-03596,Medium,1,45.3
WX-057257,PRJ-04333,High,2,59.0
WX-057258,PRJ-02177,Medium,3,15.8
WX-057259,PRJ-00879,Medium,1,0.0
WX-057260,PRJ-02243,Low,3,54.0
WX-057261,PRJ-01064,Low,1,48.6
WX-057262,PRJ-02436,Medium,1,59.5
WX-057263,PRJ-01874,Medium,1,41.9
WX-057264,PRJ-01730,Low,0,4.5
WX-057265,PRJ-01618,Low,2,19.1
WX-057266,PRJ-04121,Low,0,43.7
WX-057267,PRJ-03746,Medium,2,83.3
WX-057268,PRJ-04908,High,3,95.8
WX-057269,PRJ-03834,Low,0,58.8
WX-057270,PRJ-02219,Medium,0,28.1
WX-057271,PRJ-03517,Medium,2,84.2
WX-057272,PRJ-04139,Low,1,59.4
WX-057273,PRJ-04100,High,0,12.3
WX-057274,PRJ-03438,Low,2,88.0
WX-057275,PRJ-00746,Low,1,42.9
WX-057276,PRJ-02316,Medium,4,19.3
WX-057277,PRJ-00923,Low,2,18.9
WX-057278,PRJ-03327,Low,3,87.5
WX-057279,PRJ-03597,Low,2,11.7
WX-057280,PRJ-04084,Medium,1,88.8
WX-057281,PRJ-04837,Low,2,70.0
WX-057282,PRJ-03518,Low,1,1.0
WX-057283,PRJ-03782,Low,4,34.0
WX-057284,PRJ-02791,High,1,70.2
WX-057285,PRJ-01368,High,1,81.4
WX-057286,PRJ-00946,Low,0,79.1
WX-057287,PRJ-03329,Low,3,65.8
WX-057288,PRJ-04978,Low,2,27.2
WX-057289,PRJ-00833,Low,3,75.2
WX-057290,PRJ-02219,Medium,2,11.7
WX-057291,PRJ-04277,Medium,0,16.8
WX-057292,PRJ-00394,Low,1,95.5
WX-057293,PRJ-03844,High,1,92.4
WX-057294,PRJ-03005,Low,1,84.2
WX-057295,PRJ-00112,Medium,2,25.4
WX-057296,PRJ-01210,High,0,94.7
WX-057297,PRJ-04765,Medium,1,49.9
WX-057298,PRJ-00174,Low,1,87.8
WX-057299,PRJ-01239,Medium,0,16.7
WX-057300,PRJ-03295,High,1,32.8
WX-057301,PRJ-00364,Low,2,95.1
WX-057302,PRJ-02986,Low,1,12.4
WX-057303,PRJ-03057,Medium,3,58.6
WX-057304,PRJ-00634,Medium,3,53.6
WX-057305,PRJ-00440,Low,1,11.4
WX-057306,PRJ-03185,Low,2,26.6
WX-057307,PRJ-01847,Low,1,81.9
WX-057308,PRJ-02274,Low,0,63.0
WX-057309,PRJ-03866,Medium,1,99.1
WX-057310,PRJ-04945,Medium,3,82.4
WX-057311,PRJ-01723,Medium,0,45.2
WX-057312,PRJ-04228,Medium,2,32.6
WX-057313,PRJ-02229,Medium,4,9.0
WX-057314,PRJ-01180,Low,0,30.1
WX-057315,PRJ-03772,Low,0,84.3
WX-057316,PRJ-03041,Medium,1,82.4
WX-057317,PRJ-02428,Medium,0,13.5
WX-057318,PRJ-03193,High,2,32.6
WX-057319,PRJ-01143,Medium,2,43.8
WX-057320,PRJ-02102,Medium,2,50.4
WX-057321,PRJ-01686,Low,4,51.4
WX-057322,PRJ-04616,Medium,4,74.5
WX-057323,PRJ-04499,High,1,14.7
WX-057324,PRJ-01127,Medium,4,97.0
WX-057325,PRJ-03504,Medium,2,61.4
WX-057326,PRJ-02825,High,4,85.1
WX-057327,PRJ-01557,Medium,1,76.4
WX-057328,PRJ-03909,Low,2,34.7
WX-057329,PRJ-00052,Medium,2,80.0
WX-057330,PRJ-03270,Low,2,61.0
WX-057331,PRJ-04701,Low,0,99.1
WX-057332,PRJ-00245,Low,1,61.4
WX-057333,PRJ-04745,Medium,2,52.2
WX-057334,PRJ-04186,Medium,5,58.2
WX-057335,PRJ-00721,Low,0,76.7
WX-057336,PRJ-02249,Low,1,95.1
WX-057337,PRJ-03444,Low,2,22.1
WX-057338,PRJ-00108,Low,1,30.5
WX-057339,PRJ-03730,Medium,2,67.7
WX-057340,PRJ-02749,Low,2,83.3
WX-057341,PRJ-02012,High,0,24.3
WX-057342,PRJ-04937,Medium,0,9.4
WX-057343,PRJ-00946,High,1,3.5
WX-057344,PRJ-00912,Medium,0,97.2
WX-057345,PRJ-02889,High,3,14.8
WX-057346,PRJ-04561,Low,1,87.4
WX-057347,PRJ-02536,Medium,1,72.1
WX-057348,PRJ-02602,Medium,3,81.5
WX-057349,PRJ-02206,Medium,1,82.9
WX-057350,PRJ-04526,Medium,0,93.5
WX-057351,PRJ-02884,High,0,10.1
WX-057352,PRJ-00722,Medium,0,16.5
WX-057353,PRJ-00664,High,5,17.5
WX-057354,PRJ-01306,Low,1,35.1
WX-057355,PRJ-00626,Low,5,14.4
WX-057356,PRJ-00460,Medium,2,95.0
WX-057357,PRJ-00270,Low,1,16.3
WX-057358,PRJ-01434,Low,4,17.0
WX-057359,PRJ-00992,High,0,45.7
WX-057360,PRJ-00305,Medium,1,46.2
WX-057361,PRJ-03923,Medium,2,78.3
WX-057362,PRJ-03089,Low,2,85.7
WX-057363,PRJ-02320,Low,2,51.2
WX-057364,PRJ-04885,Low,1,39.9
WX-057365,PRJ-04683,Low,0,28.0
WX-057366,PRJ-01930,Medium,3,17.5
WX-057367,PRJ-00470,Low,0,81.8
WX-057368,PRJ-01355,Low,2,7.8
WX-057369,PRJ-02757,Medium,1,2.9
WX-057370,PRJ-00307,High,0,60.5
WX-057371,PRJ-04960,Low,3,41.5
WX-057372,PRJ-00486,Medium,1,26.9
WX-057373,PRJ-00901,Low,3,88.2
WX-057374,PRJ-03881,Medium,1,77.6
WX-057375,PRJ-01757,Medium,1,47.0
WX-057376,PRJ-03850,Medium,4,55.8
WX-057377,PRJ-04748,Low,3,42.0
WX-057378,PRJ-02395,Medium,0,23.8
WX-057379,PRJ-04358,Medium,2,50.8
WX-057380,PRJ-03782,Medium,1,57.4
WX-057381,PRJ-04576,Low,0,34.5
WX-057382,PRJ-02616,Medium,4,33.7
WX-057383,PRJ-04652,Medium,2,74.5
WX-057384,PRJ-03884,High,1,25.6
WX-057385,PRJ-03147,Low,1,13.2
WX-057386,PRJ-04661,Low,0,35.0
WX-057387,PRJ-03300,Low,0,72.9
WX-057388,PRJ-00293,Low,1,35.5
WX-057389,PRJ-00860,Low,0,22.5
WX-057390,PRJ-01461,Low,2,45.4
WX-057391,PRJ-01714,Medium,1,97.6
WX-057392,PRJ-01163,Low,1,84.8
WX-057393,PRJ-00842,Medium,0,9.3
WX-057394,PRJ-02815,High,2,21.2
WX-057395,PRJ-03218,Low,1,74.3
WX-057396,PRJ-03138,High,2,47.3
WX-057397,PRJ-04614,Low,3,3.2
WX-057398,PRJ-00654,High,0,39.0
WX-057399,PRJ-03547,Low,0,73.7
WX-057400,PRJ-02560,Low,3,38.5
WX-057401,PRJ-02334,Medium,2,67.1
WX-057402,PRJ-01819,Medium,3,22.9
WX-057403,PRJ-04689,Low,3,60.5
WX-057404,PRJ-02550,Medium,2,11.8
WX-057405,PRJ-03169,Medium,4,92.0
WX-057406,PRJ-01023,High,1,93.5
WX-057407,PRJ-04332,Medium,3,64.2
WX-057408,PRJ-04428,Low,5,79.5
WX-057409,PRJ-02392,Low,1,29.9
WX-057410,PRJ-04023,Medium,1,43.0
WX-057411,PRJ-00126,Medium,2,66.5
WX-057412,PRJ-00057,Low,4,95.4
WX-057413,PRJ-04286,High,3,0.3
WX-057414,PRJ-04529,Low,3,18.5
WX-057415,PRJ-04638,Medium,0,54.6
WX-057416,PRJ-03219,Medium,0,65.7
WX-057417,PRJ-02535,High,3,73.8
WX-057418,PRJ-03918,Medium,2,17.2
WX-057419,PRJ-03866,Medium,0,36.7
WX-057420,PRJ-01984,High,1,62.7
WX-057421,PRJ-03564,Low,1,5.6
WX-057422,PRJ-04157,Medium,2,43.1
WX-057423,PRJ-00692,Low,0,13.3
WX-057424,PRJ-03654,Low,0,90.1
WX-057425,PRJ-00823,Low,1,27.2
WX-057426,PRJ-01960,High,2,99.0
WX-057427,PRJ-00440,High,1,65.3
WX-057428,PRJ-04234,High,4,35.4
WX-057429,PRJ-03036,Medium,1,74.0
WX-057430,PRJ-00577,Medium,3,20.3
WX-057431,PRJ-00693,High,0,87.5
WX-057432,PRJ-01268,Low,1,1.9
WX-057433,PRJ-03420,High,0,86.8
WX-057434,PRJ-04117,Medium,2,25.9
WX-057435,PRJ-02514,Low,2,86.1
WX-057436,PRJ-01459,Low,4,4.7
WX-057437,PRJ-03516,Medium,0,76.8
WX-057438,PRJ-03492,High,3,61.9
WX-057439,PRJ-00713,Low,4,40.3
WX-057440,PRJ-02492,Low,1,27.7
WX-057441,PRJ-04193,Low,3,84.7
WX-057442,PRJ-00670,Low,3,6.0
WX-057443,PRJ-00518,Medium,0,62.9
WX-057444,PRJ-04197,Medium,3,19.3
WX-057445,PRJ-03297,High,2,6.5
WX-057446,PRJ-04485,Medium,2,98.0
WX-057447,PRJ-02324,High,6,60.7
WX-057448,PRJ-03183,Medium,1,3.4
WX-057449,PRJ-03974,Low,3,59.6
WX-057450,PRJ-01539,Low,1,53.3
WX-057451,PRJ-02882,Medium,2,22.7
WX-057452,PRJ-01685,Low,2,3.5
WX-057453,PRJ-00281,Medium,1,42.9
WX-057454,PRJ-00789,Medium,1,57.0
WX-057455,PRJ-02524,High,0,63.3
WX-057456,PRJ-02028,Low,4,61.1
WX-057457,PRJ-04254,Low,2,77.0
WX-057458,PRJ-02987,High,1,29.8
WX-057459,PRJ-04714,Medium,2,18.9
WX-057460,PRJ-00055,Low,3,53.1
WX-057461,PRJ-03782,Low,0,51.0
WX-057462,PRJ-04701,Medium,2,56.2
WX-057463,PRJ-04041,Medium,3,30.1
WX-057464,PRJ-03940,Low,0,50.4
WX-057465,PRJ-01221,Medium,2,22.2
WX-057466,PRJ-03676,Medium,1,54.8
WX-057467,PRJ-00731,Low,1,43.8
WX-057468,PRJ-01183,Medium,2,97.4
WX-057469,PRJ-04004,Low,7,2.1
WX-057470,PRJ-03352,Medium,1,39.2
WX-057471,PRJ-03653,Low,1,55.9
WX-057472,PRJ-03090,Low,3,92.1
WX-057473,PRJ-04663,Medium,1,88.3
WX-057474,PRJ-01485,Medium,0,32.2
WX-057475,PRJ-00436,Medium,1,15.1
WX-057476,PRJ-02280,Medium,0,38.8
WX-057477,PRJ-01595,Medium,0,21.5
WX-057478,PRJ-01830,Medium,3,52.9
WX-057479,PRJ-04426,Low,2,71.3
WX-057480,PRJ-01023,Low,4,68.0
WX-057481,PRJ-00253,Low,1,99.0
WX-057482,PRJ-01024,High,0,61.7
WX-057483,PRJ-01349,Low,2,6.2
WX-057484,PRJ-04667,Medium,1,78.4
WX-057485,PRJ-03666,High,2,8.5
WX-057486,PRJ-03735,Medium,0,76.1
WX-057487,PRJ-03372,Low,2,37.9
WX-057488,PRJ-04452,Medium,0,1.5
WX-057489,PRJ-03453,Low,4,94.9
WX-057490,PRJ-02424,Low,1,23.7
WX-057491,PRJ-04748,Low,3,50.8
WX-057492,PRJ-03874,Low,0,62.5
WX-057493,PRJ-03580,Medium,0,25.1
WX-057494,PRJ-02817,Low,0,85.4
WX-057495,PRJ-00705,Medium,3,81.3
WX-057496,PRJ-01235,Medium,3,83.3
WX-057497,PRJ-02317,High,1,15.5
WX-057498,PRJ-04042,High,0,91.0
WX-057499,PRJ-03487,Low,0,48.7
WX-057500,PRJ-04480,Low,3,60.8
WX-057501,PRJ-00880,Low,4,15.0
WX-057502,PRJ-02054,Low,1,45.9
WX-057503,PRJ-02657,Low,2,12.5
WX-057504,PRJ-01550,High,0,39.5
WX-057505,PRJ-00088,Low,1,9.8
WX-057506,PRJ-03578,Medium,1,50.5
WX-057507,PRJ-02177,Medium,1,33.5
WX-057508,PRJ-04322,High,5,82.4
WX-057509,PRJ-03977,Medium,0,58.5
WX-057510,PRJ-02607,Low,1,37.1
WX-057511,PRJ-02598,Medium,1,69.6
WX-057512,PRJ-01316,Low,1,17.8
WX-057513,PRJ-01304,High,0,35.9
WX-057514,PRJ-01947,Low,4,5.6
WX-057515,PRJ-01452,Medium,3,33.6
WX-057516,PRJ-00959,High,1,12.9
WX-057517,PRJ-04760,Medium,1,4.7
WX-057518,PRJ-00359,Medium,2,81.9
WX-057519,PRJ-02217,Low,1,3.6
WX-057520,PRJ-00994,Medium,0,1.2
WX-057521,PRJ-01445,High,1,23.5
WX-057522,PRJ-02885,Medium,1,81.5
WX-057523,PRJ-00149,Medium,2,92.0
WX-057524,PRJ-03324,Low,2,63.2
WX-057525,PRJ-03527,Low,3,55.8
WX-057526,PRJ-03770,Medium,3,79.1
WX-057527,PRJ-02811,Low,1,41.4
WX-057528,PRJ-03440,High,3,88.9
WX-057529,PRJ-01387,Low,1,25.1
WX-057530,PRJ-00931,Medium,1,63.7
WX-057531,PRJ-02819,Low,1,70.8
WX-057532,PRJ-02491,Low,1,6.5
WX-057533,PRJ-02338,Low,1,18.3
WX-057534,PRJ-00165,Medium,1,87.2
WX-057535,PRJ-01525,Medium,0,53.1
WX-057536,PRJ-03833,Low,3,7.4
WX-057537,PRJ-01858,High,1,59.1
WX-057538,PRJ-00921,Low,0,52.8
WX-057539,PRJ-02768,Medium,0,3.5
WX-057540,PRJ-00569,Medium,4,12.8
WX-057541,PRJ-04469,Medium,4,2.9
WX-057542,PRJ-00727,Low,2,39.9
WX-057543,PRJ-00187,Medium,2,8.7
WX-057544,PRJ-00110,Low,1,66.6
WX-057545,PRJ-01775,Medium,1,77.5
WX-057546,PRJ-00207,Medium,2,33.6
WX-057547,PRJ-04579,Low,1,63.6
WX-057548,PRJ-02345,Low,1,55.0
WX-057549,PRJ-02015,High,0,76.1
WX-057550,PRJ-02573,Medium,1,27.7
WX-057551,PRJ-03787,Medium,3,94.4
WX-057552,PRJ-04564,High,1,33.7
WX-057553,PRJ-03721,Low,1,43.7
WX-057554,PRJ-01137,Low,6,96.4
WX-057555,PRJ-05000,Low,3,61.1
WX-057556,PRJ-04488,High,1,78.5
WX-057557,PRJ-00469,Medium,2,17.7
WX-057558,PRJ-04272,High,0,24.4
WX-057559,PRJ-01529,Low,1,37.2
WX-057560,PRJ-00507,Medium,0,61.7
WX-057561,PRJ-04063,Medium,2,71.7
WX-057562,PRJ-00351,Low,0,90.2
WX-057563,PRJ-04403,Medium,1,33.6
WX-057564,PRJ-03360,Medium,3,88.0
WX-057565,PRJ-01479,Low,2,65.6
WX-057566,PRJ-00214,Low,4,50.0
WX-057567,PRJ-00776,Medium,3,27.4
WX-057568,PRJ-03070,High,1,48.1
WX-057569,PRJ-03768,Low,1,86.9
WX-057570,PRJ-00137,High,0,58.9
WX-057571,PRJ-04714,High,1,3.8
WX-057572,PRJ-02261,Low,0,57.9
WX-057573,PRJ-04404,Low,4,35.7
WX-057574,PRJ-01450,High,1,73.5
WX-057575,PRJ-04111,Low,0,64.0
WX-057576,PRJ-04063,Low,2,35.9
WX-057577,PRJ-00892,Medium,2,90.8
WX-057578,PRJ-03144,High,3,96.9
WX-057579,PRJ-02065,Low,2,1.8
WX-057580,PRJ-01428,Medium,2,78.6
WX-057581,PRJ-02739,Medium,1,9.7
WX-057582,PRJ-01573,Low,1,62.0
WX-057583,PRJ-02444,Medium,1,1.4
WX-057584,PRJ-00025,Medium,1,16.6
WX-057585,PRJ-01087,Medium,2,10.6
WX-057586,PRJ-02497,Low,4,82.4
WX-057587,PRJ-03315,Medium,2,4.0
WX-057588,PRJ-03911,High,1,22.3
WX-057589,PRJ-02350,Low,1,19.5
WX-057590,PRJ-02289,High,0,98.8
WX-057591,PRJ-00013,Medium,3,76.6
WX-057592,PRJ-01404,Medium,1,84.2
WX-057593,PRJ-01811,Low,1,83.4
WX-057594,PRJ-02561,High,3,0.5
WX-057595,PRJ-04514,High,4,63.2
WX-057596,PRJ-04907,Low,2,62.3
WX-057597,PRJ-03401,Medium,2,77.5
WX-057598,PRJ-02342,Low,4,16.7
WX-057599,PRJ-00177,Medium,2,2.4
WX-057600,PRJ-02642,High,1,42.7
WX-057601,PRJ-00581,Low,0,15.9
WX-057602,PRJ-01134,Medium,5,97.7
WX-057603,PRJ-03423,Medium,2,18.4
WX-057604,PRJ-00412,Low,3,43.2
WX-057605,PRJ-01789,Medium,0,26.3
WX-057606,PRJ-02272,High,0,19.6
WX-057607,PRJ-01293,Medium,1,65.6
WX-057608,PRJ-03864,Medium,0,39.9
WX-057609,PRJ-01374,Low,2,45.8
WX-057610,PRJ-00316,Low,2,36.1
WX-057611,PRJ-03084,High,1,32.8
WX-057612,PRJ-01333,High,3,51.9
WX-057613,PRJ-00410,Medium,0,38.6
WX-057614,PRJ-03957,Low,1,78.0
WX-057615,PRJ-04995,Medium,2,49.1
WX-057616,PRJ-02855,High,1,78.4
WX-057617,PRJ-01429,Medium,4,23.6
WX-057618,PRJ-00027,Medium,0,0.8
WX-057619,PRJ-02428,Low,4,4.8
WX-057620,PRJ-00807,Low,2,50.7
WX-057621,PRJ-00260,Low,3,39.9
WX-057622,PRJ-00934,Low,1,18.3
WX-057623,PRJ-00273,Medium,2,25.7
WX-057624,PRJ-00002,Medium,0,87.7
WX-057625,PRJ-04232,Medium,0,63.3
WX-057626,PRJ-04140,Medium,2,38.2
WX-057627,PRJ-00276,Low,0,69.9
WX-057628,PRJ-02186,High,2,53.1
WX-057629,PRJ-03363,Medium,0,35.0
WX-057630,PRJ-03267,Low,1,66.3
WX-057631,PRJ-04239,Low,2,51.3
WX-057632,PRJ-02661,Low,0,41.2
WX-057633,PRJ-00733,Medium,0,99.1
WX-057634,PRJ-04980,High,2,41.8
WX-057635,PRJ-02426,High,1,87.0
WX-057636,PRJ-00007,Medium,4,96.4
WX-057637,PRJ-04129,High,1,93.2
WX-057638,PRJ-04055,Medium,2,47.0
WX-057639,PRJ-04694,Low,2,36.0
WX-057640,PRJ-00814,Medium,1,95.3
WX-057641,PRJ-02488,Low,2,33.8
WX-057642,PRJ-00541,Low,4,73.9
WX-057643,PRJ-02054,High,1,42.6
WX-057644,PRJ-00833,High,2,10.1
WX-057645,PRJ-00374,Low,0,34.6
WX-057646,PRJ-04200,Low,1,71.3
WX-057647,PRJ-00849,Low,2,13.5
WX-057648,PRJ-04327,Medium,3,77.6
WX-057649,PRJ-01784,High,2,35.8
WX-057650,PRJ-02421,Medium,2,90.4
WX-057651,PRJ-02527,Medium,1,70.8
WX-057652,PRJ-01762,High,2,16.5
WX-057653,PRJ-03297,Medium,1,46.4
WX-057654,PRJ-03488,Low,2,60.4
WX-057655,PRJ-03252,High,2,78.1
WX-057656,PRJ-00224,Low,1,60.4
WX-057657,PRJ-03569,Low,0,17.1
WX-057658,PRJ-03628,Medium,2,2.6
WX-057659,PRJ-01183,Low,1,87.8
WX-057660,PRJ-02525,Low,2,56.9
WX-057661,PRJ-00057,Low,3,40.7
WX-057662,PRJ-03719,Medium,0,33.1
WX-057663,PRJ-01874,Low,1,59.3
WX-057664,PRJ-04030,Medium,3,20.0
WX-057665,PRJ-04417,High,3,29.5
WX-057666,PRJ-00540,Low,1,90.3
WX-057667,PRJ-04193,Medium,1,65.6
WX-057668,PRJ-01242,Low,1,72.2
WX-057669,PRJ-03012,Medium,3,11.1
