response_id,project_id,stakeholder_type,response_time_days,responsiveness_score
RESP-037899,PRJ-00766,Revenue Officer,10,73.6
RESP-037900,PRJ-00492,Revenue Officer,21,86.6
RESP-037901,PRJ-03627,Contractor,25,87.5
RESP-037902,PRJ-04675,Landowner,11,79.0
RESP-037903,PRJ-01493,Contractor,10,83.2
RESP-037904,PRJ-02578,Contractor,15,100.0
RESP-037905,PRJ-02036,RDO,10,71.2
RESP-037906,PRJ-02011,Landowner,8,90.1
RESP-037907,PRJ-04662,Contractor,2,100.0
RESP-037908,PRJ-01397,RDO,12,67.7
RESP-037909,PRJ-02030,Contractor,3,92.9
RESP-037910,PRJ-04747,RDO,11,100.0
RESP-037911,PRJ-02697,Project Manager,6,75.2
RESP-037912,PRJ-02929,Contractor,13,82.9
RESP-037913,PRJ-01089,RDO,8,100.0
RESP-037914,PRJ-00228,Revenue Officer,4,97.2
RESP-037915,PRJ-01349,Project Manager,8,87.7
RESP-037916,PRJ-00210,Project Manager,5,89.9
RESP-037917,PRJ-04934,Landowner,13,70.8
RESP-037918,PRJ-03042,RDO,24,99.4
RESP-037919,PRJ-01953,Project Manager,8,95.1
RESP-037920,PRJ-01615,Landowner,14,98.6
RESP-037921,PRJ-01184,Project Manager,3,72.3
RESP-037922,PRJ-03449,Project Manager,20,81.0
RESP-037923,PRJ-01565,Landowner,7,100.0
RESP-037924,PRJ-00007,Landowner,29,93.5
RESP-037925,PRJ-03562,Contractor,6,100.0
RESP-037926,PRJ-04585,Contractor,14,85.4
RESP-037927,PRJ-03642,Landowner,16,90.8
RESP-037928,PRJ-03757,RDO,10,100.0
RESP-037929,PRJ-03008,Project Manager,4,67.4
RESP-037930,PRJ-04948,Revenue Officer,5,97.4
RESP-037931,PRJ-02008,Landowner,8,71.2
RESP-037932,PRJ-02031,Landowner,19,91.9
RESP-037933,PRJ-04340,Landowner,7,70.0
RESP-037934,PRJ-02103,Revenue Officer,14,100.0
RESP-037935,PRJ-00195,Project Manager,16,92.6
RESP-037936,PRJ-01656,Landowner,3,93.2
RESP-037937,PRJ-02505,Revenue Officer,8,87.3
RESP-037938,PRJ-01853,Landowner,6,81.4
RESP-037939,PRJ-03908,Project Manager,21,92.8
RESP-037940,PRJ-02700,Contractor,4,79.6
RESP-037941,PRJ-00519,Project Manager,11,99.0
RESP-037942,PRJ-02316,RDO,9,89.1
RESP-037943,PRJ-01012,Landowner,4,78.6
RESP-037944,PRJ-04918,Contractor,7,85.9
RESP-037945,PRJ-03303,Contractor,2,82.6
RESP-037946,PRJ-02593,RDO,15,79.7
RESP-037947,PRJ-00020,Landowner,33,98.8
RESP-037948,PRJ-01874,RDO,3,84.7
RESP-037949,PRJ-02059,Revenue Officer,22,84.7
RESP-037950,PRJ-03644,Contractor,5,75.1
RESP-037951,PRJ-04636,Contractor,16,89.3
RESP-037952,PRJ-02618,Revenue Officer,16,86.3
RESP-037953,PRJ-00522,Landowner,7,100.0
RESP-037954,PRJ-03841,Landowner,2,77.6
RESP-037955,PRJ-02420,Landowner,33,63.5
RESP-037956,PRJ-04642,Project Manager,17,74.2
RESP-037957,PRJ-00463,Revenue Officer,15,77.7
RESP-037958,PRJ-00697,Project Manager,15,92.1
RESP-037959,PRJ-04952,Project Manager,11,61.1
RESP-037960,PRJ-02380,Contractor,19,95.5
RESP-037961,PRJ-01475,Revenue Officer,7,99.5
RESP-037962,PRJ-04608,Revenue Officer,22,91.3
RESP-037963,PRJ-04254,Project Manager,7,84.8
RESP-037964,PRJ-01665,Project Manager,7,85.9
RESP-037965,PRJ-00821,RDO,7,100.0
RESP-037966,PRJ-04855,Landowner,12,92.1
RESP-037967,PRJ-03197,Project Manager,8,97.9
RESP-037968,PRJ-04431,Landowner,3,90.2
RESP-037969,PRJ-02817,RDO,14,93.6
RESP-037970,PRJ-04603,Contractor,13,69.1
RESP-037971,PRJ-01516,Landowner,22,77.7
RESP-037972,PRJ-04802,RDO,3,96.4
RESP-037973,PRJ-04302,RDO,12,100.0
RESP-037974,PRJ-03199,Project Manager,4,80.3
RESP-037975,PRJ-03883,Revenue Officer,13,100.0
RESP-037976,PRJ-01507,RDO,23,95.6
RESP-037977,PRJ-03347,RDO,19,95.3
RESP-037978,PRJ-02397,RDO,3,94.0
RESP-037979,PRJ-02684,Contractor,7,80.3
RESP-037980,PRJ-03953,Contractor,12,95.7
RESP-037981,PRJ-01468,Contractor,26,58.5
RESP-037982,PRJ-02868,RDO,33,90.0
RESP-037983,PRJ-00760,Revenue Officer,11,78.5
RESP-037984,PRJ-01332,Revenue Officer,7,68.9
RESP-037985,PRJ-00513,Contractor,11,94.1
RESP-037986,PRJ-00488,RDO,11,99.1
RESP-037987,PRJ-02767,Revenue Officer,12,94.5
RESP-037988,PRJ-04942,RDO,7,76.2
RESP-037989,PRJ-04578,Project Manager,4,88.8
RESP-037990,PRJ-00875,Contractor,8,83.7
RESP-037991,PRJ-02221,Contractor,5,79.0
RESP-037992,PRJ-02405,RDO,17,100.0
RESP-037993,PRJ-03924,Project Manager,6,100.0
RESP-037994,PRJ-01292,RDO,16,87.4
RESP-037995,PRJ-01482,Revenue Officer,19,100.0
RESP-037996,PRJ-00944,RDO,6,74.1
RESP-037997,PRJ-01363,Project Manager,3,59.6
RESP-037998,PRJ-03199,RDO,12,100.0
RESP-037999,PRJ-00495,Revenue Officer,8,81.8
RESP-038000,PRJ-01427,Project Manager,15,92.0
RESP-038001,PRJ-02966,Contractor,5,77.5
RESP-038002,PRJ-00360,RDO,3,94.7
RESP-038003,PRJ-04299,RDO,18,95.8
RESP-038004,PRJ-02308,Project Manager,23,100.0
RESP-038005,PRJ-01559,Project Manager,3,82.5
RESP-038006,PRJ-04484,Landowner,9,97.3
RESP-038007,PRJ-04723,Contractor,13,100.0
RESP-038008,PRJ-01723,RDO,10,100.0
RESP-038009,PRJ-04182,Contractor,4,79.9
RESP-038010,PRJ-00956,Contractor,9,100.0
RESP-038011,PRJ-03276,RDO,7,95.6
RESP-038012,PRJ-03383,Landowner,12,100.0
RESP-038013,PRJ-00936,Project Manager,9,58.9
RESP-038014,PRJ-02827,Contractor,12,84.0
RESP-038015,PRJ-03489,RDO,21,87.6
RESP-038016,PRJ-00521,Project Manager,12,87.5
RESP-038017,PRJ-01387,Contractor,8,79.1
RESP-038018,PRJ-03313,Contractor,21,100.0
RESP-038019,PRJ-01667,Revenue Officer,13,99.9
RESP-038020,PRJ-03776,Landowner,18,67.5
RESP-038021,PRJ-01365,Project Manager,4,85.6
RESP-038022,PRJ-04160,Landowner,10,88.3
RESP-038023,PRJ-03416,Project Manager,32,98.8
RESP-038024,PRJ-02564,Landowner,14,98.3
RESP-038025,PRJ-03279,Landowner,13,93.5
RESP-038026,PRJ-01839,Revenue Officer,12,83.5
RESP-038027,PRJ-03590,Contractor,28,98.5
RESP-038028,PRJ-04147,Landowner,4,100.0
RESP-038029,PRJ-04005,RDO,26,77.3
RESP-038030,PRJ-02998,Contractor,20,97.9
RESP-038031,PRJ-04274,Project Manager,28,97.5
RESP-038032,PRJ-02814,Landowner,2,81.7
RESP-038033,PRJ-00741,Project Manager,14,86.7
RESP-038034,PRJ-03239,Project Manager,9,90.3
RESP-038035,PRJ-03056,Contractor,18,81.8
RESP-038036,PRJ-04754,Contractor,7,80.9
RESP-038037,PRJ-00284,RDO,6,85.6
RESP-038038,PRJ-01973,RDO,7,88.4
RESP-038039,PRJ-00720,Contractor,21,77.9
RESP-038040,PRJ-03309,Contractor,19,74.2
RESP-038041,PRJ-03147,Project Manager,10,95.7
RESP-038042,PRJ-04369,RDO,9,94.1
RESP-038043,PRJ-04116,Revenue Officer,18,88.6
RESP-038044,PRJ-04344,Contractor,8,91.2
RESP-038045,PRJ-04120,RDO,6,90.1
RESP-038046,PRJ-04112,Revenue Officer,5,97.2
RESP-038047,PRJ-00936,Project Manager,9,96.7
RESP-038048,PRJ-04526,RDO,12,91.4
RESP-038049,PRJ-02075,Revenue Officer,13,100.0
RESP-038050,PRJ-02901,Contractor,23,94.2
RESP-038051,PRJ-01685,Landowner,9,72.9
RESP-038052,PRJ-03911,Revenue Officer,12,78.0
RESP-038053,PRJ-03766,Landowner,21,99.4
RESP-038054,PRJ-04796,Revenue Officer,13,100.0
RESP-038055,PRJ-01966,RDO,6,93.7
RESP-038056,PRJ-01510,RDO,21,96.2
RESP-038057,PRJ-03939,Landowner,19,81.3
RESP-038058,PRJ-00048,Contractor,12,90.1
RESP-038059,PRJ-01567,Project Manager,10,100.0
RESP-038060,PRJ-01708,Landowner,3,72.2
RESP-038061,PRJ-04500,Landowner,15,75.7
RESP-038062,PRJ-00094,Contractor,7,90.3
RESP-038063,PRJ-02703,Project Manager,7,95.3
RESP-038064,PRJ-04117,Landowner,37,100.0
RESP-038065,PRJ-04882,Project Manager,27,100.0
RESP-038066,PRJ-03220,Revenue Officer,19,84.3
RESP-038067,PRJ-02870,Project Manager,16,100.0
RESP-038068,PRJ-00844,Landowner,12,80.9
RESP-038069,PRJ-02301,RDO,7,91.1
RESP-038070,PRJ-02144,RDO,2,75.6
RESP-038071,PRJ-04660,Project Manager,9,96.3
RESP-038072,PRJ-00003,Landowner,11,79.6
RESP-038073,PRJ-03371,RDO,11,64.3
RESP-038074,PRJ-03186,Landowner,10,97.8
RESP-038075,PRJ-04791,Revenue Officer,2,89.6
RESP-038076,PRJ-01500,Contractor,13,100.0
RESP-038077,PRJ-02043,Landowner,4,68.8
RESP-038078,PRJ-03199,Revenue Officer,9,100.0
RESP-038079,PRJ-04533,Project Manager,18,60.1
RESP-038080,PRJ-00674,Project Manager,10,74.8
RESP-038081,PRJ-00219,Revenue Officer,11,78.2
RESP-038082,PRJ-04463,RDO,14,88.9
RESP-038083,PRJ-03784,Revenue Officer,4,74.4
RESP-038084,PRJ-00778,Revenue Officer,6,100.0
RESP-038085,PRJ-02750,Contractor,13,83.8
RESP-038086,PRJ-02803,Revenue Officer,3,100.0
RESP-038087,PRJ-03598,Landowner,12,91.5
RESP-038088,PRJ-01718,RDO,5,64.0
RESP-038089,PRJ-00854,Project Manager,4,88.7
RESP-038090,PRJ-00298,Project Manager,11,100.0
RESP-038091,PRJ-01622,Project Manager,10,96.6
RESP-038092,PRJ-04194,Project Manager,12,100.0
RESP-038093,PRJ-00235,Contractor,14,82.9
RESP-038094,PRJ-04339,RDO,13,78.2
RESP-038095,PRJ-01987,Landowner,19,97.3
RESP-038096,PRJ-03889,Landowner,9,100.0
RESP-038097,PRJ-01383,Contractor,18,100.0
RESP-038098,PRJ-03420,Project Manager,15,84.1
RESP-038099,PRJ-04333,Contractor,6,83.6
RESP-038100,PRJ-00233,RDO,16,85.1
RESP-038101,PRJ-01452,Revenue Officer,13,86.0
RESP-038102,PRJ-00619,Landowner,30,90.5
RESP-038103,PRJ-03210,Revenue Officer,11,86.8
RESP-038104,PRJ-04489,Revenue Officer,9,100.0
RESP-038105,PRJ-04534,Project Manager,15,61.6
RESP-038106,PRJ-01373,Revenue Officer,4,98.7
RESP-038107,PRJ-04508,Contractor,12,89.0
RESP-038108,PRJ-03264,Revenue Officer,5,83.4
RESP-038109,PRJ-04718,Project Manager,10,92.7
RESP-038110,PRJ-03634,Contractor,11,70.1
RESP-038111,PRJ-00607,Contractor,7,93.5
RESP-038112,PRJ-03491,Contractor,12,100.0
RESP-038113,PRJ-04082,Contractor,24,62.3
RESP-038114,PRJ-01902,Contractor,17,94.4
RESP-038115,PRJ-02816,Project Manager,45,80.8
RESP-038116,PRJ-01232,RDO,6,88.4
RESP-038117,PRJ-03426,Landowner,6,85.0
RESP-038118,PRJ-03628,Contractor,14,100.0
RESP-038119,PRJ-01471,Landowner,7,92.2
RESP-038120,PRJ-03005,RDO,3,99.6
RESP-038121,PRJ-02612,Revenue Officer,11,89.8
RESP-038122,PRJ-04518,Project Manager,3,86.1
RESP-038123,PRJ-04453,Contractor,16,81.1
RESP-038124,PRJ-02385,Landowner,12,100.0
RESP-038125,PRJ-01099,RDO,9,100.0
RESP-038126,PRJ-03473,RDO,17,84.3
RESP-038127,PRJ-01849,Contractor,2,83.8
RESP-038128,PRJ-00599,Contractor,14,83.3
RESP-038129,PRJ-01045,Landowner,5,82.8
RESP-038130,PRJ-03929,Contractor,9,73.5
RESP-038131,PRJ-02085,RDO,16,100.0
RESP-038132,PRJ-00916,RDO,14,86.3
RESP-038133,PRJ-04569,Project Manager,8,96.6
RESP-038134,PRJ-00857,Landowner,2,71.6
RESP-038135,PRJ-01947,Revenue Officer,17,100.0
RESP-038136,PRJ-01188,Contractor,6,87.9
RESP-038137,PRJ-01708,Project Manager,4,63.8
RESP-038138,PRJ-01422,Revenue Officer,21,84.6
RESP-038139,PRJ-03277,RDO,20,88.0
RESP-038140,PRJ-02805,Contractor,10,91.2
RESP-038141,PRJ-02106,Project Manager,12,69.5
RESP-038142,PRJ-01184,Revenue Officer,19,85.2
RESP-038143,PRJ-01638,Landowner,9,77.0
RESP-038144,PRJ-02922,Contractor,6,87.5
RESP-038145,PRJ-02726,Contractor,2,87.9
RESP-038146,PRJ-03512,Landowner,6,97.9
RESP-038147,PRJ-03964,Revenue Officer,24,88.0
RESP-038148,PRJ-02028,RDO,21,100.0
RESP-038149,PRJ-01935,RDO,7,93.5
RESP-038150,PRJ-04388,Landowner,12,87.8
RESP-038151,PRJ-01185,Project Manager,7,77.2
RESP-038152,PRJ-03178,Project Manager,9,74.3
RESP-038153,PRJ-02910,Revenue Officer,10,78.9
RESP-038154,PRJ-02049,Project Manager,13,94.0
RESP-038155,PRJ-04823,Landowner,8,80.6
RESP-038156,PRJ-04004,Revenue Officer,9,70.8
RESP-038157,PRJ-00214,Revenue Officer,21,87.2
RESP-038158,PRJ-04682,Contractor,12,100.0
RESP-038159,PRJ-01104,Contractor,15,88.9
RESP-038160,PRJ-02473,Project Manager,18,100.0
RESP-038161,PRJ-01898,RDO,12,96.0
RESP-038162,PRJ-02061,Landowner,7,82.7
RESP-038163,PRJ-04789,Revenue Officer,6,91.3
RESP-038164,PRJ-03022,Landowner,2,92.0
RESP-038165,PRJ-02280,RDO,12,94.5
RESP-038166,PRJ-04115,Landowner,1,96.2
RESP-038167,PRJ-02729,Project Manager,11,76.8
RESP-038168,PRJ-01862,Revenue Officer,7,91.7
RESP-038169,PRJ-00096,Landowner,11,100.0
RESP-038170,PRJ-00972,RDO,6,89.0
RESP-038171,PRJ-04032,RDO,13,100.0
RESP-038172,PRJ-04336,Project Manager,13,97.4
RESP-038173,PRJ-02339,Contractor,6,100.0
RESP-038174,PRJ-01830,RDO,15,91.3
RESP-038175,PRJ-04688,RDO,6,100.0
RESP-038176,PRJ-01396,RDO,7,100.0
RESP-038177,PRJ-03905,Landowner,4,93.5
RESP-038178,PRJ-03733,Revenue Officer,10,82.2
RESP-038179,PRJ-03935,Project Manager,23,85.9
RESP-038180,PRJ-02083,RDO,9,100.0
RESP-038181,PRJ-03842,Landowner,13,93.1
RESP-038182,PRJ-04615,Contractor,4,88.2
RESP-038183,PRJ-00340,Revenue Officer,13,89.5
RESP-038184,PRJ-01609,Revenue Officer,19,100.0
RESP-038185,PRJ-03729,RDO,32,92.8
RESP-038186,PRJ-00857,Revenue Officer,21,79.4
RESP-038187,PRJ-04603,RDO,5,99.9
RESP-038188,PRJ-01885,RDO,11,100.0
RESP-038189,PRJ-03666,Landowner,15,100.0
RESP-038190,PRJ-03929,Landowner,12,97.9
RESP-038191,PRJ-00045,Landowner,20,87.6
RESP-038192,PRJ-00640,Contractor,32,91.2
RESP-038193,PRJ-04139,Contractor,22,92.3
RESP-038194,PRJ-04181,Revenue Officer,15,96.2
RESP-038195,PRJ-00416,RDO,16,89.8
RESP-038196,PRJ-02531,Project Manager,9,100.0
RESP-038197,PRJ-03739,Project Manager,20,98.7
RESP-038198,PRJ-02502,Contractor,14,99.7
RESP-038199,PRJ-01446,RDO,11,83.8
RESP-038200,PRJ-02761,Revenue Officer,10,97.6
RESP-038201,PRJ-04049,Project Manager,3,87.4
RESP-038202,PRJ-04762,Landowner,4,97.5
RESP-038203,PRJ-01978,RDO,4,86.4
RESP-038204,PRJ-04373,Contractor,4,74.2
RESP-038205,PRJ-03609,Contractor,6,75.4
RESP-038206,PRJ-00864,Contractor,11,79.8
RESP-038207,PRJ-01275,Landowner,23,100.0
RESP-038208,PRJ-03827,Project Manager,13,97.2
RESP-038209,PRJ-03157,RDO,14,77.4
RESP-038210,PRJ-01024,Project Manager,3,72.5
RESP-038211,PRJ-01583,Revenue Officer,10,80.3
RESP-038212,PRJ-01063,Project Manager,10,77.9
RESP-038213,PRJ-01558,Contractor,7,85.9
RESP-038214,PRJ-03039,Landowner,4,100.0
RESP-038215,PRJ-03151,Project Manager,4,77.2
RESP-038216,PRJ-00571,Project Manager,18,87.4
RESP-038217,PRJ-04251,Landowner,2,72.6
RESP-038218,PRJ-02981,Contractor,9,97.2
RESP-038219,PRJ-03293,Project Manager,3,84.5
RESP-038220,PRJ-02854,Revenue Officer,8,72.8
RESP-038221,PRJ-00641,Project Manager,7,100.0
RESP-038222,PRJ-00540,Revenue Officer,14,81.3
RESP-038223,PRJ-04959,Landowner,20,81.1
RESP-038224,PRJ-04585,Project Manager,5,97.2
RESP-038225,PRJ-04195,Revenue Officer,17,100.0
RESP-038226,PRJ-04222,Landowner,8,100.0
RESP-038227,PRJ-01826,Landowner,10,74.0
RESP-038228,PRJ-03130,Revenue Officer,7,95.0
RESP-038229,PRJ-01345,Project Manager,9,100.0
RESP-038230,PRJ-00431,RDO,3,89.8
RESP-038231,PRJ-03725,Revenue Officer,9,100.0
RESP-038232,PRJ-03074,Project Manager,16,75.5
RESP-038233,PRJ-01298,RDO,3,91.2
RESP-038234,PRJ-03493,Contractor,11,89.2
RESP-038235,PRJ-03588,RDO,25,76.0
RESP-038236,PRJ-04699,Revenue Officer,15,90.6
RESP-038237,PRJ-04312,Contractor,3,81.9
RESP-038238,PRJ-02103,Revenue Officer,4,98.4
RESP-038239,PRJ-04990,Revenue Officer,12,95.1
RESP-038240,PRJ-03864,RDO,9,87.0
RESP-038241,PRJ-00024,Contractor,10,90.4
RESP-038242,PRJ-04441,Contractor,13,65.7
RESP-038243,PRJ-00264,Landowner,6,100.0
RESP-038244,PRJ-01972,Revenue Officer,26,92.8
RESP-038245,PRJ-01891,RDO,5,61.1
RESP-038246,PRJ-03761,Landowner,25,80.1
RESP-038247,PRJ-00293,Project Manager,6,100.0
RESP-038248,PRJ-04108,Contractor,16,78.3
RESP-038249,PRJ-02469,Revenue Officer,3,100.0
RESP-038250,PRJ-01499,Contractor,14,95.3
RESP-038251,PRJ-00117,Project Manager,21,80.2
RESP-038252,PRJ-04978,Landowner,13,93.3
RESP-038253,PRJ-01231,Revenue Officer,14,77.4
RESP-038254,PRJ-03294,Project Manager,11,83.4
RESP-038255,PRJ-02421,Revenue Officer,26,95.6
RESP-038256,PRJ-03151,RDO,19,99.0
RESP-038257,PRJ-00890,Revenue Officer,7,95.7
RESP-038258,PRJ-00360,Revenue Officer,7,100.0
RESP-038259,PRJ-01953,Landowner,14,100.0
RESP-038260,PRJ-04252,Project Manager,28,93.0
RESP-038261,PRJ-01072,Landowner,12,74.2
RESP-038262,PRJ-00383,Landowner,19,93.3
RESP-038263,PRJ-01742,Contractor,34,52.1
RESP-038264,PRJ-03196,Landowner,2,97.3
RESP-038265,PRJ-00227,Contractor,8,75.3
RESP-038266,PRJ-04534,Revenue Officer,2,100.0
RESP-038267,PRJ-02360,Revenue Officer,23,90.2
RESP-038268,PRJ-03091,Contractor,19,100.0
RESP-038269,PRJ-00927,Revenue Officer,11,82.8
RESP-038270,PRJ-00373,Contractor,8,76.7
RESP-038271,PRJ-00820,RDO,7,67.0
RESP-038272,PRJ-02174,Revenue Officer,22,85.4
RESP-038273,PRJ-00873,Landowner,14,84.4
RESP-038274,PRJ-02231,Contractor,8,44.5
RESP-038275,PRJ-03248,Revenue Officer,8,79.9
RESP-038276,PRJ-03012,RDO,10,83.3
RESP-038277,PRJ-01068,Project Manager,4,79.9
RESP-038278,PRJ-00495,Revenue Officer,9,69.8
RESP-038279,PRJ-04486,Revenue Officer,23,89.5
RESP-038280,PRJ-01385,Landowner,7,94.2
RESP-038281,PRJ-03997,Project Manager,3,100.0
RESP-038282,PRJ-00624,Contractor,6,83.2
RESP-038283,PRJ-00443,Contractor,13,71.9
RESP-038284,PRJ-04284,Contractor,3,93.9
RESP-038285,PRJ-04656,Contractor,6,100.0
RESP-038286,PRJ-00363,RDO,22,100.0
RESP-038287,PRJ-00133,Landowner,17,79.4
RESP-038288,PRJ-02695,Landowner,4,87.3
RESP-038289,PRJ-03631,Project Manager,30,100.0
RESP-038290,PRJ-02216,Revenue Officer,8,93.7
RESP-038291,PRJ-01445,Landowner,7,100.0
RESP-038292,PRJ-00118,Contractor,4,94.0
RESP-038293,PRJ-01950,Contractor,14,79.1
RESP-038294,PRJ-04610,Contractor,18,94.0
RESP-038295,PRJ-03451,Contractor,21,48.0
RESP-038296,PRJ-00435,RDO,12,100.0
RESP-038297,PRJ-00913,Revenue Officer,10,79.3
RESP-038298,PRJ-00225,Project Manager,2,100.0
RESP-038299,PRJ-00454,Contractor,5,85.4
RESP-038300,PRJ-03157,Landowner,12,86.8
RESP-038301,PRJ-00664,Landowner,8,98.5
RESP-038302,PRJ-01179,Landowner,7,85.5
RESP-038303,PRJ-00240,Revenue Officer,7,90.0
RESP-038304,PRJ-04293,Landowner,9,85.7
RESP-038305,PRJ-04130,Contractor,27,80.3
RESP-038306,PRJ-03374,Revenue Officer,8,61.0
RESP-038307,PRJ-00602,Project Manager,9,86.2
RESP-038308,PRJ-01380,Contractor,25,95.7
RESP-038309,PRJ-01778,Project Manager,11,77.4
RESP-038310,PRJ-00267,RDO,17,90.0
RESP-038311,PRJ-01655,Contractor,13,85.6
RESP-038312,PRJ-03813,Revenue Officer,16,83.3
RESP-038313,PRJ-04782,Revenue Officer,6,100.0
RESP-038314,PRJ-02447,Project Manager,23,81.0
RESP-038315,PRJ-02850,RDO,3,69.8
RESP-038316,PRJ-00837,Revenue Officer,6,95.4
RESP-038317,PRJ-02062,Project Manager,13,85.7
RESP-038318,PRJ-02462,Revenue Officer,17,90.1
RESP-038319,PRJ-02881,Project Manager,15,82.6
RESP-038320,PRJ-03246,Landowner,17,86.3
RESP-038321,PRJ-01282,Contractor,21,88.5
RESP-038322,PRJ-04085,Contractor,43,73.4
RESP-038323,PRJ-02672,Revenue Officer,9,100.0
RESP-038324,PRJ-00193,Contractor,12,100.0
RESP-038325,PRJ-01265,Contractor,11,55.0
RESP-038326,PRJ-03567,RDO,9,77.9
RESP-038327,PRJ-03994,RDO,38,89.6
RESP-038328,PRJ-02736,Landowner,14,100.0
RESP-038329,PRJ-03283,Landowner,12,61.4
RESP-038330,PRJ-01619,Project Manager,11,88.1
RESP-038331,PRJ-03993,RDO,11,95.7
RESP-038332,PRJ-04576,Project Manager,13,82.5
RESP-038333,PRJ-02370,Landowner,8,94.3
RESP-038334,PRJ-02340,Project Manager,3,100.0
RESP-038335,PRJ-02244,Project Manager,12,100.0
RESP-038336,PRJ-01875,RDO,12,79.7
RESP-038337,PRJ-04519,RDO,10,89.3
RESP-038338,PRJ-01519,Project Manager,17,84.2
RESP-038339,PRJ-01979,Revenue Officer,12,71.5
RESP-038340,PRJ-03686,Project Manager,7,100.0
RESP-038341,PRJ-02516,Landowner,15,94.6
RESP-038342,PRJ-02710,Revenue Officer,7,83.2
RESP-038343,PRJ-01884,Landowner,9,49.9
RESP-038344,PRJ-02028,Landowner,3,96.6
RESP-038345,PRJ-04625,RDO,35,81.8
RESP-038346,PRJ-04295,Landowner,12,80.8
RESP-038347,PRJ-00032,Landowner,2,81.2
RESP-038348,PRJ-00456,Landowner,15,88.2
RESP-038349,PRJ-04796,Landowner,13,83.5
RESP-038350,PRJ-00469,Contractor,10,99.1
RESP-038351,PRJ-04316,Landowner,15,91.9
RESP-038352,PRJ-02154,RDO,14,67.2
RESP-038353,PRJ-04784,Contractor,9,97.4
RESP-038354,PRJ-03298,Revenue Officer,14,100.0
RESP-038355,PRJ-04095,Revenue Officer,2,84.7
RESP-038356,PRJ-00508,Revenue Officer,14,81.4
RESP-038357,PRJ-03405,Contractor,4,100.0
RESP-038358,PRJ-00162,Landowner,15,70.4
RESP-038359,PRJ-04875,Contractor,4,95.7
RESP-038360,PRJ-03260,Project Manager,5,97.4
RESP-038361,PRJ-04817,Landowner,3,83.4
RESP-038362,PRJ-04791,Revenue Officer,16,100.0
RESP-038363,PRJ-01615,Project Manager,15,99.6
RESP-038364,PRJ-02580,Project Manager,25,98.1
RESP-038365,PRJ-00675,RDO,15,99.4
RESP-038366,PRJ-00189,Project Manager,21,93.2
RESP-038367,PRJ-04699,RDO,15,73.0
RESP-038368,PRJ-03533,Revenue Officer,13,33.7
RESP-038369,PRJ-01829,Project Manager,15,99.5
RESP-038370,PRJ-00606,RDO,3,100.0
RESP-038371,PRJ-03114,RDO,6,100.0
RESP-038372,PRJ-04547,RDO,11,84.0
RESP-038373,PRJ-03763,Contractor,10,83.1
RESP-038374,PRJ-03259,RDO,24,61.1
RESP-038375,PRJ-02828,RDO,16,100.0
RESP-038376,PRJ-02236,Revenue Officer,22,100.0
RESP-038377,PRJ-00342,Revenue Officer,7,98.3
RESP-038378,PRJ-01918,Project Manager,40,98.9
RESP-038379,PRJ-04739,Revenue Officer,17,96.1
RESP-038380,PRJ-03693,Revenue Officer,9,100.0
RESP-038381,PRJ-03931,Contractor,6,86.8
RESP-038382,PRJ-04899,RDO,12,97.8
RESP-038383,PRJ-02209,RDO,18,76.4
RESP-038384,PRJ-03349,Landowner,7,98.0
RESP-038385,PRJ-01166,Contractor,7,100.0
RESP-038386,PRJ-04178,Contractor,4,96.3
RESP-038387,PRJ-02488,Landowner,11,100.0
RESP-038388,PRJ-02329,RDO,5,82.1
RESP-038389,PRJ-01277,Revenue Officer,10,95.3
RESP-038390,PRJ-03691,RDO,8,86.5
RESP-038391,PRJ-01331,Revenue Officer,16,89.1
RESP-038392,PRJ-02612,RDO,2,94.4
RESP-038393,PRJ-03128,Project Manager,14,100.0
RESP-038394,PRJ-04766,Project Manager,11,100.0
RESP-038395,PRJ-00654,Contractor,11,86.7
RESP-038396,PRJ-01363,Contractor,10,78.2
RESP-038397,PRJ-00949,RDO,16,77.1
RESP-038398,PRJ-00958,Revenue Officer,4,82.0
RESP-038399,PRJ-00319,RDO,10,66.9
RESP-038400,PRJ-00744,RDO,7,71.3
RESP-038401,PRJ-03161,Contractor,7,94.7
RESP-038402,PRJ-04976,Project Manager,14,88.1
RESP-038403,PRJ-04564,Revenue Officer,20,79.4
RESP-038404,PRJ-03311,Contractor,24,88.8
RESP-038405,PRJ-04273,Landowner,13,74.0
RESP-038406,PRJ-01696,Revenue Officer,5,78.3
RESP-038407,PRJ-02304,Landowner,2,100.0
RESP-038408,PRJ-00604,Landowner,8,75.0
RESP-038409,PRJ-02738,Landowner,4,87.8
RESP-038410,PRJ-00373,Revenue Officer,8,100.0
RESP-038411,PRJ-03909,Revenue Officer,17,100.0
RESP-038412,PRJ-02852,Contractor,10,98.2
RESP-038413,PRJ-01595,Project Manager,17,100.0
RESP-038414,PRJ-03235,Landowner,6,68.2
RESP-038415,PRJ-01635,Landowner,20,98.1
RESP-038416,PRJ-03952,RDO,8,100.0
RESP-038417,PRJ-02070,Revenue Officer,7,70.3
RESP-038418,PRJ-01321,Landowner,13,79.5
RESP-038419,PRJ-00568,RDO,4,95.3
RESP-038420,PRJ-02505,RDO,10,82.5
RESP-038421,PRJ-04098,Project Manager,7,81.5
RESP-038422,PRJ-01510,Revenue Officer,8,63.7
RESP-038423,PRJ-02845,RDO,10,92.6
