project_id,project_type,land_required,affected_parcels,affected_families,legal_disputes,compensation_pending,approval_pending,documentation_pending,rehabilitation_pending,notification_pending,award_pending,possession_pending,stakeholder_responsiveness,environmental_risk,weather_risk,risk_score,delay_probability,delay_risk_label,delay_days
PRJ-03156,Industrial Corridor,1.01,6,4,0,0,0,0,0,0,0,0,95.2,98.97,31.35,13.5,0.0998,LOW,33
PRJ-04820,Road,0.32,2,5,0,0,0,1,0,1,0,0,95.6,32.35,38.72,26.6,0.2891,MEDIUM,0
PRJ-01309,Road,3.23,4,5,0,0,0,0,1,0,0,1,76.3,42.8,34.78,20.4,0.2315,LOW,0
PRJ-03083,Road,1.59,4,8,0,0,0,1,1,1,1,0,51.8,22.25,35.0,57.6,0.5622,HIGH,64
PRJ-00923,Irrigation,1.29,6,2,0,0,0,0,0,0,0,0,100.0,74.33,96.8,5.9,0.0998,LOW,0
PRJ-02016,Road,2.23,10,3,0,0,0,0,0,0,0,0,74.2,62.06,22.66,11.1,0.0998,LOW,0
PRJ-01125,Renewable Energy,5.53,6,5,0,1,0,0,1,0,1,1,71.1,45.05,17.09,54.3,0.5,HIGH,119
PRJ-02696,Rail,0.98,5,7,0,1,0,0,0,0,0,0,100.0,38.32,25.96,24.5,0.2405,LOW,120
PRJ-02362,Rail,2.35,6,7,1,0,0,0,0,0,0,0,74.1,28.78,38.45,26.1,0.2592,MEDIUM,0
PRJ-04509,Road,1.67,5,6,0,0,0,1,0,0,0,0,91.5,51.37,67.86,18.8,0.1978,LOW,0
PRJ-03255,Renewable Energy,0.54,7,8,0,0,0,0,0,0,0,0,99.7,33.29,75.18,15.2,0.1246,LOW,0
PRJ-00856,Rail,0.48,4,3,0,0,0,1,0,0,0,0,82.9,63.56,83.22,22.7,0.1978,LOW,0
PRJ-03212,Industrial Corridor,1.91,11,1,0,0,0,1,0,0,0,0,82.6,99.31,63.13,23.2,0.1978,LOW,0
PRJ-02370,Irrigation,1.08,6,6,0,1,0,0,0,0,0,0,72.0,41.99,6.63,26.1,0.1978,MEDIUM,75
PRJ-03520,Rail,0.9,11,6,0,0,0,1,0,0,0,0,94.1,72.45,17.35,21.1,0.1978,LOW,0
PRJ-04547,Industrial Corridor,0.72,4,9,0,0,1,0,0,0,0,0,85.9,77.88,17.68,14.2,0.2059,LOW,0
PRJ-02030,Irrigation,3.26,6,3,0,0,0,0,1,0,0,0,74.3,42.28,53.68,17.9,0.1545,LOW,0
PRJ-01131,Road,3.25,4,6,0,0,0,0,0,0,0,0,91.2,25.97,61.4,10.8,0.0998,LOW,0
PRJ-01661,Irrigation,2.16,13,6,0,1,0,1,0,0,1,0,60.6,61.48,82.45,45.2,0.4502,MEDIUM,0
PRJ-02893,Road,1.95,5,3,0,0,0,0,0,0,0,0,85.6,52.63,70.43,6.9,0.0998,LOW,0
PRJ-03261,Irrigation,0.95,5,6,0,1,0,0,0,0,0,0,84.9,50.6,99.49,15.8,0.1978,LOW,0
PRJ-04352,Industrial Corridor,0.21,4,6,0,0,1,0,0,0,0,0,98.2,73.54,68.99,17.5,0.168,LOW,0
PRJ-03849,Renewable Energy,1.84,5,6,0,0,0,0,0,0,1,0,87.0,85.34,44.47,14.1,0.1419,LOW,0
PRJ-03545,Industrial Corridor,2.11,9,5,0,0,1,0,0,0,0,0,88.9,79.23,48.64,16.4,0.168,LOW,0
PRJ-03814,Urban Development,1.27,10,3,0,0,0,0,1,0,0,0,100.0,78.38,35.31,12.6,0.1545,LOW,0
PRJ-00349,Road,1.33,6,4,0,1,0,0,0,0,0,0,100.0,85.41,34.32,16.6,0.1978,LOW,0
PRJ-01600,Road,1.83,4,6,0,0,0,0,0,0,1,0,93.0,31.11,28.55,20.1,0.1419,LOW,0
PRJ-02715,Urban Development,1.21,4,4,0,0,1,0,0,0,0,0,95.9,61.74,59.37,10.8,0.168,LOW,0
PRJ-04171,Irrigation,4.81,9,4,0,0,0,0,0,0,0,0,93.2,65.85,94.02,10.9,0.0998,LOW,0
PRJ-01239,Urban Development,2.64,4,4,0,0,0,0,1,0,0,0,95.6,58.42,45.3,18.9,0.1545,LOW,0
PRJ-00972,Industrial Corridor,1.15,5,8,0,1,0,0,0,0,0,1,94.1,97.38,61.75,36.5,0.343,MEDIUM,165
PRJ-02445,Industrial Corridor,0.73,7,3,0,0,0,0,0,0,1,0,83.1,28.95,18.25,19.8,0.1419,LOW,0
PRJ-03252,Urban Development,1.3,10,2,0,0,0,0,0,1,0,0,100.0,67.64,66.85,12.9,0.1545,LOW,0
PRJ-02146,Industrial Corridor,3.54,3,5,1,0,0,0,0,0,0,0,75.3,79.85,28.36,22.1,0.2142,LOW,0
PRJ-01404,Industrial Corridor,6.09,9,5,0,0,0,0,0,0,0,0,100.0,5.55,96.5,7.9,0.0998,LOW,0
PRJ-00717,Rail,0.59,3,4,0,0,0,0,0,0,0,0,91.8,71.38,56.07,10.2,0.0998,LOW,0
PRJ-02254,Urban Development,3.99,6,9,0,0,0,0,0,0,0,0,79.4,84.56,29.14,16.4,0.1246,LOW,0
PRJ-00108,Road,9.04,11,4,0,1,0,0,0,0,0,0,86.1,27.72,7.91,24.4,0.2405,LOW,152
PRJ-00364,Rail,1.27,7,4,0,1,0,0,0,0,0,0,79.0,59.28,87.73,19.4,0.1978,LOW,0
PRJ-03268,Road,0.37,3,7,0,0,1,0,0,0,0,0,94.2,11.38,17.28,21.0,0.2059,LOW,32
PRJ-03381,Renewable Energy,0.48,7,2,0,0,0,0,1,0,0,0,89.5,73.36,56.92,17.2,0.1545,LOW,0
PRJ-02845,Rail,3.61,6,8,0,0,0,0,1,0,0,0,90.0,31.19,69.5,14.4,0.19,LOW,0
PRJ-03543,Urban Development,1.63,6,6,1,0,1,1,0,0,1,0,63.2,64.92,37.73,66.6,0.6225,HIGH,0
PRJ-04560,Irrigation,1.73,7,4,0,0,0,0,0,0,0,0,77.0,67.04,93.87,10.4,0.0998,LOW,0
PRJ-02972,Industrial Corridor,2.62,4,3,0,0,0,0,0,0,0,0,84.7,40.32,66.0,13.5,0.0998,LOW,0
PRJ-04498,Rail,5.66,10,2,0,0,1,0,0,0,1,0,77.0,68.87,9.44,25.4,0.2315,MEDIUM,89
PRJ-03709,Renewable Energy,0.72,7,6,0,0,0,0,0,0,0,0,90.2,19.7,61.89,11.7,0.0998,LOW,0
PRJ-02102,Road,1.4,8,6,0,0,0,1,0,0,0,0,99.8,4.51,50.7,18.8,0.1978,LOW,51
PRJ-03528,Road,1.94,7,1,0,0,0,0,0,0,0,0,100.0,93.92,71.61,6.4,0.0998,LOW,0
PRJ-02469,Urban Development,4.28,5,4,0,0,0,0,0,0,0,0,100.0,52.34,26.16,9.6,0.0998,LOW,0
PRJ-02023,Urban Development,6.65,7,7,0,0,0,0,0,0,0,0,86.5,14.27,66.89,16.3,0.1545,LOW,0
PRJ-00314,Road,0.47,12,5,0,0,1,0,0,0,0,0,86.8,40.73,45.9,16.8,0.168,LOW,0
PRJ-03722,Renewable Energy,6.27,9,5,0,0,1,0,0,0,0,0,100.0,16.5,81.05,11.8,0.168,LOW,0
PRJ-02137,Road,3.35,7,5,1,0,1,0,0,0,1,0,80.8,28.79,98.4,41.2,0.4256,MEDIUM,0
PRJ-03994,Urban Development,1.54,3,4,1,0,0,0,0,0,0,0,89.4,0.6,11.0,16.1,0.2142,LOW,0
PRJ-04170,Industrial Corridor,2.33,5,2,0,1,0,1,0,0,1,0,79.4,49.96,30.26,39.5,0.4502,MEDIUM,0
PRJ-00160,Renewable Energy,0.79,12,9,0,0,0,0,0,0,0,0,100.0,66.84,54.95,13.5,0.1246,LOW,71
PRJ-03619,Industrial Corridor,2.71,6,7,1,0,0,0,1,0,0,1,94.3,25.33,60.64,51.3,0.4875,HIGH,164
PRJ-00678,Road,1.94,3,6,0,0,0,0,0,0,0,0,100.0,4.39,15.28,7.7,0.0998,LOW,0
PRJ-04151,Irrigation,0.86,7,7,0,0,0,0,0,0,0,0,91.4,34.9,31.98,12.8,0.1246,LOW,0
PRJ-04178,Urban Development,2.73,6,5,0,0,0,0,0,1,1,0,80.9,5.03,59.64,24.8,0.2142,LOW,0
PRJ-03287,Industrial Corridor,0.38,7,8,0,0,1,0,1,0,0,0,84.4,76.89,86.34,29.4,0.2994,MEDIUM,0
PRJ-02700,Road,2.56,5,4,0,0,0,0,0,0,0,0,95.5,4.05,94.49,7.4,0.0998,LOW,0
PRJ-01065,Urban Development,0.51,5,2,0,0,0,0,0,0,0,0,81.9,97.16,6.04,11.6,0.0998,LOW,0
PRJ-02118,Renewable Energy,1.51,10,3,0,1,0,0,0,0,0,1,87.4,49.4,41.06,27.3,0.2891,MEDIUM,154
PRJ-00019,Rail,2.44,8,3,0,0,0,0,0,0,0,0,85.3,31.97,43.47,4.2,0.0998,LOW,0
PRJ-04452,Road,0.57,9,5,0,0,0,0,0,0,0,0,89.0,83.99,39.51,9.8,0.0998,LOW,0
PRJ-04463,Rail,0.42,4,5,0,0,1,0,0,0,0,0,87.8,78.64,31.05,20.5,0.168,LOW,0
PRJ-04315,Industrial Corridor,1.02,9,3,0,1,0,0,0,0,0,0,90.1,35.42,7.67,16.5,0.1978,LOW,0
PRJ-01694,Road,2.48,7,4,0,0,0,0,0,0,0,0,97.9,69.97,42.15,12.6,0.0998,LOW,0
PRJ-01869,Road,1.55,5,5,0,0,0,0,0,0,0,1,93.9,46.69,11.74,18.9,0.1545,LOW,0
PRJ-02823,Road,1.08,9,7,0,0,0,0,1,0,0,0,90.4,23.51,32.97,19.7,0.19,LOW,0
PRJ-02246,Renewable Energy,0.45,8,1,0,0,0,1,0,0,0,0,93.6,99.4,27.19,18.7,0.1978,LOW,258
PRJ-01182,Rail,0.83,2,4,0,0,0,1,0,1,1,0,62.6,88.7,24.31,35.8,0.3775,MEDIUM,94
PRJ-02133,Renewable Energy,0.92,9,4,0,0,0,0,0,1,0,0,74.4,63.53,63.94,18.1,0.1545,LOW,29
PRJ-03801,Urban Development,0.63,5,3,0,0,0,0,1,0,0,0,96.5,18.46,66.18,20.2,0.1545,LOW,0
PRJ-00445,Road,9.7,4,6,0,1,0,0,1,0,0,0,88.1,82.94,38.22,28.0,0.2891,MEDIUM,208
PRJ-00542,Renewable Energy,2.81,7,3,0,0,0,0,0,0,0,0,96.0,22.41,92.99,9.6,0.0998,LOW,0
PRJ-00446,Renewable Energy,1.38,7,6,0,0,0,0,0,0,0,0,95.6,33.53,80.65,11.5,0.0998,LOW,0
PRJ-00107,Renewable Energy,0.32,5,8,0,0,0,0,0,0,0,0,91.4,63.16,43.84,14.3,0.1246,LOW,0
PRJ-04077,Urban Development,1.56,7,2,0,0,0,0,0,0,1,0,100.0,74.32,16.38,10.9,0.1419,LOW,122
PRJ-01342,Road,0.58,5,4,0,1,1,0,0,0,0,0,76.7,47.44,56.33,34.5,0.31,MEDIUM,0
PRJ-02654,Rail,2.12,5,3,0,0,0,0,0,0,0,0,83.1,37.16,75.86,15.6,0.0998,LOW,0
PRJ-01825,Road,1.56,5,2,0,0,0,1,0,0,0,0,93.9,28.28,82.66,23.6,0.1978,LOW,113
PRJ-00731,Urban Development,0.58,5,7,0,0,0,0,1,0,0,0,83.7,85.45,15.64,17.0,0.19,LOW,0
PRJ-04024,Irrigation,1.79,10,4,0,0,0,0,0,0,0,0,100.0,94.91,13.32,7.1,0.0998,LOW,0
PRJ-03974,Industrial Corridor,3.0,3,5,0,0,0,0,0,0,1,0,95.2,38.48,35.84,18.4,0.1419,LOW,0
PRJ-01035,Urban Development,1.96,7,2,0,1,0,0,0,1,0,0,68.2,25.13,92.61,33.5,0.2891,MEDIUM,0
PRJ-01830,Road,1.08,8,7,0,1,0,0,0,1,0,0,67.3,62.78,62.73,31.0,0.343,MEDIUM,0
PRJ-00536,Industrial Corridor,1.23,7,1,0,1,0,0,0,0,1,0,89.8,74.3,41.03,27.4,0.2689,MEDIUM,0
PRJ-04158,Urban Development,4.01,4,3,0,0,0,0,0,0,0,1,98.8,10.56,26.23,15.8,0.1545,LOW,0
PRJ-00254,Road,5.13,5,3,0,0,0,0,0,1,0,0,81.4,81.45,22.3,10.9,0.1545,LOW,0
PRJ-03612,Irrigation,0.48,8,2,0,0,0,0,0,0,1,0,90.5,91.54,25.85,15.9,0.1419,LOW,0
PRJ-00738,Renewable Energy,2.58,10,3,0,0,0,0,0,0,1,0,100.0,56.57,52.85,14.1,0.1419,LOW,0
PRJ-00432,Road,4.8,6,5,0,0,0,0,0,0,1,0,88.0,17.78,79.13,15.7,0.1419,LOW,0
PRJ-01765,Industrial Corridor,1.32,3,2,0,1,0,0,0,0,0,0,100.0,38.21,88.29,16.0,0.1978,LOW,0
PRJ-04460,Road,1.95,6,5,0,0,0,0,0,0,0,0,86.0,99.4,8.64,9.8,0.0998,LOW,0
PRJ-03439,Irrigation,2.04,6,4,0,0,0,0,0,0,1,0,100.0,40.26,83.76,20.6,0.1419,LOW,0
PRJ-04995,Rail,5.42,9,4,0,0,0,0,0,0,0,0,97.2,22.12,63.76,8.6,0.0998,LOW,0
PRJ-01147,Urban Development,3.88,8,2,0,1,1,0,0,0,0,0,81.8,5.87,81.96,33.7,0.31,MEDIUM,128
PRJ-02363,Road,1.17,7,2,0,0,0,1,0,0,0,0,90.4,58.66,61.28,14.6,0.1978,LOW,0
PRJ-04616,Road,2.27,4,5,0,0,0,0,0,0,0,1,78.4,72.64,6.91,22.4,0.1545,LOW,0
PRJ-04696,Renewable Energy,1.48,6,3,0,0,1,0,0,0,0,0,98.7,42.58,5.77,18.2,0.168,LOW,0
PRJ-01681,Industrial Corridor,1.41,5,7,0,0,0,0,0,0,0,0,95.9,87.05,36.47,19.7,0.1246,LOW,0
PRJ-04281,Road,0.53,3,5,0,1,1,1,0,1,0,0,80.6,11.55,15.9,60.7,0.6225,HIGH,0
PRJ-04717,Industrial Corridor,3.82,6,2,0,0,0,0,0,0,0,0,94.5,88.97,58.04,11.7,0.0998,LOW,0
PRJ-01799,Road,0.46,7,4,1,1,1,0,0,0,0,1,56.4,99.64,36.81,62.8,0.6457,HIGH,121
PRJ-04301,Rail,0.21,7,3,1,0,0,0,0,0,0,0,88.9,35.88,49.19,25.1,0.2142,MEDIUM,0
PRJ-00359,Industrial Corridor,1.24,6,5,0,1,0,0,0,0,0,0,82.5,16.98,14.2,14.7,0.1978,LOW,0
PRJ-01562,Irrigation,0.99,7,5,0,1,0,0,0,0,0,0,87.4,46.7,80.32,20.6,0.1978,LOW,0
PRJ-02362,Irrigation,1.15,7,3,0,1,0,1,0,0,0,0,85.8,57.87,33.07,35.2,0.3543,MEDIUM,0
PRJ-04519,Urban Development,1.87,5,6,0,0,1,0,0,0,0,0,88.8,47.66,57.63,14.9,0.168,LOW,96
PRJ-04836,Irrigation,1.79,8,7,0,0,0,0,0,0,0,0,86.2,95.15,38.61,10.9,0.1246,LOW,0
PRJ-03020,Road,1.3,8,5,0,0,0,0,0,1,1,0,93.3,6.13,50.76,16.3,0.2142,LOW,0
PRJ-04576,Renewable Energy,0.69,2,6,0,0,0,0,0,0,0,0,93.5,86.55,98.49,13.4,0.0998,LOW,0
PRJ-00407,Irrigation,0.54,6,7,0,0,1,0,0,0,0,0,80.5,47.16,7.99,20.9,0.2059,LOW,0
PRJ-03128,Renewable Energy,0.76,6,3,0,0,0,0,0,0,0,0,97.0,77.8,11.91,14.1,0.0998,LOW,0
PRJ-00493,Irrigation,1.03,5,3,0,0,0,0,0,0,0,0,70.9,62.86,84.72,15.3,0.0998,LOW,0
PRJ-01408,Road,1.0,6,3,0,0,0,0,1,0,1,0,100.0,51.67,95.6,23.5,0.2142,LOW,59
PRJ-03164,Renewable Energy,3.12,6,4,0,0,0,0,0,0,0,0,79.7,98.89,60.75,17.2,0.0998,LOW,0
PRJ-03331,Rail,0.48,5,4,0,0,1,0,0,0,0,0,96.7,28.19,80.31,14.6,0.168,LOW,0
PRJ-01763,Urban Development,1.75,8,5,0,0,0,1,0,1,1,0,76.6,66.46,20.0,40.5,0.3775,MEDIUM,380
PRJ-04982,Urban Development,0.56,5,3,0,0,0,0,0,0,1,0,89.1,71.74,32.91,18.1,0.1419,LOW,41
PRJ-03008,Road,0.78,5,2,0,0,0,0,0,1,0,0,91.3,86.1,30.91,19.4,0.1545,LOW,0
PRJ-01690,Renewable Energy,3.47,6,5,0,0,0,1,0,0,0,0,85.9,53.51,57.78,17.5,0.1978,LOW,68
PRJ-04808,Road,2.6,7,7,0,0,0,0,0,0,0,0,100.0,28.13,20.05,13.9,0.1246,LOW,0
PRJ-01607,Renewable Energy,2.76,8,10,0,1,0,0,0,0,0,0,78.1,49.89,19.55,21.1,0.2405,LOW,104
PRJ-03589,Urban Development,1.39,5,4,0,0,0,0,0,0,0,0,100.0,32.62,66.98,9.6,0.0998,LOW,0
PRJ-01164,Irrigation,2.1,7,5,0,0,1,0,0,0,0,0,92.8,84.62,3.36,13.9,0.168,LOW,0
PRJ-01670,Irrigation,1.06,5,7,0,0,0,1,0,0,0,0,94.2,79.33,18.22,20.9,0.2405,LOW,0
PRJ-00209,Road,3.84,6,6,0,0,0,0,0,0,0,0,100.0,58.07,44.45,9.4,0.0998,LOW,198
PRJ-00421,Industrial Corridor,0.32,4,5,0,0,0,1,0,0,1,0,89.6,89.95,75.14,28.6,0.2689,MEDIUM,0
PRJ-04885,Urban Development,1.34,5,5,0,0,0,0,0,0,0,0,97.9,15.31,37.07,9.4,0.0998,LOW,0
PRJ-04350,Renewable Energy,6.83,6,3,1,0,0,0,1,0,1,0,81.4,31.26,87.38,38.5,0.4013,MEDIUM,0
PRJ-02487,Renewable Energy,0.17,5,7,0,0,0,0,1,0,0,0,100.0,80.13,67.24,13.4,0.19,LOW,0
PRJ-00067,Industrial Corridor,0.67,5,5,0,1,0,0,0,1,0,0,88.1,81.58,10.02,31.0,0.2891,MEDIUM,0
PRJ-00702,Road,4.14,4,3,0,1,0,1,0,0,0,0,89.3,72.17,98.49,35.4,0.3543,MEDIUM,67
PRJ-04424,Urban Development,1.29,6,5,0,0,1,0,0,0,0,0,92.0,44.01,69.88,20.2,0.168,LOW,88
PRJ-01396,Irrigation,10.05,6,6,0,1,0,1,0,1,0,0,70.0,62.79,55.69,56.3,0.5374,HIGH,87
PRJ-00874,Industrial Corridor,1.49,8,5,0,0,0,0,0,0,0,0,96.4,56.84,71.19,12.0,0.0998,LOW,0
PRJ-02399,Urban Development,4.04,6,10,0,1,0,1,0,0,0,0,71.7,81.07,43.28,41.2,0.4134,MEDIUM,81
PRJ-01999,Rail,4.48,6,9,0,0,1,0,0,0,0,0,80.4,56.17,38.47,18.7,0.2059,LOW,0
PRJ-00441,Irrigation,2.17,10,6,0,0,0,0,0,0,0,0,89.6,66.76,67.93,12.0,0.0998,LOW,9
PRJ-04213,Urban Development,0.8,6,3,0,0,0,0,0,0,1,0,100.0,87.74,43.04,14.0,0.1419,LOW,36
PRJ-03666,Urban Development,2.25,4,2,0,0,0,0,0,0,0,0,94.4,44.63,48.0,16.6,0.0998,LOW,0
PRJ-03854,Urban Development,2.47,7,3,0,0,0,0,0,0,0,0,94.8,28.82,96.36,7.5,0.0998,LOW,0
PRJ-00689,Industrial Corridor,3.43,4,6,0,1,0,1,0,0,0,0,68.1,16.84,4.93,41.0,0.3543,MEDIUM,0
PRJ-00088,Irrigation,1.73,4,4,0,1,0,0,0,0,1,0,98.5,73.04,20.34,23.0,0.2689,LOW,0
PRJ-01519,Urban Development,3.44,8,4,0,1,0,0,0,0,0,0,93.3,44.02,35.01,18.0,0.1978,LOW,0
PRJ-04515,Urban Development,0.47,5,7,0,0,0,0,0,0,0,0,99.9,78.62,53.38,11.9,0.1246,LOW,41
PRJ-01119,Road,2.17,8,4,0,0,0,0,0,0,0,0,100.0,16.88,38.03,12.0,0.0998,LOW,0
PRJ-02636,Industrial Corridor,2.18,6,3,0,0,0,0,0,0,0,0,100.0,92.32,70.89,10.1,0.0998,LOW,0
PRJ-02020,Renewable Energy,2.04,7,4,0,0,0,0,0,0,0,1,74.7,33.13,87.27,15.8,0.1545,LOW,0
PRJ-04677,Renewable Energy,0.44,4,7,1,1,1,0,1,0,0,0,70.4,82.1,77.83,71.4,0.7006,HIGH,183
PRJ-01036,Rail,0.71,7,6,0,0,0,0,0,0,0,0,88.0,52.59,67.83,13.8,0.0998,LOW,0
PRJ-01431,Road,2.1,8,2,0,0,0,0,0,0,0,1,86.8,89.63,29.66,9.3,0.1545,LOW,0
PRJ-04055,Urban Development,0.26,11,8,0,0,0,0,0,0,0,0,95.3,96.27,2.9,11.1,0.1246,LOW,0
PRJ-04342,Renewable Energy,1.72,7,4,0,0,0,0,1,0,0,0,89.7,21.32,94.28,18.4,0.1545,LOW,0
PRJ-00217,Urban Development,3.64,3,4,0,0,0,0,0,0,0,0,100.0,61.97,21.94,7.2,0.0998,LOW,0
PRJ-01580,Industrial Corridor,2.42,6,4,0,0,0,0,0,0,1,0,94.5,57.46,26.97,14.7,0.1419,LOW,0
PRJ-01489,Irrigation,2.01,4,3,0,0,0,0,0,0,0,0,100.0,33.35,9.41,8.7,0.0998,LOW,0
PRJ-02395,Irrigation,0.52,6,2,0,0,0,0,0,0,0,0,100.0,58.36,89.66,8.3,0.0998,LOW,0
PRJ-00359,Rail,0.77,7,3,0,0,0,1,0,0,0,0,90.8,9.92,22.55,17.3,0.1978,LOW,0
PRJ-00742,Road,0.39,5,3,0,1,0,0,0,0,0,0,89.0,1.01,74.21,20.6,0.1978,LOW,0
PRJ-04284,Irrigation,1.57,6,4,0,0,0,0,0,0,0,0,81.0,99.51,77.11,6.5,0.0998,LOW,72
PRJ-03871,Urban Development,0.39,5,2,0,0,0,0,0,0,0,0,83.0,1.83,21.45,11.1,0.0998,LOW,73
PRJ-01471,Road,2.63,3,5,0,0,1,0,0,0,0,0,95.4,87.47,99.31,14.9,0.168,LOW,0
PRJ-01785,Road,0.44,8,4,0,0,0,0,1,0,0,0,89.9,52.31,83.73,12.6,0.1545,LOW,99
PRJ-04719,Urban Development,2.13,10,3,1,1,0,0,0,0,1,0,74.3,96.96,19.14,49.3,0.475,MEDIUM,0
PRJ-01996,Rail,0.95,5,3,0,0,0,1,0,0,0,0,67.2,37.49,69.14,19.3,0.1978,LOW,83
PRJ-04915,Renewable Energy,2.15,7,2,0,0,0,0,0,0,0,1,91.9,74.71,70.95,16.8,0.1545,LOW,0
PRJ-02068,Renewable Energy,2.86,6,4,0,0,0,1,0,1,0,0,88.3,52.24,99.93,36.9,0.2891,MEDIUM,0
PRJ-02854,Urban Development,3.13,8,3,0,1,0,0,0,0,0,0,85.8,1.61,38.15,17.7,0.1978,LOW,0
PRJ-00864,Road,0.36,3,5,0,0,0,0,0,0,0,0,98.6,25.11,76.32,13.8,0.0998,LOW,0
PRJ-03937,Road,0.74,5,4,0,0,0,0,0,0,0,0,100.0,65.68,11.13,9.1,0.0998,LOW,0
PRJ-04868,Road,1.47,7,5,0,0,1,1,0,0,0,0,82.6,74.0,26.98,35.1,0.31,MEDIUM,0
PRJ-02475,Road,1.91,9,2,0,1,0,0,0,0,0,0,77.9,45.54,65.02,14.7,0.1978,LOW,0
PRJ-00231,Road,0.39,5,5,1,1,0,0,0,0,0,0,84.2,80.47,39.61,35.0,0.3775,MEDIUM,100
PRJ-04967,Renewable Energy,0.76,6,6,0,1,0,0,0,0,0,0,100.0,51.08,28.19,22.3,0.1978,LOW,0
PRJ-04238,Road,1.5,10,3,0,0,0,0,0,0,0,0,96.0,46.66,33.98,13.6,0.0998,LOW,24
PRJ-02309,Urban Development,1.84,7,2,0,0,1,1,0,1,0,0,79.4,82.46,29.49,43.9,0.4256,MEDIUM,76
PRJ-02332,Road,3.81,6,6,0,0,0,0,0,0,0,0,100.0,25.11,57.77,9.8,0.0998,LOW,0
PRJ-02186,Renewable Energy,3.12,10,2,0,0,0,0,0,0,0,0,89.7,28.88,70.59,9.7,0.0998,LOW,17
PRJ-01213,Irrigation,2.03,10,2,0,0,0,0,0,0,0,0,100.0,52.68,73.88,13.4,0.0998,LOW,0
PRJ-04345,Industrial Corridor,2.46,9,4,0,0,0,0,1,0,0,0,89.1,82.59,75.48,12.9,0.1545,LOW,0
PRJ-00981,Urban Development,0.36,9,2,0,1,0,0,0,0,0,0,99.9,95.97,69.18,18.5,0.1978,LOW,0
PRJ-03637,Urban Development,0.99,6,9,0,0,0,0,0,1,0,0,100.0,89.92,20.0,15.7,0.19,LOW,0
PRJ-00991,Industrial Corridor,6.73,4,5,0,0,0,0,0,0,0,0,100.0,88.28,25.06,5.0,0.0998,LOW,0
PRJ-01676,Renewable Energy,1.35,7,4,0,0,0,0,0,0,0,0,100.0,5.59,38.75,12.5,0.0998,LOW,0
PRJ-03862,Road,2.21,8,3,0,0,0,0,0,0,0,0,77.3,46.69,47.84,14.2,0.0998,LOW,0
PRJ-01554,Rail,0.98,4,10,0,0,0,0,0,0,0,0,84.2,36.45,97.18,12.8,0.1246,LOW,94
PRJ-03796,Road,0.15,4,4,0,0,0,0,0,0,1,0,89.1,27.29,64.05,16.3,0.1419,LOW,0
PRJ-01060,Road,2.81,6,6,0,0,0,0,0,0,0,0,94.6,97.91,5.25,16.6,0.0998,LOW,0
PRJ-03715,Irrigation,0.64,2,4,0,0,0,0,1,0,0,0,94.4,12.37,66.94,15.8,0.1545,LOW,0
PRJ-00466,Road,0.77,8,8,0,0,0,1,0,1,0,0,81.9,45.61,25.46,35.2,0.343,MEDIUM,0
PRJ-01461,Renewable Energy,3.03,6,4,0,0,1,1,0,1,0,0,85.5,44.07,39.6,45.3,0.4256,MEDIUM,115
PRJ-02715,Rail,1.92,8,5,0,0,0,0,0,0,0,0,91.3,34.46,80.88,11.0,0.0998,LOW,133
PRJ-00887,Renewable Energy,0.39,8,4,0,0,0,0,0,0,0,0,89.0,33.07,76.46,10.5,0.0998,LOW,0
PRJ-04511,Road,1.98,6,4,0,0,0,0,0,0,0,0,92.9,48.23,11.51,11.7,0.0998,LOW,0
PRJ-00996,Road,4.3,8,4,1,0,1,0,0,0,0,0,77.1,93.13,96.19,26.9,0.3318,MEDIUM,124
PRJ-02232,Renewable Energy,0.4,4,9,0,1,1,0,0,0,0,0,69.2,11.48,36.41,33.8,0.3659,MEDIUM,0
PRJ-03918,Road,2.11,9,4,0,0,0,0,0,0,0,0,97.9,71.2,25.79,9.1,0.0998,LOW,0
PRJ-03673,Urban Development,1.45,7,7,1,0,0,0,0,0,0,0,77.9,42.15,50.11,24.3,0.2592,LOW,0
PRJ-04427,Industrial Corridor,2.01,2,5,0,0,0,0,0,0,0,0,85.6,10.38,29.77,8.8,0.0998,LOW,61
PRJ-00503,Urban Development,0.28,3,5,0,1,0,0,0,0,0,0,91.7,33.68,66.07,18.9,0.1978,LOW,0
PRJ-00585,Renewable Energy,7.46,6,5,0,0,0,0,0,0,1,0,96.6,20.07,92.51,10.5,0.1419,LOW,0
PRJ-00345,Industrial Corridor,5.68,4,9,0,1,0,0,1,0,1,1,77.2,78.94,78.32,54.4,0.5622,HIGH,119
PRJ-02871,Irrigation,1.75,9,2,0,0,0,0,0,0,0,0,96.6,74.74,94.87,12.9,0.0998,LOW,0
PRJ-03047,Renewable Energy,1.69,4,7,0,0,0,0,0,0,0,0,98.5,33.06,64.07,9.5,0.1246,LOW,0
PRJ-01753,Rail,3.54,4,6,0,0,0,0,0,0,0,0,100.0,28.8,34.12,9.6,0.0998,LOW,0
PRJ-03107,Road,4.38,5,9,0,0,0,0,1,1,0,0,100.0,65.17,63.98,22.9,0.2789,LOW,0
PRJ-02181,Irrigation,5.57,7,8,1,0,0,1,0,0,0,1,54.3,4.24,19.18,56.6,0.5622,HIGH,120
